** /proj/evolang2022/tiago/ST2022/data-surprise/bantubvd/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
Tebul_Ure           1.4276        0.3738       0.5526         0.4769       1.8345        0.4741       0.4663         0.3256
Tiranige_Diga       1.5714        0.4020       0.5262         0.4291       1.6476        0.3964       0.5178         0.4437
Togo_Kan            1.4435        0.3492       0.5969         0.5221       1.2581        0.3444       0.5952         0.5436
Tommo_So            1.4275        0.3482       0.5866         0.5130       1.4928        0.3810       0.5665         0.4411
Toro_Tegu           1.5490        0.3939       0.5087         0.4706       2.0196        0.5050       0.4390         0.3172
Yanda_Dom           1.5674        0.3606       0.5480         0.4933       1.4539        0.3745       0.5658         0.4662
Yorno_So            1.2078        0.3131       0.5956         0.5519       1.3247        0.3568       0.5852         0.4933
TOTAL               1.4543        0.3559       0.5660         0.5009       1.5260        0.3878       0.5479         0.4564


** /proj/evolang2022/tiago/ST2022/data/hantganbangime/solutions-0.30.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Bankan_Tey          1.6307        0.3882       0.5033         0.4706       1.7600        0.4432       0.4719         0.4065
Ben_Tey             1.7039        0.3932       0.4897         0.4561       1.6257        0.4182       0.4897         0.4157
Bunoge              2.0102        0.4303       0.4794         0.4028       1.8247        0.4408       0.4759         0.3999
Jamsay              1.1908        0.3160       0.5960         0.5619       1.4419        0.3984       0.5273         0.4558
Mombo               1.7717        0.4071       0.4892         0.4360       1.7559        0.4272       0.4724         0.4263
Najamba             1.8227        0.4466       0.4715         0.3762       2.3262        0.5430       0.4116         0.2601
Nanga               1.5301        0.3888       0.5142         0.4465       1.8306        0.4450       0.4749         0.3821
Penange             1.5357        0.3740       0.5237         0.4556       1.5446        0.3756       0.5365         0.4877
Perge_Tegu          1.2000        0.3029       0.6062         0.5718       1.2564        0.3374       0.5885         0.5131
Tebul_Ure           1.5333        0.4136       0.5240         0.4197       1.9889        0.5204       0.4091         0.3034
Tiranige_Diga       1.7681        0.4395       0.4849         0.3842       2.0725        0.4803       0.4269         0.3417
Togo_Kan            1.3133        0.3463       0.5725         0.5273       1.6400        0.4419       0.4869         0.4269
Tommo_So            1.6188        0.3853       0.5309         0.4721       1.7624        0.4251       0.4857         0.4056
Toro_Tegu           1.7744        0.4786       0.4319         0.3753       2.2857        0.5653       0.3617         0.2953
Yanda_Dom           1.5690        0.3687       0.5459         0.4840       1.8448        0.4676       0.4556         0.3487
Yorno_So            1.2613        0.3379       0.5632         0.5303       1.5707        0.4266       0.5045         0.4041
TOTAL               1.5771        0.3886       0.5204         0.4607       1.7832        0.4473       0.4737         0.3921


** /proj/evolang2022/tiago/ST2022/data/hantganbangime/solutions-0.40.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Bankan_Tey          1.7874        0.4358       0.4733         0.4065       2.1159        0.5418       0.3888         0.2959
Ben_Tey             1.8095        0.4083       0.4742         0.4485       1.8714        0.4712       0.4164         0.3574
Bunoge              1.8898        0.4271       0.4903         0.4070       2.0000        0.4758       0.4356         0.3788
Jamsay              1.2899        0.3339       0.5692         0.5317       1.9324        0.4920       0.3974         0.3558
Mombo               1.8544        0.4357       0.4679         0.3785       2.0759        0.4975       0.4288         0.3354
Najamba             1.9938        0.4880       0.4363         0.3295       2.5000        0.5810       0.3356         0.2191
Nanga               1.8357        0.4663       0.4532         0.3544       2.2629        0.5385       0.3624         0.3040
Penange             1.6547        0.4031       0.5173         0.4462       1.8993        0.4447       0.4689         0.4263
Perge_Tegu          1.2424        0.3224       0.5571         0.5481       1.7100        0.4230       0.4594         0.4260
Tebul_Ure           2.0842        0.5017       0.4141         0.3242       2.3970        0.6184       0.3223         0.2015
Tiranige_Diga       1.7778        0.4369       0.4726         0.3860       2.4198        0.5507       0.3720         0.2685
Togo_Kan            1.5393        0.4010       0.4943         0.4708       2.1798        0.5286       0.3588         0.3288
Tommo_So            1.4975        0.3962       0.4949         0.4606       1.8159        0.4407       0.4540         0.4027
Toro_Tegu           2.0131        0.5255       0.3937         0.3302       2.3595        0.6355       0.3123         0.2137
Yanda_Dom           1.6786        0.4034       0.4977         0.4424       2.2398        0.5334       0.3647         0.3024
Yorno_So            1.3964        0.3781       0.5224         0.4838       1.8610        0.5008       0.4122         0.3421
TOTAL               1.7090        0.4227       0.4830         0.4218       2.1025        0.5171       0.3931         0.3224


** /proj/evolang2022/tiago/ST2022/data/hantganbangime/solutions-0.50.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Bankan_Tey          2.1491        0.5054       0.4180         0.3325       2.1947        0.5666       0.3667         0.2558
Ben_Tey             1.8553        0.4157       0.4598         0.4433       2.4868        0.5886       0.3246         0.2368
Bunoge              2.1119        0.4695       0.4640         0.3856       2.2867        0.5129       0.3912         0.3328
Jamsay              1.6770        0.4119       0.4943         0.4547       2.3186        0.5770       0.3472         0.2671
Mombo               2.0000        0.4702       0.4321         0.3556       2.2500        0.5135       0.3959         0.3424
Najamba             2.1732        0.5059       0.4055         0.3092       2.8603        0.6634       0.2840         0.1655
Nanga               1.8646        0.4723       0.4370         0.3602       2.6812        0.6234       0.2980         0.2378
Penange             1.8323        0.4511       0.4730         0.3822       1.9880        0.4614       0.4666         0.3929
Perge_Tegu          1.6299        0.4131       0.4683         0.4575       2.4370        0.5831       0.3323         0.2581
Tebul_Ure           2.5300        0.5776       0.3677         0.2575       2.9032        0.6776       0.2523         0.1748
Tiranige_Diga       1.9840        0.4708       0.4342         0.3465       2.4813        0.5717       0.3381         0.2498
Togo_Kan            2.0299        0.4815       0.4430         0.3780       2.6816        0.6287       0.2848         0.2404
Tommo_So            1.7411        0.4542       0.4355         0.3984       2.5491        0.6049       0.3226         0.2428
Toro_Tegu           2.2619        0.5819       0.3378         0.2700       2.6429        0.6809       0.2706         0.1869
Yanda_Dom           2.0654        0.4858       0.4269         0.3383       2.8131        0.6640       0.2775         0.1756
Yorno_So            1.8097        0.4657       0.4514         0.3793       2.2903        0.5718       0.3088         0.2842
TOTAL               1.9822        0.4770       0.4343         0.3655       2.4916        0.5931       0.3288         0.2527


** /proj/evolang2022/tiago/ST2022/data/hattorijaponic/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amami            2.2857        0.4218       0.5670         0.4101       1.4286        0.2980       0.6760         0.5882
Hachijo          0.4643        0.0874       0.8745         0.8713       0.5714        0.0952       0.8481         0.8627
Kagoshima        1.5714        0.3629       0.6262         0.4772       1.1071        0.2952       0.7174         0.5077
Kochi            0.1786        0.0264       0.9589         0.9596       0.2500        0.0445       0.9468         0.9289
Kyoto            0.3929        0.1304       0.9315         0.8024       0.3214        0.1185       0.9254         0.8246
Miyako           1.7500        0.3952       0.5821         0.4669       1.3214        0.3348       0.6580         0.5363
Oki              0.5714        0.1190       0.8230         0.8182       0.6071        0.1333       0.8193         0.8072
Sado             0.1786        0.0238       0.9605         0.9636       0.2500        0.0387       0.9356         0.9442
Shuri            1.3214        0.2863       0.6673         0.6038       1.4643        0.3175       0.6498         0.5813
Tokyo            0.6429        0.1243       0.8980         0.8136       0.2500        0.0565       0.9509         0.9093
TOTAL            0.9357        0.1978       0.7889         0.7187       0.7571        0.1732       0.8127         0.7490


** /proj/evolang2022/tiago/ST2022/data/hattorijaponic/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amami            1.9107        0.3667       0.6342         0.4873       1.6429        0.3516       0.6235         0.5447
Hachijo          0.8571        0.1697       0.7471         0.7580       0.7500        0.1514       0.7951         0.7567
Kagoshima        1.6429        0.4114       0.5521         0.4637       1.2037        0.3466       0.6631         0.4953
Kochi            0.2679        0.0569       0.9266         0.9114       0.2321        0.0480       0.9375         0.9204
Kyoto            0.4643        0.1298       0.8872         0.8046       0.3571        0.1036       0.9084         0.8316
Miyako           1.8036        0.4121       0.5511         0.4308       1.6481        0.4230       0.5683         0.4054
Oki              0.7321        0.1851       0.7613         0.6923       0.8571        0.2001       0.7699         0.6889
Sado             0.3036        0.0598       0.9161         0.9030       0.4107        0.0872       0.8942         0.8607
Shuri            1.9286        0.3579       0.6052         0.4967       1.4464        0.3377       0.6280         0.5479
Tokyo            0.4821        0.1034       0.8917         0.8377       0.4643        0.1086       0.8794         0.8198
TOTAL            1.0393        0.2253       0.7473         0.6785       0.9013        0.2158       0.7667         0.6871


** /proj/evolang2022/tiago/ST2022/data/hattorijaponic/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amami            2.3580        0.4239       0.5550         0.4353       1.7901        0.3444       0.6017         0.5529
Hachijo          0.9875        0.1911       0.7399         0.7179       0.8250        0.1636       0.7758         0.7455
Kagoshima        1.8554        0.4555       0.4998         0.4074       1.3827        0.3801       0.5891         0.4542
Kochi            0.2771        0.0615       0.9179         0.9004       0.2892        0.0569       0.9247         0.9016
Kyoto            0.4337        0.1176       0.8841         0.8189       0.3494        0.1039       0.9155         0.8341
Miyako           1.8072        0.4247       0.5139         0.4403       2.1235        0.5320       0.4655         0.2924
Oki              0.9398        0.2110       0.7049         0.6750       0.8675        0.1937       0.7516         0.7064
Sado             0.3293        0.0702       0.9045         0.8866       0.3293        0.0662       0.9125         0.8932
Shuri            2.1098        0.3659       0.5307         0.4946       1.7439        0.3635       0.5775         0.5110
Tokyo            0.5181        0.1115       0.8871         0.8217       0.3976        0.0857       0.8943         0.8560
TOTAL            1.1616        0.2433       0.7138         0.6598       1.0098        0.2290       0.7408         0.6747


** /proj/evolang2022/tiago/ST2022/data/hattorijaponic/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amami            2.5481        0.4318       0.5158         0.4121       1.8846        0.3658       0.5762         0.4950
Hachijo          1.0588        0.2090       0.7348         0.6909       1.2353        0.2462       0.6931         0.6054
Kagoshima        2.1376        0.5099       0.4757         0.3319       1.6389        0.4261       0.5221         0.4024
Kochi            0.4587        0.0900       0.8579         0.8636       0.4587        0.0984       0.8723         0.8431
Kyoto            0.5273        0.1403       0.8633         0.7836       0.4545        0.1288       0.8754         0.8020
Miyako           2.0000        0.4447       0.4836         0.4028       2.2151        0.5648       0.4404         0.2482
Oki              1.0550        0.2324       0.6770         0.6430       1.0642        0.2427       0.7050         0.6176
Sado             0.4495        0.0801       0.8755         0.8705       0.5636        0.1175       0.8587         0.8097
Shuri            2.4112        0.4361       0.4995         0.3850       2.0467        0.4401       0.5209         0.4061
Tokyo            0.6306        0.1321       0.8539         0.7847       0.5495        0.1229       0.8607         0.7994
TOTAL            1.3277        0.2707       0.6837         0.6168       1.2111        0.2753       0.6925         0.6029


** /proj/evolang2022/tiago/ST2022/data/hattorijaponic/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amami            2.6967        0.4527       0.4912         0.3535       2.0984        0.4025       0.5353         0.4520
Hachijo          1.3115        0.2644       0.6902         0.6067       1.6639        0.3133       0.6116         0.5126
Kagoshima        2.0593        0.4824       0.4541         0.3656       2.1037        0.4973       0.4548         0.3033
Kochi            0.6866        0.1441       0.7984         0.7822       0.6493        0.1364       0.8287         0.7806
Kyoto            0.5630        0.1436       0.8530         0.7805       0.5481        0.1422       0.8546         0.7790
Miyako           2.4299        0.5695       0.4172         0.2532       2.4571        0.6322       0.3808         0.1899
Oki              1.2667        0.2667       0.6461         0.6052       1.3111        0.2891       0.6345         0.5703
Sado             0.5000        0.0934       0.8537         0.8617       0.6940        0.1455       0.8183         0.7644
Shuri            2.6967        0.4867       0.4318         0.3624       2.2051        0.4671       0.5068         0.3523
Tokyo            0.8116        0.1567       0.8050         0.7381       0.6304        0.1418       0.8419         0.7676
TOTAL            1.5022        0.3060       0.6441         0.5709       1.4361        0.3167       0.6467         0.5472


** /proj/evolang2022/tiago/ST2022/data/listsamplesize/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
dutch            3.1765        0.5581       0.4299         0.2659       1.4118        0.2756       0.6692         0.5890
english          3.4000        0.6362       0.4104         0.2010       2.0784        0.4405       0.5514         0.4119
french           3.9268        0.7962       0.3124         0.1117       3.6341        0.8697       0.2458         0.0469
german           3.1176        0.5701       0.4665         0.2632       1.5098        0.2887       0.6636         0.5954
TOTAL            3.4052        0.6401       0.4048         0.2104       2.1585        0.4686       0.5325         0.4108


** /proj/evolang2022/tiago/ST2022/data/listsamplesize/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
dutch            3.2157        0.6341       0.3426         0.2220       1.6275        0.3172       0.5806         0.5397
english          3.1919        0.6461       0.3934         0.2076       2.0303        0.4356       0.5237         0.3810
french           4.2000        0.8523       0.2808         0.0720       3.4889        0.8462       0.2410         0.0377
german           2.8515        0.4976       0.4609         0.3190       1.7921        0.3149       0.5692         0.5407
TOTAL            3.3648        0.6575       0.3694         0.2051       2.2347        0.4785       0.4786         0.3748


** /proj/evolang2022/tiago/ST2022/data/listsamplesize/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
dutch            2.9346        0.5445       0.4069         0.2726       1.5948        0.2891       0.5758         0.5733
english          3.2098        0.7308       0.3164         0.1347       2.0403        0.4639       0.4942         0.3543
french           5.0400        0.8979       0.3133         0.0407       3.4600        0.8452       0.2482         0.0619
german           3.2914        0.5844       0.4120         0.2031       1.7550        0.2981       0.5838         0.5598
TOTAL            3.6190        0.6894       0.3621         0.1628       2.2125        0.4741       0.4755         0.3873


** /proj/evolang2022/tiago/ST2022/data/listsamplesize/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
dutch            2.5980        0.4677       0.4567         0.3349       1.5784        0.2802       0.5770         0.5900
english          2.6000        0.5565       0.4107         0.2817       2.1800        0.4936       0.4677         0.3144
french           5.0400        0.8979       0.3196         0.0407       3.4600        0.8452       0.2482         0.0619
german           3.0644        0.5591       0.4348         0.2428       1.8416        0.3215       0.5595         0.5247
TOTAL            3.3256        0.6203       0.4054         0.2250       2.2650        0.4851       0.4631         0.3728


** /proj/evolang2022/tiago/ST2022/data/listsamplesize/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
dutch            3.0000        0.5469       0.4496         0.2591       1.7255        0.3092       0.5463         0.5486
english          3.4337        0.7241       0.3152         0.1411       2.2610        0.5145       0.4110         0.3040
french           5.0588        0.9008       0.3324         0.0393       3.5098        0.8847       0.2270         0.0566
german           3.1818        0.5776       0.3954         0.2195       1.8854        0.3254       0.5532         0.5198
TOTAL            3.6686        0.6873       0.3732         0.1648       2.3454        0.5085       0.4344         0.3572


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.10.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.2069        0.5325       0.4687         0.3116       1.7931        0.4532       0.5367         0.4025
Bela                 2.0517        0.5537       0.4905         0.2742       2.1034        0.5681       0.4383         0.2762
Lashi                2.0517        0.5112       0.5354         0.3367       1.8966        0.5043       0.5374         0.3290
Maru                 2.1897        0.5787       0.5028         0.2760       1.8966        0.5034       0.5152         0.3469
Phon                 1.9138        0.4937       0.5075         0.3424       1.4828        0.3882       0.5649         0.4682
WrittenBurmese       1.6379        0.5158       0.5107         0.3390       1.4138        0.4572       0.5256         0.3835
Zaiwa                1.8793        0.4862       0.5706         0.3224       1.5862        0.4261       0.5779         0.3932
TOTAL                1.9901        0.5245       0.5123         0.3146       1.7389        0.4715       0.5280         0.3714


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.20.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               1.9646        0.4976       0.4444         0.3524       1.9646        0.5150       0.4396         0.3320
Bela                 1.8925        0.5106       0.4639         0.3290       2.0968        0.5826       0.4432         0.2680
Lashi                2.0000        0.4930       0.4856         0.3463       1.8348        0.4877       0.4936         0.3424
Maru                 2.1622        0.5751       0.4322         0.2803       1.9820        0.5351       0.4681         0.3166
Phon                 2.0105        0.5470       0.4403         0.3049       1.6421        0.4419       0.4896         0.4180
WrittenBurmese       1.9027        0.5745       0.3946         0.2760       1.4336        0.4740       0.4815         0.3761
Zaiwa                1.7857        0.4685       0.5322         0.3555       1.7054        0.4579       0.5264         0.3757
TOTAL                1.9597        0.5238       0.4562         0.3206       1.8085        0.4992       0.4774         0.3470


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.30.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.2807        0.5389       0.3986         0.2898       1.8421        0.4726       0.4541         0.3676
Bela                 2.0840        0.5601       0.4316         0.2678       2.2101        0.6041       0.3914         0.2488
Lashi                1.9827        0.4880       0.4712         0.3427       1.8786        0.4979       0.4654         0.3243
Maru                 2.2651        0.5876       0.3986         0.2707       2.2831        0.5932       0.3871         0.2676
Phon                 2.3134        0.6088       0.3835         0.2528       2.2955        0.6279       0.3366         0.2429
WrittenBurmese       1.9212        0.5715       0.3788         0.2881       1.8606        0.6106       0.4092         0.2269
Zaiwa                1.8623        0.4802       0.4894         0.3488       1.7784        0.4708       0.4925         0.3489
TOTAL                2.1013        0.5479       0.4217         0.2944       2.0212        0.5539       0.4195         0.2896


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.40.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.2568        0.5339       0.3924         0.3012       2.2703        0.5720       0.3860         0.2675
Bela                 2.1549        0.5725       0.4019         0.2633       2.3873        0.6427       0.3324         0.2220
Lashi                2.1528        0.5214       0.4137         0.3176       2.1441        0.5654       0.4104         0.2619
Maru                 2.2791        0.5953       0.3736         0.2695       2.4419        0.6448       0.3379         0.2169
Phon                 2.4267        0.6459       0.3646         0.2275       2.3800        0.6580       0.3560         0.2126
WrittenBurmese       2.0290        0.5960       0.3462         0.2622       1.9469        0.6370       0.3773         0.2043
Zaiwa                1.9163        0.4938       0.4520         0.3340       1.9721        0.5143       0.4554         0.3076
TOTAL                2.1736        0.5656       0.3921         0.2822       2.2204        0.6049       0.3793         0.2418


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.50.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.3690        0.5663       0.3753         0.2761       2.3173        0.5709       0.3764         0.2734
Bela                 2.5633        0.6448       0.3267         0.2211       2.3418        0.6370       0.3370         0.2352
Lashi                2.2448        0.5650       0.3946         0.2803       2.2692        0.5951       0.3746         0.2382
Maru                 2.5150        0.6620       0.3205         0.2040       2.6128        0.6883       0.2949         0.1802
Phon                 2.4534        0.6542       0.3649         0.2124       2.6770        0.7035       0.3133         0.1934
WrittenBurmese       2.0121        0.5975       0.3490         0.2641       2.1457        0.7026       0.3191         0.1421
Zaiwa                2.1045        0.5442       0.4049         0.2954       2.4701        0.6478       0.3596         0.2103
TOTAL                2.3232        0.6049       0.3623         0.2505       2.4049        0.6493       0.3393         0.2104


