ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
3825	7_anthill	ant-hill	10	Yao P.21	súgúlù	súgúlù	s ú/u g ú/u l ù/u	yaoo1241	-13.6119	35.2387	Atlantic-Congo	3 7 1 7 5 7	AXBYBZ	SYKYLY	2	2.S.C 2.Y.V 2.K.C 2.Y.V 2.L.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	sú/ugú/ulù/u	0	84
8	8_arm	arm	1	Kinyamwezi F22	kɔ̀nɔ́	kɔ̀nɔ́	k ɔ̀/ɔ n ɔ́/ɔ	nyam1276	-5.08559	32.94452	Atlantic-Congo	1 7 4 7	AXBZ	KUNU	1	1.K.C 1.U.V 1.N.C 1.U.V	2.0 1.5 1.75 0.8	kɔ̀/ɔnɔ́/ɔ	0	93
473	8_arm	arm	2	Bukusu E.31c	xònò	xònò	x ò/o n ò/o	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 4 7	AXBZ	GUNU	3	3.G.C 3.U.V 3.N.C 3.U.V	2.0 1.5 1.75 0.8	xò/onò/o	0	93
907	8_arm	arm	3	Koyo C.24	bɔ́gɔ̀	bɔ́gɔ̀	b ɔ́/ɔ g ɔ̀/ɔ	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 1 7	AXBZ	PUKU	4	4.P.C 4.U.V 4.K.C 4.U.V	2.0 1.5 1.75 0.8	bɔ́/ɔgɔ̀/ɔ	0	94
1292	8_arm	arm	4	Bemba M.42	ßókó	ßókó	β ó/o k ó/o	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 1 7	AXBZ	BUKU	5	5.B.C 5.U.V 5.K.C 5.U.V	2.0 1.5 1.75 0.8	βó/okó/o	0	94
1704	8_arm	arm	5	Basaa A.43a	kéŋéé	kéŋéé	k é/e ŋ é/e é/e	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 4 7 7	AXBYZ	KENEE	6	6.K.C 6.E.V 6.N.C 6.E.V 6.E.V	2.0 1.5 1.75 1.3 0.8	ké/eŋé/eé/e	0	95
2109	8_arm	arm	6	Asu G.22	kónò	kónò	k ó/o n ò/o	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 4 7	AXBZ	KUNU	7	7.K.C 7.U.V 7.N.C 7.U.V	2.0 1.5 1.75 0.8	kó/onò/o	0	93
2602	8_arm	arm	7	Rumanyo (Gciriku) K.38	ßɔ̂kɔ̀	ßɔ̂kɔ̀	β ɔ̂/ɔ k ɔ̀/ɔ	diri1252	-18.1681	20.6678	Atlantic-Congo	3 7 1 7	AXBZ	BUKU	8	8.B.C 8.U.V 8.K.C 8.U.V	2.0 1.5 1.75 0.8	βɔ̂/ɔkɔ̀/ɔ	0	94
3036	8_arm	arm	8	Lega D.25	bókò	bókò	b ó/o k ò/o	lega1249	-3.83196	27.1424	Atlantic-Congo	1 7 1 7	AXBZ	PUKU	9	9.P.C 9.U.V 9.K.C 9.U.V	2.0 1.5 1.75 0.8	bó/okò/o	0	94
3407	8_arm	arm	9	Tswana S.30	bɔ́χɔ́	bɔ́χɔ́	b ɔ́/ɔ χ ɔ́/ɔ	tswa1253	-24.368	24.7587	Atlantic-Congo	1 7 3 7	AXBZ	PUGU	10	10.P.C 10.U.V 10.G.C 10.U.V	2.0 1.5 1.75 0.8	bɔ́/ɔχɔ́/ɔ	0	94
3826	8_arm	arm	10	Yao P.21	kónó	kónó	k ó/o n ó/o	yaoo1241	-13.6119	35.2387	Atlantic-Congo	1 7 4 7	AXBZ	KUNU	2	2.K.C 2.U.V 2.N.C 2.U.V	2.0 1.5 1.75 0.8	kó/onó/o	0	93
9	9_armpit	armpit	1	Kinyamwezi F22	ààpá	ààpá	à/a à/a p á/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	7 7 1 7	XYBZ	AAPA	1	1.A.V 1.A.V 1.P.C 1.A.V	1.5 1.3 1.75 0.8	à/aà/apá/a	0	104
474	9_armpit	armpit	2	Bukusu E.31c	àà.à	àà.à	à/a à/a + à/a	buku1249	0.68043	34.7719	Atlantic-Congo	7 7 9 7	XZ_X	AA_A	3	3.A.V 3.A.V 3._._ 3.A.V	1.5 0.8 0.0 1.5	à/aà/a+à/a	0	106 107
908	9_armpit	armpit	3	Koyo C.24	ábàgà	ábàgà	á/a b à/a g à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	7 1 7 1 7	XBYBZ	APAKA	4	4.A.V 4.P.C 4.A.V 4.K.C 4.A.V	1.5 1.75 1.3 1.75 0.8	á/abà/agà/a	0	108
1293	9_armpit	armpit	4	Bemba M.42	àpá	àpá	à/a p á/a	bemb1257	-10.6122	29.2993	Atlantic-Congo	7 1 7	XBZ	APA	5	5.A.V 5.P.C 5.A.V	1.5 1.75 0.8	à/apá/a	0	104
1705	9_armpit	armpit	5	Basaa A.43a	ɲàmbèrgè	ɲàmbèrgè	ɲ à/a m b è/e r g è/e	basa1284	3.80765	10.4213	Atlantic-Congo	4 7 4 1 7 5 1 7	AXMBYMBZ	NAMPERKE	6	6.N.C 6.A.V 6.M.c 6.P.C 6.E.V 6.R.c 6.K.C 6.E.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	ɲà/ambè/ergè/e	0	109
2110	9_armpit	armpit	6	Asu G.22	dógòsó	dógòsó	d ó/o g ò/o s ó/o	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 1 7 3 7	AXBYBZ	TUKUSU	7	7.T.C 7.U.V 7.K.C 7.U.V 7.S.C 7.U.V	2.0 1.5 1.75 1.3 1.75 0.8	dó/ogò/osó/o	0	110
2603	9_armpit	armpit	7	Rumanyo (Gciriku) K.38	kwápà	kwápà	k w á p à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	1 6 7 1 7	ACXBZ	KWAPA	8	8.K.C 8.W.C 8.A.V 8.P.C 8.A.V	2.0 1.5 1.5 1.75 0.8	kwápà/a	0	105
3037	9_armpit	armpit	8	Lega D.25	ǎgà	ǎgà	ǎ/a g à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	7 1 7	XBZ	AKA	9	9.A.V 9.K.C 9.A.V	1.5 1.75 0.8	ǎ/agà/a	0	111
3408	9_armpit	armpit	9	Tswana S.30	χwáfá	χwáfá	χ w á f á/a	tswa1253	-24.368	24.7587	Atlantic-Congo	3 6 7 3 7	ACXBZ	GWABA	10	10.G.C 10.W.C 10.A.V 10.B.C 10.A.V	2.0 1.5 1.5 1.75 0.8	χwáfá/a	0	105
3827	9_armpit	armpit	10	Yao P.21	gwáápá	gwáápá	g w á/a á/a p á/a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	1 6 7 7 1 7	ACXYBZ	KWAAPA	2	2.K.C 2.W.C 2.A.V 2.A.V 2.P.C 2.A.V	2.0 1.5 1.5 1.3 1.75 0.8	gwá/aá/apá/a	0	105
10	10_arrive	arrive	1	Kinyamwezi F22	ʃìkà	ʃìkà	ʃ ì/i k à/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 1 7	AXBZ	SIKA	1	1.S.C 1.I.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	ʃì/ikà/a	0	116
475	10_arrive	arrive	2	Bukusu E.31c	ùlùxà	ùlùxà	ù/u l ù/u x à/a	buku1249	0.68043	34.7719	Atlantic-Congo	7 5 7 3 7	XBYBZ	YLYGA	3	3.Y.V 3.L.C 3.Y.V 3.G.C 3.A.V	1.5 1.75 1.3 1.75 0.8	ù/ulù/uxà/a	0	117
909	10_arrive	arrive	3	Koyo C.24	pwà	pwà	p w à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 6 7	ACX	PWA	4	4.P.C 4.W.C 4.A.V	2.0 1.5 1.5	pwà/a	0	118
1294	10_arrive	arrive	4	Bemba M.42	fìk	fìk	f ì/i k	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 1	AXN	BIK	5	5.B.C 5.I.V 5.K.c	2.0 1.5 0.8	fì/ik	0	116
1706	10_arrive	arrive	5	Basaa A.43a	ɓɔ́l	ɓɔ́l	ɓ ɔ́/ɔ l	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 5	AXN	PUL	6	6.P.C 6.U.V 6.L.c	2.0 1.5 0.8	ɓɔ́/ɔl	0	119
2111	10_arrive	arrive	6	Asu G.22	fìkà	fìkà	f ì/i k à/a	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7 1 7	AXBZ	BIKA	7	7.B.C 7.I.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	fì/ikà/a	0	116
2604	10_arrive	arrive	7	Rumanyo (Gciriku) K.38	mjátùkà	mjátùkà	m j á t ù/u k à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	4 6 7 1 7 1 7	ACXBYBZ	MJATYKA	8	8.M.C 8.J.C 8.A.V 8.T.C 8.Y.V 8.K.C 8.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	mjátù/ukà/a	0	120
3038	10_arrive	arrive	8	Lega D.25	ìkà	ìkà	ì/i k à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	7 1 7	XBZ	IKA	9	9.I.V 9.K.C 9.A.V	1.5 1.75 0.8	ì/ikà/a	0	116
3409	10_arrive	arrive	9	Tswana S.30	tɬà	tɬà	t ɬ à/a	tswa1253	-24.368	24.7587	Atlantic-Congo	1 5 7	ACX	TLA	10	10.T.C 10.L.C 10.A.V	2.0 1.5 1.5	tɬà/a	0	121
3828	10_arrive	arrive	10	Yao P.21	jika	jika	j i k a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	6 7 1 7	AXBZ	JIKA	2	2.J.C 2.I.V 2.K.C 2.A.V	2.0 1.5 1.75 0.8	jika	0	116
11	11_arrow	arrow	1	Kinyamwezi F22	ààmbì	ààmbì	à/a à/a m b ì/i	nyam1276	-5.08559	32.94452	Atlantic-Congo	7 7 4 1 7	XYMBZ	AAMPI	1	1.A.V 1.A.V 1.M.c 1.P.C 1.I.V	1.5 1.3 1.1 1.75 0.8	à/aà/ambì/i	0	127
12	11_arrow	arrow	1	Kinyamwezi F22	sɔ̀ɔ̀ŋgà	sɔ̀ɔ̀ŋgà	s ɔ̀/ɔ ɔ̀/ɔ ŋ g à/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 7 4 1 7	AXYMBZ	SUUNKA	1	1.S.C 1.U.V 1.U.V 1.N.c 1.K.C 1.A.V	2.0 1.5 1.3 1.1 1.75 0.8	sɔ̀/ɔɔ̀/ɔŋgà/a	0	134
13	11_arrow	arrow	1	Kinyamwezi F22	kʊ̀ʊ̀mbɔ̀	kʊ̀ʊ̀mbɔ̀	k ʊ̀/ʊ ʊ̀/ʊ m b ɔ̀/ɔ	nyam1276	-5.08559	32.94452	Atlantic-Congo	1 7 7 4 1 7	AXYMBZ	KYYMPU	1	1.K.C 1.Y.V 1.Y.V 1.M.c 1.P.C 1.U.V	2.0 1.5 1.3 1.1 1.75 0.8	kʊ̀/ʊʊ̀/ʊmbɔ̀/ɔ	0	137
14	11_arrow	arrow	1	Kinyamwezi F22	βɩ̀tá	βɩ̀tá	β ɩ̀/i t á/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 1 7	AXBZ	BITA	1	1.B.C 1.I.V 1.T.C 1.A.V	2.0 1.5 1.75 0.8	βɩ̀/itá/a	0	139
476	11_arrow	arrow	2	Bukusu E.31c	jììŋgò	jììŋgò	j ìì ŋ g ò/o	buku1249	0.68043	34.7719	Atlantic-Congo	6 7 4 1 7	AXMBZ	JINKU	3	3.J.C 3.I.V 3.N.c 3.K.C 3.U.V	2.0 1.5 1.1 1.75 0.8	jììŋgò/o	0	129
477	11_arrow	arrow	2	Bukusu E.31c	sáàlì	sáàlì	s á à/a l ì/i	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 7 5 7	AXYBZ	SAALI	3	3.S.C 3.A.V 3.A.V 3.L.C 3.I.V	2.0 1.5 1.3 1.75 0.8	sáà/alì/i	0	136
478	11_arrow	arrow	2	Bukusu E.31c	ßánò	ßánò	β á n ò/o	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 4 7	AXBZ	BANU	3	3.B.C 3.A.V 3.N.C 3.U.V	2.0 1.5 1.75 0.8	βánò/o	0	138
910	11_arrow	arrow	3	Koyo C.24	húlá	húlá	h ú/u l á/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	3 7 5 7	AXBZ	HYLA	4	4.H.C 4.Y.V 4.L.C 4.A.V	2.0 1.5 1.75 0.8	hú/ulá/a	0	130
1295	11_arrow	arrow	4	Bemba M.42	fwí	fwí	f w í/i	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 6 7	ACX	BWI	5	5.B.C 5.W.C 5.I.V	2.0 1.5 1.5	fwí/i	0	131
1707	11_arrow	arrow	5	Basaa A.43a	pɛ́n	pɛ́n	p ɛ́/ɛ n	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 4	AXN	PEN	6	6.P.C 6.E.V 6.N.c	2.0 1.5 0.8	pɛ́/ɛn	0	132
2112	11_arrow	arrow	6	Asu G.22	vwí	vwí	v w í/i	asut1235	-4.17978	37.8323	Atlantic-Congo	3 6 7	ACX	BWI	7	7.B.C 7.W.C 7.I.V	2.0 1.5 1.5	vwí/i	0	131
2605	11_arrow	arrow	7	Rumanyo (Gciriku) K.38	ʃɛ́ßɔ̀	ʃɛ́ßɔ̀	ʃ ɛ́/ɛ β ɔ̀/ɔ	diri1252	-18.1681	20.6678	Atlantic-Congo	3 7 3 7	AXBZ	SEBU	8	8.S.C 8.E.V 8.B.C 8.U.V	2.0 1.5 1.75 0.8	ʃɛ́/ɛβɔ̀/ɔ	0	133
3039	11_arrow	arrow	8	Lega D.25	sóŋgó	sóŋgó	s ó/o ŋ g ó/o	lega1249	-3.83196	27.1424	Atlantic-Congo	3 7 4 1 7	AXMBZ	SUNKU	9	9.S.C 9.U.V 9.N.c 9.K.C 9.U.V	2.0 1.5 1.1 1.75 0.8	só/oŋgó/o	0	134
3410	11_arrow	arrow	9	Tswana S.30	tswí	tswí	ts w í/i	tswa1253	-24.368	24.7587	Atlantic-Congo	2 6 7	ACX	CWI	10	10.C.C 10.W.C 10.I.V	2.0 1.5 1.5	tswí/i	0	135
3829	11_arrow	arrow	10	Yao P.21	sàgàlà	sàgàlà	s à/a g à/a l à/a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	3 7 1 7 5 7	AXBYBZ	SAKALA	2	2.S.C 2.A.V 2.K.C 2.A.V 2.L.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sà/agà/alà/a	0	128
15	12_ashes	ashes	1	Kinyamwezi F22	βùú	βùú	β ù/u ú/u	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 7	AXZ	BYY	1	1.B.C 1.Y.V 1.Y.V	2.0 1.5 0.8	βù/uú/u	0	143
479	12_ashes	ashes	2	Bukusu E.31c	kòxè	kòxè	k ò/o x è/e	buku1249	0.68043	34.7719	Atlantic-Congo	1 7 3 7	AXBZ	KUGE	3	3.K.C 3.U.V 3.G.C 3.E.V	2.0 1.5 1.75 0.8	kò/oxè/e	0	144
911	12_ashes	ashes	3	Koyo C.24	sùbírì	sùbírì	s ù/u b í/i r ì/i	koyo1242	-0.69688	15.7508	Atlantic-Congo	3 7 1 7 5 7	AXBYBZ	SYPIRI	4	4.S.C 4.Y.V 4.P.C 4.I.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	sù/ubí/irì/i	0	145
912	12_ashes	ashes	3	Koyo C.24	búlú	búlú	b ú/u l ú/u	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 5 7	AXBZ	PYLY	4	4.P.C 4.Y.V 4.L.C 4.Y.V	2.0 1.5 1.75 0.8	bú/ulú/u	0	149
1296	12_ashes	ashes	4	Bemba M.42	tó	tó	t ó/o	bemb1257	-10.6122	29.2993	Atlantic-Congo	1 7	AX	TU	5	5.T.C 5.U.V	2.0 1.5	tó/o	0	146
1708	12_ashes	ashes	5	Basaa A.43a	ɓú	ɓú	ɓ ú/u	basa1284	3.80765	10.4213	Atlantic-Congo	1 7	AX	PY	6	6.P.C 6.Y.V	2.0 1.5	ɓú/u	0	147
2113	12_ashes	ashes	6	Asu G.22	vú	vú	v ú/u	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7	AX	BY	7	7.B.C 7.Y.V	2.0 1.5	vú/u	0	143
3411	12_ashes	ashes	9	Tswana S.30	úpá	úpá	ú/u p á/a	tswa1253	-24.368	24.7587	Atlantic-Congo	7 1 7	XBZ	YPA	10	10.Y.V 10.P.C 10.A.V	1.5 1.75 0.8	ú/upá/a	0	148
3830	12_ashes	ashes	10	Yao P.21	wú	wú	w ú/u	yaoo1241	-13.6119	35.2387	Atlantic-Congo	6 7	AX	WY	2	2.W.C 2.Y.V	2.0 1.5	wú/u	0	143
16	13_askfor	ask for	1	Kinyamwezi F22	lɔ̀ɔ́mbá	lɔ̀ɔ́mbá	l ɔ̀/ɔ ɔ́/ɔ m b á/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	5 7 7 4 1 7	AXYMBZ	LUUMPA	1	1.L.C 1.U.V 1.U.V 1.M.c 1.P.C 1.A.V	2.0 1.5 1.3 1.1 1.75 0.8	lɔ̀/ɔɔ́/ɔmbá/a	0	153
480	13_askfor	ask for	2	Bukusu E.31c	kààmbà	kààmbà	k à/a à/a m b à/a	buku1249	0.68043	34.7719	Atlantic-Congo	1 7 7 4 1 7	AXYMBZ	KAAMPA	3	3.K.C 3.A.V 3.A.V 3.M.c 3.P.C 3.A.V	2.0 1.5 1.3 1.1 1.75 0.8	kà/aà/ambà/a	0	155
913	13_askfor	ask for	3	Koyo C.24	bɛ́mbɛ̀	bɛ́mbɛ̀	b ɛ́/ɛ m b ɛ̀/ɛ	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 4 1 7	AXMBZ	PEMPE	4	4.P.C 4.E.V 4.M.c 4.P.C 4.E.V	2.0 1.5 1.1 1.75 0.8	bɛ́/ɛmbɛ̀/ɛ	0	156
914	13_askfor	ask for	3	Koyo C.24	lùgà	lùgà	l ù/u g à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	5 7 1 7	AXBZ	LYKA	4	4.L.C 4.Y.V 4.K.C 4.A.V	2.0 1.5 1.75 0.8	lù/ugà/a	0	162
1297	13_askfor	ask for	4	Bemba M.42	lómb	lómb	l ó/o m b	bemb1257	-10.6122	29.2993	Atlantic-Congo	5 7 4 1	AXLN	LUMP	5	5.L.C 5.U.V 5.M.c 5.P.c	2.0 1.5 1.1 0.8	ló/omb	0	157
1709	13_askfor	ask for	5	Basaa A.43a	ɓàr	ɓàr	ɓ à/a r	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 5	AXN	PAR	6	6.P.C 6.A.V 6.R.c	2.0 1.5 0.8	ɓà/ar	0	158
2114	13_askfor	ask for	6	Asu G.22	vwíʤ̑à	vwíʤ̑à	v w í/i dʒ à/a	asut1235	-4.17978	37.8323	Atlantic-Congo	3 6 7 1 7	ACXBZ	BWITA	7	7.B.C 7.W.C 7.I.V 7.T.C 7.A.V	2.0 1.5 1.5 1.75 0.8	vwí/idʒà/a	0	159
2606	13_askfor	ask for	7	Rumanyo (Gciriku) K.38	rɔ̂mbà	rɔ̂mbà	r ɔ̂/ɔ m b à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	5 7 4 1 7	AXMBZ	RUMPA	8	8.R.C 8.U.V 8.M.c 8.P.C 8.A.V	2.0 1.5 1.1 1.75 0.8	rɔ̂/ɔmbà/a	0	153
3040	13_askfor	ask for	8	Lega D.25	sègèlà	sègèlà	s è/e g è/e l à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	3 7 1 7 5 7	AXBYBZ	SEKELA	9	9.S.C 9.E.V 9.K.C 9.E.V 9.L.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sè/egè/elà/a	0	160
3412	13_askfor	ask for	9	Tswana S.30	lɔ́pá	lɔ́pá	l ɔ́/ɔ p á/a	tswa1253	-24.368	24.7587	Atlantic-Congo	5 7 1 7	AXBZ	LUPA	10	10.L.C 10.U.V 10.P.C 10.A.V	2.0 1.5 1.75 0.8	lɔ́/ɔpá/a	0	161
3831	13_askfor	ask for	10	Yao P.21	laja	laja	l a j a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	5 7 6 7	AXBZ	LAJA	2	2.L.C 2.A.V 2.J.C 2.A.V	2.0 1.5 1.75 0.8	laja	0	154
17	14_axe	axe	1	Kinyamwezi F22	bàsàá	bàsàá	b à/a s à/a á/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	1 7 3 7 7	AXBYZ	PASAA	1	1.P.C 1.A.V 1.S.C 1.A.V 1.A.V	2.0 1.5 1.75 1.3 0.8	bà/asà/aá/a	0	165
481	14_axe	axe	2	Bukusu E.31c	jàjwà	jàjwà	j à/a j w à/a	buku1249	0.68043	34.7719	Atlantic-Congo	6 7 6 6 7	AXMBZ	JAJWA	3	3.J.C 3.A.V 3.J.c 3.W.C 3.A.V	2.0 1.5 1.1 1.75 0.8	jà/ajwà/a	0	167
482	14_axe	axe	2	Bukusu E.31c	sjóòkà	sjóòkà	s j ó/o ò/o k à/a	buku1249	0.68043	34.7719	Atlantic-Congo	3 6 7 7 1 7	ACXYBZ	SJUUKA	3	3.S.C 3.J.C 3.U.V 3.U.V 3.K.C 3.A.V	2.0 1.5 1.5 1.3 1.75 0.8	sjó/oò/okà/a	0	174
483	14_axe	axe	2	Bukusu E.31c	sùùlúùlù	sùùlúùlù	s ù/u ù/u l ú/u ù/u l ù/u	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 7 5 7 7 5 7	AXYBYYBZ	SYYLYYLY	3	3.S.C 3.Y.V 3.Y.V 3.L.C 3.Y.V 3.Y.V 3.L.C 3.Y.V	2.0 1.5 1.3 1.75 1.3 1.3 1.75 0.8	sù/uù/ulú/uù/ulù/u	0	177
915	14_axe	axe	3	Koyo C.24	pɛ́bɛ́	pɛ́bɛ́	p ɛ́/ɛ b ɛ́/ɛ	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 1 7	AXBZ	PEPE	4	4.P.C 4.E.V 4.P.C 4.E.V	2.0 1.5 1.75 0.8	pɛ́/ɛbɛ́/ɛ	0	168
916	14_axe	axe	3	Koyo C.24	ʤ̑wémbé	ʤ̑wémbé	dʒ w é/e m b é/e	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 6 7 4 1 7	ACXMBZ	TWEMPE	4	4.T.C 4.W.C 4.E.V 4.M.c 4.P.C 4.E.V	2.0 1.5 1.5 1.1 1.75 0.8	dʒwé/embé/e	0	175
1298	14_axe	axe	4	Bemba M.42	sèmbè	sèmbè	s è/e m b è/e	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 4 1 7	AXMBZ	SEMPE	5	5.S.C 5.E.V 5.M.c 5.P.C 5.E.V	2.0 1.5 1.1 1.75 0.8	sè/embè/e	0	169
1710	14_axe	axe	5	Basaa A.43a	hónd	hónd	h ó/o n d	basa1284	3.80765	10.4213	Atlantic-Congo	3 7 4 1	AXLN	HUNT	6	6.H.C 6.U.V 6.N.c 6.T.c	2.0 1.5 1.1 0.8	hó/ond	0	170
2115	14_axe	axe	6	Asu G.22	zòká	zòká	z ò/o k á/a	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7 1 7	AXBZ	SUKA	7	7.S.C 7.U.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	zò/oká/a	0	166
2607	14_axe	axe	7	Rumanyo (Gciriku) K.38	kûßà	kûßà	k û/u β à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 3 7	AXBZ	KYBA	8	8.K.C 8.Y.V 8.B.C 8.A.V	2.0 1.5 1.75 0.8	kû/uβà/a	0	171
2608	14_axe	axe	7	Rumanyo (Gciriku) K.38	bɔ́	bɔ́	b ɔ́/ɔ	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7	AX	PU	8	8.P.C 8.U.V	2.0 1.5	bɔ́/ɔ	0	176
3041	14_axe	axe	8	Lega D.25	sàgà	sàgà	s à/a g à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	3 7 1 7	AXBZ	SAKA	9	9.S.C 9.A.V 9.K.C 9.A.V	2.0 1.5 1.75 0.8	sà/agà/a	0	166
3413	14_axe	axe	9	Tswana S.30	lɛ́pɛ́	lɛ́pɛ́	l ɛ́/ɛ p ɛ́/ɛ	tswa1253	-24.368	24.7587	Atlantic-Congo	5 7 1 7	AXBZ	LEPE	10	10.L.C 10.E.V 10.P.C 10.E.V	2.0 1.5 1.75 0.8	lɛ́/ɛpɛ́/ɛ	0	172
3832	14_axe	axe	10	Yao P.21	sóòkà	sóòkà	s ó/o ò/o k à/a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	3 7 7 1 7	AXYBZ	SUUKA	2	2.S.C 2.U.V 2.U.V 2.K.C 2.A.V	2.0 1.5 1.3 1.75 0.8	só/oò/okà/a	0	166
3833	14_axe	axe	10	Yao P.21	váágó	váágó	v á/a á/a g ó/o	yaoo1241	-13.6119	35.2387	Atlantic-Congo	3 7 7 1 7	AXYBZ	BAAKU	2	2.B.C 2.A.V 2.A.V 2.K.C 2.U.V	2.0 1.5 1.3 1.75 0.8	vá/aá/agó/o	0	173
18	15_back	back	1	Kinyamwezi F22	gɔ̀ɔ̀ŋgɔ̀	gɔ̀ɔ̀ŋgɔ̀	g ɔ̀/ɔ ɔ̀/ɔ ŋ g ɔ̀/ɔ	nyam1276	-5.08559	32.94452	Atlantic-Congo	1 7 7 4 1 7	AXYMBZ	KUUNKU	1	1.K.C 1.U.V 1.U.V 1.N.c 1.K.C 1.U.V	2.0 1.5 1.3 1.1 1.75 0.8	gɔ̀/ɔɔ̀/ɔŋgɔ̀/ɔ	0	181
484	15_back	back	2	Bukusu E.31c	kóòŋgò	kóòŋgò	k ó/o ò/o ŋ g ò/o	buku1249	0.68043	34.7719	Atlantic-Congo	1 7 7 4 1 7	AXYMBZ	KUUNKU	3	3.K.C 3.U.V 3.U.V 3.N.c 3.K.C 3.U.V	2.0 1.5 1.3 1.1 1.75 0.8	kó/oò/oŋgò/o	0	181
917	15_back	back	3	Koyo C.24	kɔ̀rɔ̀	kɔ̀rɔ̀	k ɔ̀/ɔ r ɔ̀/ɔ	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 5 7	AXBZ	KURU	4	4.K.C 4.U.V 4.R.C 4.U.V	2.0 1.5 1.75 0.8	kɔ̀/ɔrɔ̀/ɔ	0	183
1299	15_back	back	4	Bemba M.42	nùmá	nùmá	n ù/u m á/a	bemb1257	-10.6122	29.2993	Atlantic-Congo	4 7 4 7	AXBZ	NYMA	5	5.N.C 5.Y.V 5.M.C 5.A.V	2.0 1.5 1.75 0.8	nù/umá/a	0	182
1711	15_back	back	5	Basaa A.43a	bús	bús	b ú/u s	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 3	AXN	PYS	6	6.P.C 6.Y.V 6.S.c	2.0 1.5 0.8	bú/us	0	184
2116	15_back	back	6	Asu G.22	ɣòŋgò	ɣòŋgò	ɣ ò/o ŋ g ò/o	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7 4 1 7	AXMBZ	GUNKU	7	7.G.C 7.U.V 7.N.c 7.K.C 7.U.V	2.0 1.5 1.1 1.75 0.8	ɣò/oŋgò/o	0	181
