index	index_p	rindex	rindex_p	cogid	id_Achang	segment_Achang	segment_Achang_L1	segment_Achang_L2	segment_Achang_L3	segment_Achang_R1	segment_Achang_R2	segment_Achang_R3	SC_Achang	SC_Achang_L1	SC_Achang_L2	SC_Achang_L3	SC_Achang_R1	SC_Achang_R2	SC_Achang_R3	PROSODY_Achang	PROSODY_Achang_L1	PROSODY_Achang_L2	PROSODY_Achang_L3	PROSODY_Achang_R1	PROSODY_Achang_R2	PROSODY_Achang_R3	id_Bela	segment_Bela	segment_Bela_L1	segment_Bela_L2	segment_Bela_L3	segment_Bela_R1	segment_Bela_R2	segment_Bela_R3	SC_Bela	SC_Bela_L1	SC_Bela_L2	SC_Bela_L3	SC_Bela_R1	SC_Bela_R2	SC_Bela_R3	PROSODY_Bela	PROSODY_Bela_L1	PROSODY_Bela_L2	PROSODY_Bela_L3	PROSODY_Bela_R1	PROSODY_Bela_R2	PROSODY_Bela_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_Phon	segment_Phon	segment_Phon_L1	segment_Phon_L2	segment_Phon_L3	segment_Phon_R1	segment_Phon_R2	segment_Phon_R3	SC_Phon	SC_Phon_L1	SC_Phon_L2	SC_Phon_L3	SC_Phon_R1	SC_Phon_R2	SC_Phon_R3	PROSODY_Phon	PROSODY_Phon_L1	PROSODY_Phon_L2	PROSODY_Phon_L3	PROSODY_Phon_R1	PROSODY_Phon_R2	PROSODY_Phon_R3	id_WrittenBurmese	segment_WrittenBurmese	segment_WrittenBurmese_L1	segment_WrittenBurmese_L2	segment_WrittenBurmese_L3	segment_WrittenBurmese_R1	segment_WrittenBurmese_R2	segment_WrittenBurmese_R3	SC_WrittenBurmese	SC_WrittenBurmese_L1	SC_WrittenBurmese_L2	SC_WrittenBurmese_L3	SC_WrittenBurmese_R1	SC_WrittenBurmese_R2	SC_WrittenBurmese_R3	PROSODY_WrittenBurmese	PROSODY_WrittenBurmese_L1	PROSODY_WrittenBurmese_L2	PROSODY_WrittenBurmese_L3	PROSODY_WrittenBurmese_R1	PROSODY_WrittenBurmese_R2	PROSODY_WrittenBurmese_R3	id_Zaiwa	segment_Zaiwa	segment_Zaiwa_L1	segment_Zaiwa_L2	segment_Zaiwa_L3	segment_Zaiwa_R1	segment_Zaiwa_R2	segment_Zaiwa_R3	SC_Zaiwa	SC_Zaiwa_L1	SC_Zaiwa_L2	SC_Zaiwa_L3	SC_Zaiwa_R1	SC_Zaiwa_R2	SC_Zaiwa_R3	PROSODY_Zaiwa	PROSODY_Zaiwa_L1	PROSODY_Zaiwa_L2	PROSODY_Zaiwa_L3	PROSODY_Zaiwa_R1	PROSODY_Zaiwa_R2	PROSODY_Zaiwa_R3
1	0.2000	5	1.0000	49	41	h	∅	∅	∅	w	i	-	H	∅	∅	∅	W	I	_	3	∅	∅	∅	6	7	0																							42	h	∅	∅	∅	-	ḛ	i	H	∅	∅	∅	_	E	I	3	∅	∅	∅	0	7	7																																																																			43	h	∅	∅	∅	w	i	-	H	∅	∅	∅	W	I	_	3	∅	∅	∅	6	7	0
2	0.4000	4	0.8000	49	41	w	h	∅	∅	i	-	⁵	W	H	∅	∅	I	_	_	6	3	∅	∅	7	0	0																							42	-	h	∅	∅	ḛ	i	⁴²	_	H	∅	∅	E	I	_	0	3	∅	∅	7	7	0																																																																			43	w	h	∅	∅	i	-	³	W	H	∅	∅	I	_	_	6	3	∅	∅	7	0	0
3	0.6000	3	0.6000	49	41	i	w	h	∅	-	⁵	∅	I	W	H	∅	_	_	∅	7	6	3	∅	0	0	∅																							42	ḛ	-	h	∅	i	⁴²	∅	E	_	H	∅	I	_	∅	7	0	3	∅	7	0	∅																																																																			43	i	w	h	∅	-	³	∅	I	W	H	∅	_	_	∅	7	6	3	∅	0	0	∅
4	0.8000	2	0.4000	49	41	-	i	w	h	⁵	∅	∅	_	I	W	H	_	∅	∅	0	7	6	3	0	∅	∅																							42	i	ḛ	-	h	⁴²	∅	∅	I	E	_	H	_	∅	∅	7	7	0	3	0	∅	∅																																																																			43	-	i	w	h	³	∅	∅	_	I	W	H	_	∅	∅	0	7	6	3	0	∅	∅
5	1.0000	1	0.2000	49	41	⁵	-	i	w	∅	∅	∅	_	_	I	W	∅	∅	∅	0	0	7	6	∅	∅	∅																							42	⁴²	i	ḛ	-	∅	∅	∅	_	I	E	_	∅	∅	∅	0	7	7	0	∅	∅	∅																																																																			43	³	-	i	w	∅	∅	∅	_	_	I	W	∅	∅	∅	0	0	7	6	∅	∅	∅
1	0.2500	4	1.0000	53																																													44	dʒ	∅	∅	∅	ɔ	ʔ	³	T	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0	45	dʒ	∅	∅	∅	o	ʔ	³²	T	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0																																																																		
2	0.5000	3	0.7500	53																																													44	ɔ	dʒ	∅	∅	ʔ	³	∅	U	T	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	45	o	dʒ	∅	∅	ʔ	³²	∅	U	T	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																																																																		
3	0.7500	2	0.5000	53																																													44	ʔ	ɔ	dʒ	∅	³	∅	∅	H	U	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅	45	ʔ	o	dʒ	∅	³²	∅	∅	H	U	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	53																																													44	³	ʔ	ɔ	dʒ	∅	∅	∅	_	H	U	T	∅	∅	∅	0	1	7	1	∅	∅	∅	45	³²	ʔ	o	dʒ	∅	∅	∅	_	H	U	T	∅	∅	∅	0	1	7	1	∅	∅	∅																																																																		
1	0.2500	4	1.0000	54																																																																																									46	s	∅	∅	∅	e	-	⁵⁵	S	∅	∅	∅	E	_	_	3	∅	∅	∅	7	0	0	47	s	∅	∅	∅	a	m	-	S	∅	∅	∅	A	M	_	3	∅	∅	∅	7	4	0	48	ʃ	∅	∅	∅	a	m	⁵⁴	S	∅	∅	∅	A	M	_	3	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	54																																																																																									46	e	s	∅	∅	-	⁵⁵	∅	E	S	∅	∅	_	_	∅	7	3	∅	∅	0	0	∅	47	a	s	∅	∅	m	-	∅	A	S	∅	∅	M	_	∅	7	3	∅	∅	4	0	∅	48	a	ʃ	∅	∅	m	⁵⁴	∅	A	S	∅	∅	M	_	∅	7	3	∅	∅	4	0	∅
3	0.7500	2	0.5000	54																																																																																									46	-	e	s	∅	⁵⁵	∅	∅	_	E	S	∅	_	∅	∅	0	7	3	∅	0	∅	∅	47	m	a	s	∅	-	∅	∅	M	A	S	∅	_	∅	∅	4	7	3	∅	0	∅	∅	48	m	a	ʃ	∅	⁵⁴	∅	∅	M	A	S	∅	_	∅	∅	4	7	3	∅	0	∅	∅
4	1.0000	1	0.2500	54																																																																																									46	⁵⁵	-	e	s	∅	∅	∅	_	_	E	S	∅	∅	∅	0	0	7	3	∅	∅	∅	47	-	m	a	s	∅	∅	∅	_	M	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅	48	⁵⁴	m	a	ʃ	∅	∅	∅	_	M	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅
1	0.2500	4	1.0000	56	49	l	∅	∅	∅	u	k	³²	L	∅	∅	∅	Y	K	_	5	∅	∅	∅	7	1	0																							50	l	∅	∅	∅	o	ʔ	³⁴	L	∅	∅	∅	U	H	_	5	∅	∅	∅	7	1	0	51	l	∅	∅	∅	au	k	³²	L	∅	∅	∅	A	K	_	5	∅	∅	∅	7	1	0																																													52	l	∅	∅	∅	ʊ	p	³	L	∅	∅	∅	Y	P	_	5	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	56	49	u	l	∅	∅	k	³²	∅	Y	L	∅	∅	K	_	∅	7	5	∅	∅	1	0	∅																							50	o	l	∅	∅	ʔ	³⁴	∅	U	L	∅	∅	H	_	∅	7	5	∅	∅	1	0	∅	51	au	l	∅	∅	k	³²	∅	A	L	∅	∅	K	_	∅	7	5	∅	∅	1	0	∅																																													52	ʊ	l	∅	∅	p	³	∅	Y	L	∅	∅	P	_	∅	7	5	∅	∅	1	0	∅
3	0.7500	2	0.5000	56	49	k	u	l	∅	³²	∅	∅	K	Y	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅																							50	ʔ	o	l	∅	³⁴	∅	∅	H	U	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅	51	k	au	l	∅	³²	∅	∅	K	A	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅																																													52	p	ʊ	l	∅	³	∅	∅	P	Y	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅
4	1.0000	1	0.2500	56	49	³²	k	u	l	∅	∅	∅	_	K	Y	L	∅	∅	∅	0	1	7	5	∅	∅	∅																							50	³⁴	ʔ	o	l	∅	∅	∅	_	H	U	L	∅	∅	∅	0	1	7	5	∅	∅	∅	51	³²	k	au	l	∅	∅	∅	_	K	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅																																													52	³	p	ʊ	l	∅	∅	∅	_	P	Y	L	∅	∅	∅	0	1	7	5	∅	∅	∅
1	0.2000	5	1.0000	57	53	kʰ	∅	∅	∅	j	u	ŋ	K	∅	∅	∅	J	Y	N	1	∅	∅	∅	6	7	4																																																																																																															54	kʰ	∅	∅	∅	j	u	ŋ	K	∅	∅	∅	J	Y	N	1	∅	∅	∅	6	7	4
2	0.4000	4	0.8000	57	53	j	kʰ	∅	∅	u	ŋ	³²	J	K	∅	∅	Y	N	_	6	1	∅	∅	7	4	0																																																																																																															54	j	kʰ	∅	∅	u	ŋ	⁵³	J	K	∅	∅	Y	N	_	6	1	∅	∅	7	4	0
3	0.6000	3	0.6000	57	53	u	j	kʰ	∅	ŋ	³²	∅	Y	J	K	∅	N	_	∅	7	6	1	∅	4	0	∅																																																																																																															54	u	j	kʰ	∅	ŋ	⁵³	∅	Y	J	K	∅	N	_	∅	7	6	1	∅	4	0	∅
4	0.8000	2	0.4000	57	53	ŋ	u	j	kʰ	³²	∅	∅	N	Y	J	K	_	∅	∅	4	7	6	1	0	∅	∅																																																																																																															54	ŋ	u	j	kʰ	⁵³	∅	∅	N	Y	J	K	_	∅	∅	4	7	6	1	0	∅	∅
5	1.0000	1	0.2000	57	53	³²	ŋ	u	j	∅	∅	∅	_	N	Y	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																																																																																															54	⁵³	ŋ	u	j	∅	∅	∅	_	N	Y	J	∅	∅	∅	0	4	7	6	∅	∅	∅
1	0.2500	4	1.0000	58																																													55	ʔ	∅	∅	∅	o	ʔ	⁵³	H	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0	56	ʔ	∅	∅	∅	a̰u	k	⁵	H	∅	∅	∅	A	K	_	1	∅	∅	∅	7	1	0																																																																		
2	0.5000	3	0.7500	58																																													55	o	ʔ	∅	∅	ʔ	⁵³	∅	U	H	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	56	a̰u	ʔ	∅	∅	k	⁵	∅	A	H	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅																																																																		
3	0.7500	2	0.5000	58																																													55	ʔ	o	ʔ	∅	⁵³	∅	∅	H	U	H	∅	_	∅	∅	1	7	1	∅	0	∅	∅	56	k	a̰u	ʔ	∅	⁵	∅	∅	K	A	H	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	58																																													55	⁵³	ʔ	o	ʔ	∅	∅	∅	_	H	U	H	∅	∅	∅	0	1	7	1	∅	∅	∅	56	⁵	k	a̰u	ʔ	∅	∅	∅	_	K	A	H	∅	∅	∅	0	1	7	1	∅	∅	∅																																																																		
1	0.2000	5	1.0000	59																																													57	g	∅	∅	∅	j	ɛ	m	K	∅	∅	∅	J	E	M	1	∅	∅	∅	6	7	4	58	-	∅	∅	∅	dʒ	a	m	_	∅	∅	∅	T	A	M	0	∅	∅	∅	1	7	4																																																																		
2	0.4000	4	0.8000	59																																													57	j	g	∅	∅	ɛ	m	⁵³	J	K	∅	∅	E	M	_	6	1	∅	∅	7	4	0	58	dʒ	-	∅	∅	a	m	⁴	T	_	∅	∅	A	M	_	1	0	∅	∅	7	4	0																																																																		
3	0.6000	3	0.6000	59																																													57	ɛ	j	g	∅	m	⁵³	∅	E	J	K	∅	M	_	∅	7	6	1	∅	4	0	∅	58	a	dʒ	-	∅	m	⁴	∅	A	T	_	∅	M	_	∅	7	1	0	∅	4	0	∅																																																																		
4	0.8000	2	0.4000	59																																													57	m	ɛ	j	g	⁵³	∅	∅	M	E	J	K	_	∅	∅	4	7	6	1	0	∅	∅	58	m	a	dʒ	-	⁴	∅	∅	M	A	T	_	_	∅	∅	4	7	1	0	0	∅	∅																																																																		
5	1.0000	1	0.2000	59																																													57	⁵³	m	ɛ	j	∅	∅	∅	_	M	E	J	∅	∅	∅	0	4	7	6	∅	∅	∅	58	⁴	m	a	dʒ	∅	∅	∅	_	M	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅																																																																		
1	0.2000	5	1.0000	60	59	kʰ	∅	∅	∅	j	a	m	K	∅	∅	∅	J	A	M	1	∅	∅	∅	6	7	4																							60	kʰ	∅	∅	∅	-	au	-	K	∅	∅	∅	_	A	_	1	∅	∅	∅	0	7	0																																																																																								
2	0.4000	4	0.8000	60	59	j	kʰ	∅	∅	a	m	⁴¹	J	K	∅	∅	A	M	_	6	1	∅	∅	7	4	0																							60	-	kʰ	∅	∅	au	-	³²	_	K	∅	∅	A	_	_	0	1	∅	∅	7	0	0																																																																																								
3	0.6000	3	0.6000	60	59	a	j	kʰ	∅	m	⁴¹	∅	A	J	K	∅	M	_	∅	7	6	1	∅	4	0	∅																							60	au	-	kʰ	∅	-	³²	∅	A	_	K	∅	_	_	∅	7	0	1	∅	0	0	∅																																																																																								
4	0.8000	2	0.4000	60	59	m	a	j	kʰ	⁴¹	∅	∅	M	A	J	K	_	∅	∅	4	7	6	1	0	∅	∅																							60	-	au	-	kʰ	³²	∅	∅	_	A	_	K	_	∅	∅	0	7	0	1	0	∅	∅																																																																																								
5	1.0000	1	0.2000	60	59	⁴¹	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																							60	³²	-	au	-	∅	∅	∅	_	_	A	_	∅	∅	∅	0	0	7	0	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	61																																																																			61	tʰ	∅	∅	∅	a	⁴	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																							62	t	∅	∅	∅	aːu	-	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	61																																																																			61	a	tʰ	∅	∅	⁴	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							62	aːu	t	∅	∅	-	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	61																																																																			61	⁴	a	tʰ	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							62	-	aːu	t	∅	∅	∅	∅	_	A	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.2500	4	1.0000	63																							63	kʰ	∅	∅	∅	i	-	³	K	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0	64	g	∅	∅	∅	a	m	³¹	K	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0	65	g	∅	∅	∅	e	-	⁴¹	K	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0																																													66	g	∅	∅	∅	a	m	⁵³	K	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	63																							63	i	kʰ	∅	∅	-	³	∅	I	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	64	a	g	∅	∅	m	³¹	∅	A	K	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅	65	e	g	∅	∅	-	⁴¹	∅	E	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																													66	a	g	∅	∅	m	⁵³	∅	A	K	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅
3	0.7500	2	0.5000	63																							63	-	i	kʰ	∅	³	∅	∅	_	I	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	64	m	a	g	∅	³¹	∅	∅	M	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅	65	-	e	g	∅	⁴¹	∅	∅	_	E	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																													66	m	a	g	∅	⁵³	∅	∅	M	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	63																							63	³	-	i	kʰ	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅	64	³¹	m	a	g	∅	∅	∅	_	M	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅	65	⁴¹	-	e	g	∅	∅	∅	_	_	E	K	∅	∅	∅	0	0	7	1	∅	∅	∅																																													66	⁵³	m	a	g	∅	∅	∅	_	M	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅
1	0.2000	5	1.0000	67	67	n	∅	∅	∅	j	ɛ	t	N	∅	∅	∅	J	E	T	4	∅	∅	∅	6	7	1																																																																			68	m	∅	∅	∅	j	ai	ʔ	M	∅	∅	∅	J	A	H	4	∅	∅	∅	6	7	1	69	m	∅	∅	∅	r	a	ts	M	∅	∅	∅	R	A	C	4	∅	∅	∅	5	7	2	70	m	∅	∅	∅	-	ɪ	t	M	∅	∅	∅	_	I	T	4	∅	∅	∅	0	7	1
2	0.4000	4	0.8000	67	67	j	n	∅	∅	ɛ	t	³²	J	N	∅	∅	E	T	_	6	4	∅	∅	7	1	0																																																																			68	j	m	∅	∅	ai	ʔ	³¹	J	M	∅	∅	A	H	_	6	4	∅	∅	7	1	0	69	r	m	∅	∅	a	ts	-	R	M	∅	∅	A	C	_	5	4	∅	∅	7	2	0	70	-	m	∅	∅	ɪ	t	⁴³	_	M	∅	∅	I	T	_	0	4	∅	∅	7	1	0
3	0.6000	3	0.6000	67	67	ɛ	j	n	∅	t	³²	∅	E	J	N	∅	T	_	∅	7	6	4	∅	1	0	∅																																																																			68	ai	j	m	∅	ʔ	³¹	∅	A	J	M	∅	H	_	∅	7	6	4	∅	1	0	∅	69	a	r	m	∅	ts	-	∅	A	R	M	∅	C	_	∅	7	5	4	∅	2	0	∅	70	ɪ	-	m	∅	t	⁴³	∅	I	_	M	∅	T	_	∅	7	0	4	∅	1	0	∅
4	0.8000	2	0.4000	67	67	t	ɛ	j	n	³²	∅	∅	T	E	J	N	_	∅	∅	1	7	6	4	0	∅	∅																																																																			68	ʔ	ai	j	m	³¹	∅	∅	H	A	J	M	_	∅	∅	1	7	6	4	0	∅	∅	69	ts	a	r	m	-	∅	∅	C	A	R	M	_	∅	∅	2	7	5	4	0	∅	∅	70	t	ɪ	-	m	⁴³	∅	∅	T	I	_	M	_	∅	∅	1	7	0	4	0	∅	∅
5	1.0000	1	0.2000	67	67	³²	t	ɛ	j	∅	∅	∅	_	T	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																																																			68	³¹	ʔ	ai	j	∅	∅	∅	_	H	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅	69	-	ts	a	r	∅	∅	∅	_	C	A	R	∅	∅	∅	0	2	7	5	∅	∅	∅	70	⁴³	t	ɪ	-	∅	∅	∅	_	T	I	_	∅	∅	∅	0	1	7	0	∅	∅	∅
1	0.3333	3	1.0000	68																							71	k	∅	∅	∅	i	⁵²	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	72	g	∅	∅	∅	i	²	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	73	g	∅	∅	∅	i	²	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																																																																		
2	0.6667	2	0.6667	68																							71	i	k	∅	∅	⁵²	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	72	i	g	∅	∅	²	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	73	i	g	∅	∅	²	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																		
3	1.0000	1	0.3333	68																							71	⁵²	i	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	72	²	i	g	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	73	²	i	g	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																		
1	0.2500	4	1.0000	73	74	dʒ	∅	∅	∅	ei	-	⁵⁴	T	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0																																													75	dʒ	∅	∅	∅	i	t	⁴⁵	T	∅	∅	∅	I	T	_	1	∅	∅	∅	7	1	0																							76	ts	∅	∅	∅	eˀ	-	-	C	∅	∅	∅	E	_	_	2	∅	∅	∅	7	0	0	77	dʒ	∅	∅	∅	i	-	⁴	T	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	73	74	ei	dʒ	∅	∅	-	⁵⁴	∅	E	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																													75	i	dʒ	∅	∅	t	⁴⁵	∅	I	T	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅																							76	eˀ	ts	∅	∅	-	-	∅	E	C	∅	∅	_	_	∅	7	2	∅	∅	0	0	∅	77	i	dʒ	∅	∅	-	⁴	∅	I	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅
3	0.7500	2	0.5000	73	74	-	ei	dʒ	∅	⁵⁴	∅	∅	_	E	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																													75	t	i	dʒ	∅	⁴⁵	∅	∅	T	I	T	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							76	-	eˀ	ts	∅	-	∅	∅	_	E	C	∅	_	∅	∅	0	7	2	∅	0	∅	∅	77	-	i	dʒ	∅	⁴	∅	∅	_	I	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	73	74	⁵⁴	-	ei	dʒ	∅	∅	∅	_	_	E	T	∅	∅	∅	0	0	7	1	∅	∅	∅																																													75	⁴⁵	t	i	dʒ	∅	∅	∅	_	T	I	T	∅	∅	∅	0	1	7	1	∅	∅	∅																							76	-	-	eˀ	ts	∅	∅	∅	_	_	E	C	∅	∅	∅	0	0	7	2	∅	∅	∅	77	⁴	-	i	dʒ	∅	∅	∅	_	_	I	T	∅	∅	∅	0	0	7	1	∅	∅	∅
1	0.3333	3	1.0000	74																																													78	ʃ	∅	∅	∅	i	⁵	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅																							79	s	∅	∅	∅	i	³¹	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅																							80	ʃ	∅	∅	∅	ɪ	³	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	74																																													78	i	ʃ	∅	∅	⁵	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							79	i	s	∅	∅	³¹	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							80	ɪ	ʃ	∅	∅	³	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	74																																													78	⁵	i	ʃ	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							79	³¹	i	s	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							80	³	ɪ	ʃ	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.2500	4	1.0000	80																																													81	l	∅	∅	∅	a	-	³²	L	∅	∅	∅	A	_	_	5	∅	∅	∅	7	0	0	82	l	∅	∅	∅	ə	-	²	L	∅	∅	∅	E	_	_	5	∅	∅	∅	7	0	0																							83	l	∅	∅	∅	a	k	-	L	∅	∅	∅	A	K	_	5	∅	∅	∅	7	1	0	84	l	∅	∅	∅	ə	-	²	L	∅	∅	∅	E	_	_	5	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	80																																													81	a	l	∅	∅	-	³²	∅	A	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅	82	ə	l	∅	∅	-	²	∅	E	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																							83	a	l	∅	∅	k	-	∅	A	L	∅	∅	K	_	∅	7	5	∅	∅	1	0	∅	84	ə	l	∅	∅	-	²	∅	E	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅
3	0.7500	2	0.5000	80																																													81	-	a	l	∅	³²	∅	∅	_	A	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅	82	-	ə	l	∅	²	∅	∅	_	E	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																							83	k	a	l	∅	-	∅	∅	K	A	L	∅	_	∅	∅	1	7	5	∅	0	∅	∅	84	-	ə	l	∅	²	∅	∅	_	E	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅
4	1.0000	1	0.2500	80																																													81	³²	-	a	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅	82	²	-	ə	l	∅	∅	∅	_	_	E	L	∅	∅	∅	0	0	7	5	∅	∅	∅																							83	-	k	a	l	∅	∅	∅	_	K	A	L	∅	∅	∅	0	1	7	5	∅	∅	∅	84	²	-	ə	l	∅	∅	∅	_	_	E	L	∅	∅	∅	0	0	7	5	∅	∅	∅
1	0.2500	4	1.0000	81																																													85	b	∅	∅	∅	æ	m	³¹	P	∅	∅	∅	E	M	_	1	∅	∅	∅	7	4	0	86	p	∅	∅	∅	ḛ	-	⁴²	P	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0																							87	p	∅	∅	∅	a	m	-	P	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0	88	b	∅	∅	∅	a	n	⁵³	P	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	81																																													85	æ	b	∅	∅	m	³¹	∅	E	P	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅	86	ḛ	p	∅	∅	-	⁴²	∅	E	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																							87	a	p	∅	∅	m	-	∅	A	P	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅	88	a	b	∅	∅	n	⁵³	∅	A	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅
