index	index_p	rindex	rindex_p	cogid	id_Achang	segment_Achang	segment_Achang_L1	segment_Achang_L2	segment_Achang_L3	segment_Achang_R1	segment_Achang_R2	segment_Achang_R3	SC_Achang	SC_Achang_L1	SC_Achang_L2	SC_Achang_L3	SC_Achang_R1	SC_Achang_R2	SC_Achang_R3	PROSODY_Achang	PROSODY_Achang_L1	PROSODY_Achang_L2	PROSODY_Achang_L3	PROSODY_Achang_R1	PROSODY_Achang_R2	PROSODY_Achang_R3	id_Bela	segment_Bela	segment_Bela_L1	segment_Bela_L2	segment_Bela_L3	segment_Bela_R1	segment_Bela_R2	segment_Bela_R3	SC_Bela	SC_Bela_L1	SC_Bela_L2	SC_Bela_L3	SC_Bela_R1	SC_Bela_R2	SC_Bela_R3	PROSODY_Bela	PROSODY_Bela_L1	PROSODY_Bela_L2	PROSODY_Bela_L3	PROSODY_Bela_R1	PROSODY_Bela_R2	PROSODY_Bela_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_Phon	segment_Phon	segment_Phon_L1	segment_Phon_L2	segment_Phon_L3	segment_Phon_R1	segment_Phon_R2	segment_Phon_R3	SC_Phon	SC_Phon_L1	SC_Phon_L2	SC_Phon_L3	SC_Phon_R1	SC_Phon_R2	SC_Phon_R3	PROSODY_Phon	PROSODY_Phon_L1	PROSODY_Phon_L2	PROSODY_Phon_L3	PROSODY_Phon_R1	PROSODY_Phon_R2	PROSODY_Phon_R3	id_WrittenBurmese	segment_WrittenBurmese	segment_WrittenBurmese_L1	segment_WrittenBurmese_L2	segment_WrittenBurmese_L3	segment_WrittenBurmese_R1	segment_WrittenBurmese_R2	segment_WrittenBurmese_R3	SC_WrittenBurmese	SC_WrittenBurmese_L1	SC_WrittenBurmese_L2	SC_WrittenBurmese_L3	SC_WrittenBurmese_R1	SC_WrittenBurmese_R2	SC_WrittenBurmese_R3	PROSODY_WrittenBurmese	PROSODY_WrittenBurmese_L1	PROSODY_WrittenBurmese_L2	PROSODY_WrittenBurmese_L3	PROSODY_WrittenBurmese_R1	PROSODY_WrittenBurmese_R2	PROSODY_WrittenBurmese_R3	id_Zaiwa	segment_Zaiwa	segment_Zaiwa_L1	segment_Zaiwa_L2	segment_Zaiwa_L3	segment_Zaiwa_R1	segment_Zaiwa_R2	segment_Zaiwa_R3	SC_Zaiwa	SC_Zaiwa_L1	SC_Zaiwa_L2	SC_Zaiwa_L3	SC_Zaiwa_R1	SC_Zaiwa_R2	SC_Zaiwa_R3	PROSODY_Zaiwa	PROSODY_Zaiwa_L1	PROSODY_Zaiwa_L2	PROSODY_Zaiwa_L3	PROSODY_Zaiwa_R1	PROSODY_Zaiwa_R2	PROSODY_Zaiwa_R3
4	0.8000	2	0.4000	11	37	-	-	ai	s	³⁵	∅	∅	_	_	A	S	_	∅	∅	0	0	7	3	0	∅	∅																							38	-	ŋ	ə	s	⁴³	∅	∅	_	N	E	S	_	∅	∅	0	4	7	3	0	∅	∅	39	k	ŋ	a	s	⁵³	∅	∅	K	N	A	S	_	∅	∅	1	4	7	3	0	∅	∅	40	-	-	ə	s	-	∅	∅	_	_	E	S	_	∅	∅	0	0	7	3	0	∅	∅	41	k	-	a	s	-	∅	∅	K	_	A	S	_	∅	∅	1	0	7	3	0	∅	∅																						
5	1.0000	1	0.2000	11	37	³⁵	-	-	ai	∅	∅	∅	_	_	_	A	∅	∅	∅	0	0	0	7	∅	∅	∅																							38	⁴³	-	ŋ	ə	∅	∅	∅	_	_	N	E	∅	∅	∅	0	0	4	7	∅	∅	∅	39	⁵³	k	ŋ	a	∅	∅	∅	_	K	N	A	∅	∅	∅	0	1	4	7	∅	∅	∅	40	-	-	-	ə	∅	∅	∅	_	_	_	E	∅	∅	∅	0	0	0	7	∅	∅	∅	41	-	k	-	a	∅	∅	∅	_	K	_	A	∅	∅	∅	0	1	0	7	∅	∅	∅																						
1	0.2000	5	1.0000	12	42	-	∅	∅	∅	j	a	ŋ	_	∅	∅	∅	J	A	N	0	∅	∅	∅	6	7	4																							43	-	∅	∅	∅	j	ɔ	ʔ	_	∅	∅	∅	J	U	H	0	∅	∅	∅	6	7	1	44	-	∅	∅	∅	j	a	-	_	∅	∅	∅	J	A	_	0	∅	∅	∅	6	7	0	45	-	∅	∅	∅	j	ʊ	ŋ	_	∅	∅	∅	J	Y	N	0	∅	∅	∅	6	7	4																							46	β	∅	∅	∅	w	ɔ	ʔ	B	∅	∅	∅	W	U	H	3	∅	∅	∅	6	7	1
2	0.4000	4	0.8000	12	42	j	-	∅	∅	a	ŋ	⁵³	J	_	∅	∅	A	N	_	6	0	∅	∅	7	4	0																							43	j	-	∅	∅	ɔ	ʔ	³¹	J	_	∅	∅	U	H	_	6	0	∅	∅	7	1	0	44	j	-	∅	∅	a	-	⁴¹	J	_	∅	∅	A	_	_	6	0	∅	∅	7	0	0	45	j	-	∅	∅	ʊ	ŋ	-	J	_	∅	∅	Y	N	_	6	0	∅	∅	7	4	0																							46	w	β	∅	∅	ɔ	ʔ	³²	W	B	∅	∅	U	H	_	6	3	∅	∅	7	1	0
3	0.6000	3	0.6000	12	42	a	j	-	∅	ŋ	⁵³	∅	A	J	_	∅	N	_	∅	7	6	0	∅	4	0	∅																							43	ɔ	j	-	∅	ʔ	³¹	∅	U	J	_	∅	H	_	∅	7	6	0	∅	1	0	∅	44	a	j	-	∅	-	⁴¹	∅	A	J	_	∅	_	_	∅	7	6	0	∅	0	0	∅	45	ʊ	j	-	∅	ŋ	-	∅	Y	J	_	∅	N	_	∅	7	6	0	∅	4	0	∅																							46	ɔ	w	β	∅	ʔ	³²	∅	U	W	B	∅	H	_	∅	7	6	3	∅	1	0	∅
4	0.8000	2	0.4000	12	42	ŋ	a	j	-	⁵³	∅	∅	N	A	J	_	_	∅	∅	4	7	6	0	0	∅	∅																							43	ʔ	ɔ	j	-	³¹	∅	∅	H	U	J	_	_	∅	∅	1	7	6	0	0	∅	∅	44	-	a	j	-	⁴¹	∅	∅	_	A	J	_	_	∅	∅	0	7	6	0	0	∅	∅	45	ŋ	ʊ	j	-	-	∅	∅	N	Y	J	_	_	∅	∅	4	7	6	0	0	∅	∅																							46	ʔ	ɔ	w	β	³²	∅	∅	H	U	W	B	_	∅	∅	1	7	6	3	0	∅	∅
5	1.0000	1	0.2000	12	42	⁵³	ŋ	a	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																							43	³¹	ʔ	ɔ	j	∅	∅	∅	_	H	U	J	∅	∅	∅	0	1	7	6	∅	∅	∅	44	⁴¹	-	a	j	∅	∅	∅	_	_	A	J	∅	∅	∅	0	0	7	6	∅	∅	∅	45	-	ŋ	ʊ	j	∅	∅	∅	_	N	Y	J	∅	∅	∅	0	4	7	6	∅	∅	∅																							46	³²	ʔ	ɔ	w	∅	∅	∅	_	H	U	W	∅	∅	∅	0	1	7	6	∅	∅	∅
1	0.2500	4	1.0000	13	47	k	∅	∅	∅	a	n	²	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																																													48	g	∅	∅	∅	e	n	⁴	K	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																																													49	g	∅	∅	∅	a	n	²	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	13	47	a	k	∅	∅	n	²	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																													48	e	g	∅	∅	n	⁴	∅	E	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																													49	a	g	∅	∅	n	²	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅
3	0.7500	2	0.5000	13	47	n	a	k	∅	²	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																													48	n	e	g	∅	⁴	∅	∅	N	E	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																													49	n	a	g	∅	²	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	13	47	²	n	a	k	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅																																													48	⁴	n	e	g	∅	∅	∅	_	N	E	K	∅	∅	∅	0	4	7	1	∅	∅	∅																																													49	²	n	a	g	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅
1	0.1667	6	1.0000	14																																													50	-	∅	∅	∅	l	-	æ̰	_	∅	∅	∅	L	_	E	0	∅	∅	∅	5	0	7																																													51	h	∅	∅	∅	l	j	a	H	∅	∅	∅	L	J	A	3	∅	∅	∅	5	6	7	52	-	∅	∅	∅	l	-	a̰	_	∅	∅	∅	L	_	A	0	∅	∅	∅	5	0	7
2	0.3333	5	0.8333	14																																													50	l	-	∅	∅	-	æ̰	p	L	_	∅	∅	_	E	P	5	0	∅	∅	0	7	1																																													51	l	h	∅	∅	j	a	p	L	H	∅	∅	J	A	P	5	3	∅	∅	6	7	1	52	l	-	∅	∅	-	a̰	p	L	_	∅	∅	_	A	P	5	0	∅	∅	0	7	1
3	0.5000	4	0.6667	14																																													50	-	l	-	∅	æ̰	p	⁵³	_	L	_	∅	E	P	_	0	5	0	∅	7	1	0																																													51	j	l	h	∅	a	p	-	J	L	H	∅	A	P	_	6	5	3	∅	7	1	0	52	-	l	-	∅	a̰	p	⁴	_	L	_	∅	A	P	_	0	5	0	∅	7	1	0
4	0.6667	3	0.5000	14																																													50	æ̰	-	l	-	p	⁵³	∅	E	_	L	_	P	_	∅	7	0	5	0	1	0	∅																																													51	a	j	l	h	p	-	∅	A	J	L	H	P	_	∅	7	6	5	3	1	0	∅	52	a̰	-	l	-	p	⁴	∅	A	_	L	_	P	_	∅	7	0	5	0	1	0	∅
5	0.8333	2	0.3333	14																																													50	p	æ̰	-	l	⁵³	∅	∅	P	E	_	L	_	∅	∅	1	7	0	5	0	∅	∅																																													51	p	a	j	l	-	∅	∅	P	A	J	L	_	∅	∅	1	7	6	5	0	∅	∅	52	p	a̰	-	l	⁴	∅	∅	P	A	_	L	_	∅	∅	1	7	0	5	0	∅	∅
6	1.0000	1	0.1667	14																																													50	⁵³	p	æ̰	-	∅	∅	∅	_	P	E	_	∅	∅	∅	0	1	7	0	∅	∅	∅																																													51	-	p	a	j	∅	∅	∅	_	P	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅	52	⁴	p	a̰	-	∅	∅	∅	_	P	A	_	∅	∅	∅	0	1	7	0	∅	∅	∅
1	0.1667	6	1.0000	15																																													53	g	∅	∅	∅	-	w	ɛ	K	∅	∅	∅	_	W	E	1	∅	∅	∅	0	6	7																																													54	k	∅	∅	∅	r	w	iː	K	∅	∅	∅	R	W	I	1	∅	∅	∅	5	6	7	55	g	∅	∅	∅	-	-	u	K	∅	∅	∅	_	_	Y	1	∅	∅	∅	0	0	7
2	0.3333	5	0.8333	15																																													53	-	g	∅	∅	w	ɛ	m	_	K	∅	∅	W	E	M	0	1	∅	∅	6	7	4																																													54	r	k	∅	∅	w	iː	-	R	K	∅	∅	W	I	_	5	1	∅	∅	6	7	0	55	-	g	∅	∅	-	u	m	_	K	∅	∅	_	Y	M	0	1	∅	∅	0	7	4
3	0.5000	4	0.6667	15																																													53	w	-	g	∅	ɛ	m	³	W	_	K	∅	E	M	_	6	0	1	∅	7	4	0																																													54	w	r	k	∅	iː	-	-	W	R	K	∅	I	_	_	6	5	1	∅	7	0	0	55	-	-	g	∅	u	m	⁵³	_	_	K	∅	Y	M	_	0	0	1	∅	7	4	0
4	0.6667	3	0.5000	15																																													53	ɛ	w	-	g	m	³	∅	E	W	_	K	M	_	∅	7	6	0	1	4	0	∅																																													54	iː	w	r	k	-	-	∅	I	W	R	K	_	_	∅	7	6	5	1	0	0	∅	55	u	-	-	g	m	⁵³	∅	Y	_	_	K	M	_	∅	7	0	0	1	4	0	∅
5	0.8333	2	0.3333	15																																													53	m	ɛ	w	-	³	∅	∅	M	E	W	_	_	∅	∅	4	7	6	0	0	∅	∅																																													54	-	iː	w	r	-	∅	∅	_	I	W	R	_	∅	∅	0	7	6	5	0	∅	∅	55	m	u	-	-	⁵³	∅	∅	M	Y	_	_	_	∅	∅	4	7	0	0	0	∅	∅
6	1.0000	1	0.1667	15																																													53	³	m	ɛ	w	∅	∅	∅	_	M	E	W	∅	∅	∅	0	4	7	6	∅	∅	∅																																													54	-	-	iː	w	∅	∅	∅	_	_	I	W	∅	∅	∅	0	0	7	6	∅	∅	∅	55	⁵³	m	u	-	∅	∅	∅	_	M	Y	_	∅	∅	∅	0	4	7	0	∅	∅	∅
1	0.2500	4	1.0000	16	56	j	∅	∅	∅	æ	t	²¹	J	∅	∅	∅	E	T	_	6	∅	∅	∅	7	1	0																							57	j	∅	∅	∅	ø	p	³	J	∅	∅	∅	U	P	_	6	∅	∅	∅	7	1	0																																													58	r	∅	∅	∅	i	p	-	R	∅	∅	∅	I	P	_	5	∅	∅	∅	7	1	0	59	v	∅	∅	∅	ʊ	p	³	B	∅	∅	∅	Y	P	_	3	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	16	56	æ	j	∅	∅	t	²¹	∅	E	J	∅	∅	T	_	∅	7	6	∅	∅	1	0	∅																							57	ø	j	∅	∅	p	³	∅	U	J	∅	∅	P	_	∅	7	6	∅	∅	1	0	∅																																													58	i	r	∅	∅	p	-	∅	I	R	∅	∅	P	_	∅	7	5	∅	∅	1	0	∅	59	ʊ	v	∅	∅	p	³	∅	Y	B	∅	∅	P	_	∅	7	3	∅	∅	1	0	∅
3	0.7500	2	0.5000	16	56	t	æ	j	∅	²¹	∅	∅	T	E	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																							57	p	ø	j	∅	³	∅	∅	P	U	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																																													58	p	i	r	∅	-	∅	∅	P	I	R	∅	_	∅	∅	1	7	5	∅	0	∅	∅	59	p	ʊ	v	∅	³	∅	∅	P	Y	B	∅	_	∅	∅	1	7	3	∅	0	∅	∅
4	1.0000	1	0.2500	16	56	²¹	t	æ	j	∅	∅	∅	_	T	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							57	³	p	ø	j	∅	∅	∅	_	P	U	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																													58	-	p	i	r	∅	∅	∅	_	P	I	R	∅	∅	∅	0	1	7	5	∅	∅	∅	59	³	p	ʊ	v	∅	∅	∅	_	P	Y	B	∅	∅	∅	0	1	7	3	∅	∅	∅
1	0.2500	4	1.0000	17																																													60	p	∅	∅	∅	a	ŋ	⁵³	P	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	61	b	∅	∅	∅	a	ʔ	²¹	P	∅	∅	∅	A	H	_	1	∅	∅	∅	7	1	0																																																																		
2	0.5000	3	0.7500	17																																													60	a	p	∅	∅	ŋ	⁵³	∅	A	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	61	a	b	∅	∅	ʔ	²¹	∅	A	P	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																																																																		
3	0.7500	2	0.5000	17																																													60	ŋ	a	p	∅	⁵³	∅	∅	N	A	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅	61	ʔ	a	b	∅	²¹	∅	∅	H	A	P	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	17																																													60	⁵³	ŋ	a	p	∅	∅	∅	_	N	A	P	∅	∅	∅	0	4	7	1	∅	∅	∅	61	²¹	ʔ	a	b	∅	∅	∅	_	H	A	P	∅	∅	∅	0	1	7	1	∅	∅	∅																																																																		
1	0.2500	4	1.0000	20	62	n	∅	∅	∅	a	p	³	N	∅	∅	∅	A	P	_	4	∅	∅	∅	7	1	0	63	n	∅	∅	∅	e	-	²³	N	∅	∅	∅	E	_	_	4	∅	∅	∅	7	0	0	64	n	∅	∅	∅	æ	p	³²	N	∅	∅	∅	E	P	_	4	∅	∅	∅	7	1	0	65	n	∅	∅	∅	ɛ	ʔ	³²	N	∅	∅	∅	E	H	_	4	∅	∅	∅	7	1	0																							66	n	∅	∅	∅	a	k	-	N	∅	∅	∅	A	K	_	4	∅	∅	∅	7	1	0	67	n	∅	∅	∅	a	p	³	N	∅	∅	∅	A	P	_	4	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	20	62	a	n	∅	∅	p	³	∅	A	N	∅	∅	P	_	∅	7	4	∅	∅	1	0	∅	63	e	n	∅	∅	-	²³	∅	E	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	64	æ	n	∅	∅	p	³²	∅	E	N	∅	∅	P	_	∅	7	4	∅	∅	1	0	∅	65	ɛ	n	∅	∅	ʔ	³²	∅	E	N	∅	∅	H	_	∅	7	4	∅	∅	1	0	∅																							66	a	n	∅	∅	k	-	∅	A	N	∅	∅	K	_	∅	7	4	∅	∅	1	0	∅	67	a	n	∅	∅	p	³	∅	A	N	∅	∅	P	_	∅	7	4	∅	∅	1	0	∅
3	0.7500	2	0.5000	20	62	p	a	n	∅	³	∅	∅	P	A	N	∅	_	∅	∅	1	7	4	∅	0	∅	∅	63	-	e	n	∅	²³	∅	∅	_	E	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅	64	p	æ	n	∅	³²	∅	∅	P	E	N	∅	_	∅	∅	1	7	4	∅	0	∅	∅	65	ʔ	ɛ	n	∅	³²	∅	∅	H	E	N	∅	_	∅	∅	1	7	4	∅	0	∅	∅																							66	k	a	n	∅	-	∅	∅	K	A	N	∅	_	∅	∅	1	7	4	∅	0	∅	∅	67	p	a	n	∅	³	∅	∅	P	A	N	∅	_	∅	∅	1	7	4	∅	0	∅	∅
4	1.0000	1	0.2500	20	62	³	p	a	n	∅	∅	∅	_	P	A	N	∅	∅	∅	0	1	7	4	∅	∅	∅	63	²³	-	e	n	∅	∅	∅	_	_	E	N	∅	∅	∅	0	0	7	4	∅	∅	∅	64	³²	p	æ	n	∅	∅	∅	_	P	E	N	∅	∅	∅	0	1	7	4	∅	∅	∅	65	³²	ʔ	ɛ	n	∅	∅	∅	_	H	E	N	∅	∅	∅	0	1	7	4	∅	∅	∅																							66	-	k	a	n	∅	∅	∅	_	K	A	N	∅	∅	∅	0	1	7	4	∅	∅	∅	67	³	p	a	n	∅	∅	∅	_	P	A	N	∅	∅	∅	0	1	7	4	∅	∅	∅
1	0.2000	5	1.0000	21																							68	k	∅	∅	∅	-	a	ŋ	K	∅	∅	∅	_	A	N	1	∅	∅	∅	0	7	4	69	g	∅	∅	∅	j	o	t	K	∅	∅	∅	J	U	T	1	∅	∅	∅	6	7	1	70	g	∅	∅	∅	-	a	-	K	∅	∅	∅	_	A	_	1	∅	∅	∅	0	7	0																																													71	g	∅	∅	∅	j	ɔ	-	K	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0
2	0.4000	4	0.8000	21																							68	-	k	∅	∅	a	ŋ	³	_	K	∅	∅	A	N	_	0	1	∅	∅	7	4	0	69	j	g	∅	∅	o	t	⁵²	J	K	∅	∅	U	T	_	6	1	∅	∅	7	1	0	70	-	g	∅	∅	a	-	³¹	_	K	∅	∅	A	_	_	0	1	∅	∅	7	0	0																																													71	j	g	∅	∅	ɔ	-	⁴	J	K	∅	∅	U	_	_	6	1	∅	∅	7	0	0
3	0.6000	3	0.6000	21																							68	a	-	k	∅	ŋ	³	∅	A	_	K	∅	N	_	∅	7	0	1	∅	4	0	∅	69	o	j	g	∅	t	⁵²	∅	U	J	K	∅	T	_	∅	7	6	1	∅	1	0	∅	70	a	-	g	∅	-	³¹	∅	A	_	K	∅	_	_	∅	7	0	1	∅	0	0	∅																																													71	ɔ	j	g	∅	-	⁴	∅	U	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅
4	0.8000	2	0.4000	21																							68	ŋ	a	-	k	³	∅	∅	N	A	_	K	_	∅	∅	4	7	0	1	0	∅	∅	69	t	o	j	g	⁵²	∅	∅	T	U	J	K	_	∅	∅	1	7	6	1	0	∅	∅	70	-	a	-	g	³¹	∅	∅	_	A	_	K	_	∅	∅	0	7	0	1	0	∅	∅																																													71	-	ɔ	j	g	⁴	∅	∅	_	U	J	K	_	∅	∅	0	7	6	1	0	∅	∅
5	1.0000	1	0.2000	21																							68	³	ŋ	a	-	∅	∅	∅	_	N	A	_	∅	∅	∅	0	4	7	0	∅	∅	∅	69	⁵²	t	o	j	∅	∅	∅	_	T	U	J	∅	∅	∅	0	1	7	6	∅	∅	∅	70	³¹	-	a	-	∅	∅	∅	_	_	A	_	∅	∅	∅	0	0	7	0	∅	∅	∅																																													71	⁴	-	ɔ	j	∅	∅	∅	_	_	U	J	∅	∅	∅	0	0	7	6	∅	∅	∅
1	0.2500	4	1.0000	22	72	k	∅	∅	∅	u	ŋ	⁵¹	K	∅	∅	∅	Y	N	_	1	∅	∅	∅	7	4	0	73	k	∅	∅	∅	a̰ː	-	⁵²	K	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0	74	g	∅	∅	∅	o	ŋ	⁵¹	K	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0	75	g	∅	∅	∅	au	-	³¹	K	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0																																													76	g	∅	∅	∅	u	ŋ	⁵³	K	∅	∅	∅	Y	N	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	22	72	u	k	∅	∅	ŋ	⁵¹	∅	Y	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	73	a̰ː	k	∅	∅	-	⁵²	∅	A	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	74	o	g	∅	∅	ŋ	⁵¹	∅	U	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	75	au	g	∅	∅	-	³¹	∅	A	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																													76	u	g	∅	∅	ŋ	⁵³	∅	Y	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅
3	0.7500	2	0.5000	22	72	ŋ	u	k	∅	⁵¹	∅	∅	N	Y	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅	73	-	a̰ː	k	∅	⁵²	∅	∅	_	A	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅	74	ŋ	o	g	∅	⁵¹	∅	∅	N	U	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅	75	-	au	g	∅	³¹	∅	∅	_	A	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																													76	ŋ	u	g	∅	⁵³	∅	∅	N	Y	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	22	72	⁵¹	ŋ	u	k	∅	∅	∅	_	N	Y	K	∅	∅	∅	0	4	7	1	∅	∅	∅	73	⁵²	-	a̰ː	k	∅	∅	∅	_	_	A	K	∅	∅	∅	0	0	7	1	∅	∅	∅	74	⁵¹	ŋ	o	g	∅	∅	∅	_	N	U	K	∅	∅	∅	0	4	7	1	∅	∅	∅	75	³¹	-	au	g	∅	∅	∅	_	_	A	K	∅	∅	∅	0	0	7	1	∅	∅	∅																																													76	⁵³	ŋ	u	g	∅	∅	∅	_	N	Y	K	∅	∅	∅	0	4	7	1	∅	∅	∅
1	0.2500	4	1.0000	23																							77	j	∅	∅	∅	ə	-	²³	J	∅	∅	∅	E	_	_	6	∅	∅	∅	7	0	0	78	j	∅	∅	∅	ɪ	n	⁵³	J	∅	∅	∅	I	N	_	6	∅	∅	∅	7	4	0	79	j	∅	∅	∅	ɛ	ʔ	²³	J	∅	∅	∅	E	H	_	6	∅	∅	∅	7	1	0																							80	j	∅	∅	∅	a	-	-	J	∅	∅	∅	A	_	_	6	∅	∅	∅	7	0	0																						
2	0.5000	3	0.7500	23																							77	ə	j	∅	∅	-	²³	∅	E	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	78	ɪ	j	∅	∅	n	⁵³	∅	I	J	∅	∅	N	_	∅	7	6	∅	∅	4	0	∅	79	ɛ	j	∅	∅	ʔ	²³	∅	E	J	∅	∅	H	_	∅	7	6	∅	∅	1	0	∅																							80	a	j	∅	∅	-	-	∅	A	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅																						
3	0.7500	2	0.5000	23																							77	-	ə	j	∅	²³	∅	∅	_	E	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	78	n	ɪ	j	∅	⁵³	∅	∅	N	I	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅	79	ʔ	ɛ	j	∅	²³	∅	∅	H	E	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																							80	-	a	j	∅	-	∅	∅	_	A	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅																						
4	1.0000	1	0.2500	23																							77	²³	-	ə	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅	78	⁵³	n	ɪ	j	∅	∅	∅	_	N	I	J	∅	∅	∅	0	4	7	6	∅	∅	∅	79	²³	ʔ	ɛ	j	∅	∅	∅	_	H	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							80	-	-	a	j	∅	∅	∅	_	_	A	J	∅	∅	∅	0	0	7	6	∅	∅	∅																						
1	0.2500	4	1.0000	24																							81	ʔ	∅	∅	∅	a	ŋ	³	H	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	82	ʔ	∅	∅	∅	ai	-	²⁵	H	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0	83	ʔ	∅	∅	∅	a	-	³²	H	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0																																													84	ʔ	∅	∅	∅	ə	-	³	H	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	24																							81	a	ʔ	∅	∅	ŋ	³	∅	A	H	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	82	ai	ʔ	∅	∅	-	²⁵	∅	A	H	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	83	a	ʔ	∅	∅	-	³²	∅	A	H	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																													84	ə	ʔ	∅	∅	-	³	∅	E	H	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅
3	0.7500	2	0.5000	24																							81	ŋ	a	ʔ	∅	³	∅	∅	N	A	H	∅	_	∅	∅	4	7	1	∅	0	∅	∅	82	-	ai	ʔ	∅	²⁵	∅	∅	_	A	H	∅	_	∅	∅	0	7	1	∅	0	∅	∅	83	-	a	ʔ	∅	³²	∅	∅	_	A	H	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																													84	-	ə	ʔ	∅	³	∅	∅	_	E	H	∅	_	∅	∅	0	7	1	∅	0	∅	∅
