ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGID
1556	195_woman	woman	German	German	Frau	f.r.au	f r au	stan1295	48.649	12.4676	Indo-European	855
1558	195_woman	woman	Latin	Latin	mulier	m.u.l.i.e.r	m u l i e r	lati1261	41.9026	12.4502	Indo-European	861
1561	196_woods	woods	Albanian	Albanian	pyll	p.y.ł	p y ł	gheg1238	42.317	21.3837	Indo-European	34
1562	196_woods	woods	English	English	woods	w.ʊ.d	w ʊ d	stan1293	53.0	-1.0	Indo-European	32
1563	196_woods	woods	French	French	bois	b.w.a	b w a	stan1290	48.0	2.0	Indo-European	31
1564	196_woods	woods	German	German	Wald	v.a.l.d	v a l d	stan1295	48.649	12.4676	Indo-European	30
1566	196_woods	woods	Latin	Latin	silva	s.i.l.w.a	s i l w a	lati1261	41.9026	12.4502	Indo-European	36
1569	197_worm	worm	Albanian	Albanian	krimb	k.r.i.m.b	k r i m b	gheg1238	42.317	21.3837	Indo-European	886
1570	197_worm	worm	English	English	worm	w.ə.r.m	w ə r m	stan1293	53.0	-1.0	Indo-European	884
1571	197_worm	worm	French	French	ver	v.ɛ.r	v ɛ r	stan1290	48.0	2.0	Indo-European	884
1572	197_worm	worm	German	German	Wurm	v.u.r.m	v u r m	stan1295	48.649	12.4676	Indo-European	884
1574	197_worm	worm	Latin	Latin	vermis	w.e.r.m.i	w e r m i	lati1261	41.9026	12.4502	Indo-European	884
1577	198_year	year	Albanian	Albanian	vit	v.i.t	v i t	gheg1238	42.317	21.3837	Indo-European	406
1578	198_year	year	English	English	year	j.ɪ.r	j ɪ r	stan1293	53.0	-1.0	Indo-European	403
1579	198_year	year	French	French	année	a.n.e	a n e	stan1290	48.0	2.0	Indo-European	404
1580	198_year	year	German	German	Jahr	j.aː.r	j aː r	stan1295	48.649	12.4676	Indo-European	403
1582	198_year	year	Latin	Latin	annus	a.nː.o	a nː o	lati1261	41.9026	12.4502	Indo-European	404
1585	199_yellow	yellow	Albanian	Albanian	verdhë	v.e.r.ð	v e r ð	gheg1238	42.317	21.3837	Indo-European	16
1586	199_yellow	yellow	English	English	yellow	j.ɛ.l.o	j ɛ l o	stan1293	53.0	-1.0	Indo-European	14
1587	199_yellow	yellow	French	French	jaune	ʒ.o.n	ʒ o n	stan1290	48.0	2.0	Indo-European	14
1588	199_yellow	yellow	German	German	gelb	g.e.l.b	g e l b	stan1295	48.649	12.4676	Indo-European	14
1590	199_yellow	yellow	Latin	Latin	flavos	f.l.aː.w.o	f l aː w o	lati1261	41.9026	12.4502	Indo-European	18
1593	200_you	you	Albanian	Albanian	ju	j.u	j u	gheg1238	42.317	21.3837	Indo-European	1029
1594	200_you	you	English	English	you	j.u	j u	stan1293	53.0	-1.0	Indo-European	1028
1595	200_you	you	French	French	vous	v.u	v u	stan1290	48.0	2.0	Indo-European	1029
1596	200_you	you	German	German	ihr	iː.r	iː r	stan1295	48.649	12.4676	Indo-European	1028
1598	200_you	you	Latin	Latin	vos	w.oː	w oː	lati1261	41.9026	12.4502	Indo-European	1029
