ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
373	91_grow	grow	Maiyu	Maiyu	ɗáːŋa	ɗáːŋa	ɗ áː/aː ŋ a	mayu1240	10.473464	34.540485	Berta	1 7 4 7	AXBZ	TANA	3	3.T.C 3.A.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	ɗáː/aːŋa	0	453
374	91_grow	grow	Fadashi	Fadashi	ɗuɲé	ɗuɲé	ɗ u ɲ é/e	fada1248	9.585863	34.677096	Berta	1 7 4 7	AXBZ	TYNE	2	2.T.C 2.Y.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	ɗuɲé/e	0	453
375	91_grow	grow	Undulu	Undulu	ɗúɲé	ɗúɲé	ɗ ú/u ɲ é/e	undu1236	10.314359	34.778879	Berta	1 7 4 7	AXBZ	TYNE	4	4.T.C 4.Y.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	ɗú/uɲé/e	0	453
376	91_grow	grow	BelejeGonfoye	Beleje Gonfoye	ɗuːɲe	ɗuːɲe	ɗ uː ɲ e		9.097105	36.203337	Berta	1 7 4 7	AXBZ	TYNE	1	1.T.C 1.Y.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	ɗuːɲe	0	453
640	159_guest	guest	Maiyu	Maiyu	as’ís’i	as’ís’i	a s ʔ í/i s ʔ i	mayu1240	10.473464	34.540485	Berta	7 3 1 7 3 1 7	XMBYMBZ	ASHISHI	3	3.A.V 3.S.c 3.H.C 3.I.V 3.S.c 3.H.C 3.I.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	asʔí/isʔi	0	458
641	159_guest	guest	Fadashi	Fadashi	as’is’i	as’is’i	a s ʔ i s ʔ i	fada1248	9.585863	34.677096	Berta	7 3 1 7 3 1 7	XMBYMBZ	ASHISHI	2	2.A.V 2.S.c 2.H.C 2.I.V 2.S.c 2.H.C 2.I.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	asʔisʔi	0	458
642	159_guest	guest	Undulu	Undulu	as’ís’i	as’ís’i	a s ʔ í/i s ʔ i	undu1236	10.314359	34.778879	Berta	7 3 1 7 3 1 7	XMBYMBZ	ASHISHI	4	4.A.V 4.S.c 4.H.C 4.I.V 4.S.c 4.H.C 4.I.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	asʔí/isʔi	0	458
643	159_guest	guest	BelejeGonfoye	Beleje Gonfoye	as’is’e	as’is’e	a s ʔ i s ʔ e		9.097105	36.203337	Berta	7 3 1 7 3 1 7	XMBYMBZ	ASHISHE	1	1.A.V 1.S.c 1.H.C 1.I.V 1.S.c 1.H.C 1.E.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	asʔisʔe	0	458
215	51_half	half	Maiyu	Maiyu	anːus	anːus	a nː u s	mayu1240	10.473464	34.540485	Berta	7 4 7 3	XBYN	ANYS	3	3.A.V 3.N.C 3.Y.V 3.S.c	1.5 1.75 1.3 0.8	anːus	0	465
216	51_half	half	Fadashi	Fadashi	aːs’oma	aːs’oma	aː s ʔ o m a	fada1248	9.585863	34.677096	Berta	7 3 1 7 4 7	XMBYBZ	ASHUMA	2	2.A.V 2.S.c 2.H.C 2.U.V 2.M.C 2.A.V	1.5 1.1 1.75 1.3 1.75 0.8	aːsʔoma	0	464
217	51_half	half	Undulu	Undulu	aːkiθowaʔ	aːkiθowaʔ	aː k i θ o w a ʔ	undu1236	10.314359	34.778879	Berta	7 1 7 3 7 6 7 1	XBYBYBYN	AKIDUWAH	4	4.A.V 4.K.C 4.I.V 4.D.C 4.U.V 4.W.C 4.A.V 4.H.c	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	aːkiθowaʔ	0	466
218	51_half	half	BelejeGonfoye	Beleje Gonfoye	bebɛlolo	bebɛlolo	b e b ɛ l o l o		9.097105	36.203337	Berta	1 7 1 7 5 7 5 7	AXBYBYBZ	PEPELULU	1	1.P.C 1.E.V 1.P.C 1.E.V 1.L.C 1.U.V 1.L.C 1.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	bebɛlolo	0	463
1	1_hand	hand	Maiyu	Maiyu	θabá	θabá	θ a b á/a	mayu1240	10.473464	34.540485	Berta	3 7 1 7	AXBZ	DAPA	3	3.D.C 3.A.V 3.P.C 3.A.V	2.0 1.5 1.75 0.8	θabá/a	0	468
2	1_hand	hand	Fadashi	Fadashi	θabá	θabá	θ a b á/a	fada1248	9.585863	34.677096	Berta	3 7 1 7	AXBZ	DAPA	2	2.D.C 2.A.V 2.P.C 2.A.V	2.0 1.5 1.75 0.8	θabá/a	0	468
3	1_hand	hand	Undulu	Undulu	θabá	θabá	θ a b á/a	undu1236	10.314359	34.778879	Berta	3 7 1 7	AXBZ	DAPA	4	4.D.C 4.A.V 4.P.C 4.A.V	2.0 1.5 1.75 0.8	θabá/a	0	468
4	1_hand	hand	BelejeGonfoye	Beleje Gonfoye	la:bá	la:bá	l aː b á/a		9.097105	36.203337	Berta	5 7 1 7	AXBZ	LAPA	1	1.L.C 1.A.V 1.P.C 1.A.V	2.0 1.5 1.75 0.8	laːbá/a	0	468
790	196_hesheit3sg	he, she, it (3sg)	Maiyu	Maiyu	ɲine	ɲine	ɲ i n e	mayu1240	10.473464	34.540485	Berta	4 7 4 7	AXBZ	NINE	3	3.N.C 3.I.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	ɲine	0	473
791	196_hesheit3sg	he, she, it (3sg)	Fadashi	Fadashi	ɲine	ɲine	ɲ i n e	fada1248	9.585863	34.677096	Berta	4 7 4 7	AXBZ	NINE	2	2.N.C 2.I.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	ɲine	0	473
792	196_hesheit3sg	he, she, it (3sg)	Undulu	Undulu	ɪnːe	ɪnːe	ɪ nː e	undu1236	10.314359	34.778879	Berta	7 4 7	XBZ	INE	4	4.I.V 4.N.C 4.E.V	1.5 1.75 0.8	ɪnːe	0	473
793	196_hesheit3sg	he, she, it (3sg)	BelejeGonfoye	Beleje Gonfoye	ɪnːe	ɪnːe	ɪ nː e		9.097105	36.203337	Berta	7 4 7	XBZ	INE	1	1.I.V 1.N.C 1.E.V	1.5 1.75 0.8	ɪnːe	0	473
149	36_health	health	Maiyu	Maiyu	bus’k’é gɔɗa	bus’k’é_gɔɗa	b u s ʔ k ʔ é/e + g ɔ ɗ a	mayu1240	10.473464	34.540485	Berta	1 7 3 1 1 1 7 9 1 7 1 7	AXLLMBZ_AXBZ	PYSHKHE_KUTA	3	3.P.C 3.Y.V 3.S.c 3.H.c 3.K.c 3.H.C 3.E.V 3._._ 3.K.C 3.U.V 3.T.C 3.A.V	2.0 1.5 1.1 1.1 1.1 1.75 0.8 0.0 2.0 1.5 1.75 0.8	busʔkʔé/e+gɔɗa	0	479 478
150	36_health	health	Fadashi	Fadashi	eːgoːɗa	eːgoːɗa	eː g oː ɗ a	fada1248	9.585863	34.677096	Berta	7 1 7 1 7	XBYBZ	EKUTA	2	2.E.V 2.K.C 2.U.V 2.T.C 2.A.V	1.5 1.75 1.3 1.75 0.8	eːgoːɗa	0	478
151	36_health	health	Undulu	Undulu	góːɗé	góːɗé	g óː/oː ɗ é/e	undu1236	10.314359	34.778879	Berta	1 7 1 7	AXBZ	KUTE	4	4.K.C 4.U.V 4.T.C 4.E.V	2.0 1.5 1.75 0.8	góː/oːɗé/e	0	478
152	36_health	health	BelejeGonfoye	Beleje Gonfoye	goɗe	goɗe	g o ɗ e		9.097105	36.203337	Berta	1 7 1 7	AXBZ	KUTE	1	1.K.C 1.U.V 1.T.C 1.E.V	2.0 1.5 1.75 0.8	goɗe	0	478
732	182_here	here	Maiyu	Maiyu	θɛ́lːé	θɛ́lːé	θ ɛ́/ɛ lː é/e	mayu1240	10.473464	34.540485	Berta	3 7 5 7	AXBZ	DELE	3	3.D.C 3.E.V 3.L.C 3.E.V	2.0 1.5 1.75 0.8	θɛ́/ɛlːé/e	0	486
733	182_here	here	Fadashi	Fadashi	θoːʔi / loːʔi	θoːʔi	θ oː ʔ i	fada1248	9.585863	34.677096	Berta	3 7 1 7	AXBZ	DUHI	2	2.D.C 2.U.V 2.H.C 2.I.V	2.0 1.5 1.75 0.8	θoːʔi	0	485
734	182_here	here	Fadashi	Fadashi	θoːʔi / loːʔi	loːʔi	l oː ʔ i	fada1248	9.585863	34.677096	Berta	5 7 1 7	AXBZ	LUHI	2	2.L.C 2.U.V 2.H.C 2.I.V	2.0 1.5 1.75 0.8	loːʔi	0	485
735	182_here	here	Undulu	Undulu	θoːʔiyu	θoːʔiyu	θ oː ʔ i y u	undu1236	10.314359	34.778879	Berta	3 7 1 7 7 7	AXBYYZ	DUHIYY	4	4.D.C 4.U.V 4.H.C 4.I.V 4.Y.V 4.Y.V	2.0 1.5 1.75 1.3 1.3 0.8	θoːʔiyu	0	485
736	182_here	here	BelejeGonfoye	Beleje Gonfoye	loːle	loːle	l oː l e		9.097105	36.203337	Berta	5 7 5 7	AXBZ	LULE	1	1.L.C 1.U.V 1.L.C 1.E.V	2.0 1.5 1.75 0.8	loːle	0	484
235	56_hideconceal	hide, conceal	Maiyu	Maiyu	bəná	bəná	b ə n á/a	mayu1240	10.473464	34.540485	Berta	1 7 4 7	AXBZ	PENA	3	3.P.C 3.E.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	bəná/a	0	491
236	56_hideconceal	hide, conceal	Fadashi	Fadashi	bone	bone	b o n e	fada1248	9.585863	34.677096	Berta	1 7 4 7	AXBZ	PUNE	2	2.P.C 2.U.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	bone	0	491
237	56_hideconceal	hide, conceal	Undulu	Undulu	ɓóːkoló	ɓóːkoló	ɓ óː/oː k o l ó/o	undu1236	10.314359	34.778879	Berta	1 7 1 7 5 7	AXBYBZ	PUKULU	4	4.P.C 4.U.V 4.K.C 4.U.V 4.L.C 4.U.V	2.0 1.5 1.75 1.3 1.75 0.8	ɓóː/oːkoló/o	0	492
238	56_hideconceal	hide, conceal	BelejeGonfoye	Beleje Gonfoye	ɓəŋoʔe	ɓəŋoʔe	ɓ ə ŋ o ʔ e		9.097105	36.203337	Berta	1 7 4 7 1 7	AXBYBZ	PENUHE	1	1.P.C 1.E.V 1.N.C 1.U.V 1.H.C 1.E.V	2.0 1.5 1.75 1.3 1.75 0.8	ɓəŋoʔe	0	490
715	178_hut	hut	Maiyu	Maiyu	ʃúl ɲɛːra	ʃúl_ɲɛːra	ʃ ú/u l + ɲ ɛː r a	mayu1240	10.473464	34.540485	Berta	3 7 5 9 4 7 5 7	AXN_AXBZ	SYL_NERA	3	3.S.C 3.Y.V 3.L.c 3._._ 3.N.C 3.E.V 3.R.C 3.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	ʃú/ul+ɲɛːra	0	495 497
716	178_hut	hut	Fadashi	Fadashi	ʃulgwaːlé	ʃulgwaːlé	ʃ u l g w aː l é/e	fada1248	9.585863	34.677096	Berta	3 7 5 1 6 7 5 7	AXMBCYBZ	SYLKWALE	2	2.S.C 2.Y.V 2.L.c 2.K.C 2.W.C 2.A.V 2.L.C 2.E.V	2.0 1.5 1.1 1.75 1.5 1.3 1.75 0.8	ʃulgwaːlé/e	0	496
717	178_hut	hut	Undulu	Undulu	ʃúl ɲera	ʃúl_ɲera	ʃ ú/u l + ɲ e r a	undu1236	10.314359	34.778879	Berta	3 7 5 9 4 7 5 7	AXN_AXBZ	SYL_NERA	4	4.S.C 4.Y.V 4.L.c 4._._ 4.N.C 4.E.V 4.R.C 4.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	ʃú/ul+ɲera	0	495 497
718	178_hut	hut	BelejeGonfoye	Beleje Gonfoye	sulɲero / sul gʷole	sulɲero	s u l ɲ e r o		9.097105	36.203337	Berta	3 7 5 4 7 5 7	AXMBYBZ	SYLNERU	1	1.S.C 1.Y.V 1.L.c 1.N.C 1.E.V 1.R.C 1.U.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	sulɲero	0	495
719	178_hut	hut	BelejeGonfoye	Beleje Gonfoye	sulɲero / sul gʷole	sul_gʷole	s u l + gʷ o l e		9.097105	36.203337	Berta	3 7 5 9 1 7 5 7	AXN_AXBZ	SYL_KULE	1	1.S.C 1.Y.V 1.L.c 1._._ 1.K.C 1.U.V 1.L.C 1.E.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	sul+gʷole	0	495 498
110	27_imprisontieup	imprison, tie up	Maiyu	Maiyu	sɛ́gɛna, ɗɔːʃa	sɛ́gɛna	s ɛ́/ɛ g ɛ n a	mayu1240	10.473464	34.540485	Berta	3 7 1 7 4 7	AXBYBZ	SEKENA	3	3.S.C 3.E.V 3.K.C 3.E.V 3.N.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sɛ́/ɛgɛna	0	505
111	27_imprisontieup	imprison, tie up	Maiyu	Maiyu	sɛ́gɛna, ɗɔːʃa	ɗɔːʃa	ɗ ɔː ʃ a	mayu1240	10.473464	34.540485	Berta	1 7 3 7	AXBZ	TUSA	3	3.T.C 3.U.V 3.S.C 3.A.V	2.0 1.5 1.75 0.8	ɗɔːʃa	0	504
112	27_imprisontieup	imprison, tie up	Fadashi	Fadashi	ɗoːʃa	ɗoːʃa	ɗ oː ʃ a	fada1248	9.585863	34.677096	Berta	1 7 3 7	AXBZ	TUSA	2	2.T.C 2.U.V 2.S.C 2.A.V	2.0 1.5 1.75 0.8	ɗoːʃa	0	504
113	27_imprisontieup	imprison, tie up	Undulu	Undulu	ɗóːʃɛfa	ɗóːʃɛfa	ɗ óː/oː ʃ ɛ f a	undu1236	10.314359	34.778879	Berta	1 7 3 7 3 7	AXBYBZ	TUSEBA	4	4.T.C 4.U.V 4.S.C 4.E.V 4.B.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ɗóː/oːʃɛfa	0	504
114	27_imprisontieup	imprison, tie up	BelejeGonfoye	Beleje Gonfoye	ɗosɛne	ɗosɛne	ɗ o s ɛ n e		9.097105	36.203337	Berta	1 7 3 7 4 7	AXBYBZ	TUSENE	1	1.T.C 1.U.V 1.S.C 1.E.V 1.N.C 1.E.V	2.0 1.5 1.75 1.3 1.75 0.8	ɗosɛne	0	504
274	66_insultoffend	insult, offend	Maiyu	Maiyu	bɔʃa	bɔʃa	b ɔ ʃ a	mayu1240	10.473464	34.540485	Berta	1 7 3 7	AXBZ	PUSA	3	3.P.C 3.U.V 3.S.C 3.A.V	2.0 1.5 1.75 0.8	bɔʃa	0	510
275	66_insultoffend	insult, offend	Fadashi	Fadashi	bóʃa	bóʃa	b ó/o ʃ a	fada1248	9.585863	34.677096	Berta	1 7 3 7	AXBZ	PUSA	2	2.P.C 2.U.V 2.S.C 2.A.V	2.0 1.5 1.75 0.8	bó/oʃa	0	510
276	66_insultoffend	insult, offend	Undulu	Undulu	bóːʃa	bóːʃa	b óː/oː ʃ a	undu1236	10.314359	34.778879	Berta	1 7 3 7	AXBZ	PUSA	4	4.P.C 4.U.V 4.S.C 4.A.V	2.0 1.5 1.75 0.8	bóː/oːʃa	0	510
277	66_insultoffend	insult, offend	BelejeGonfoye	Beleje Gonfoye	bosa	bosa	b o s a		9.097105	36.203337	Berta	1 7 3 7	AXBZ	PUSA	1	1.P.C 1.U.V 1.S.C 1.A.V	2.0 1.5 1.75 0.8	bosa	0	510
397	97_judgev	judge (v.)	Maiyu	Maiyu	fə́rada	fə́rada	f ə́/ə r a d a	mayu1240	10.473464	34.540485	Berta	3 7 5 7 1 7	AXBYBZ	BERATA	3	3.B.C 3.E.V 3.R.C 3.A.V 3.T.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	fə́/ərada	0	518
398	97_judgev	judge (v.)	Fadashi	Fadashi	fárada, haga mofa	fárada	f á/a r a d a	fada1248	9.585863	34.677096	Berta	3 7 5 7 1 7	AXBYBZ	BARATA	2	2.B.C 2.A.V 2.R.C 2.A.V 2.T.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	fá/arada	0	518
399	97_judgev	judge (v.)	Fadashi	Fadashi	fárada, haga mofa	haga_mofa	h a g a + m o f a	fada1248	9.585863	34.677096	Berta	3 7 1 7 9 4 7 3 7	AXBZ_AXBZ	HAKA_MUBA	2	2.H.C 2.A.V 2.K.C 2.A.V 2._._ 2.M.C 2.U.V 2.B.C 2.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	haga+mofa	0	519 520
400	97_judgev	judge (v.)	Undulu	Undulu	haga mofa	haga_mofa	h a g a + m o f a	undu1236	10.314359	34.778879	Berta	3 7 1 7 9 4 7 3 7	AXBZ_AXBZ	HAKA_MUBA	4	4.H.C 4.A.V 4.K.C 4.A.V 4._._ 4.M.C 4.U.V 4.B.C 4.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	haga+mofa	0	519 520
401	97_judgev	judge (v.)	BelejeGonfoye	Beleje Gonfoye	ne k’ilogɛ nɛne	ne_k’ilogɛ_nɛne	n e + k ʔ i l o g ɛ + n ɛ n e		9.097105	36.203337	Berta	4 7 9 1 1 7 5 7 1 7 9 4 7 4 7	AX_ACYBYBZ_AXBZ	NE_KHILUKE_NENE	1	1.N.C 1.E.V 1._._ 1.K.C 1.H.C 1.I.V 1.L.C 1.U.V 1.K.C 1.E.V 1._._ 1.N.C 1.E.V 1.N.C 1.E.V	2.0 1.5 0.0 2.0 1.5 1.3 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 0.8	ne+kʔilogɛ+nɛne	0	515 516 517
353	86_jump	jump	Maiyu	Maiyu	gʊ́da	gʊ́da	g ʊ́/ʊ d a	mayu1240	10.473464	34.540485	Berta	1 7 1 7	AXBZ	KYTA	3	3.K.C 3.Y.V 3.T.C 3.A.V	2.0 1.5 1.75 0.8	gʊ́/ʊda	0	526
354	86_jump	jump	Fadashi	Fadashi	gúːɗɛ	gúːɗɛ	g úː/uː ɗ ɛ	fada1248	9.585863	34.677096	Berta	1 7 1 7	AXBZ	KYTE	2	2.K.C 2.Y.V 2.T.C 2.E.V	2.0 1.5 1.75 0.8	gúː/uːɗɛ	0	526
355	86_jump	jump	Undulu	Undulu	ho:ré	ho:ré	h oː r é/e	undu1236	10.314359	34.778879	Berta	3 7 5 7	AXBZ	HURE	4	4.H.C 4.U.V 4.R.C 4.E.V	2.0 1.5 1.75 0.8	hoːré/e	0	525
356	86_jump	jump	BelejeGonfoye	Beleje Gonfoye	hóɾé	hóɾé	h ó/o ɾ é/e		9.097105	36.203337	Berta	3 7 5 7	AXBZ	HURE	1	1.H.C 1.U.V 1.R.C 1.E.V	2.0 1.5 1.75 0.8	hó/oɾé/e	0	525
180	43_keepawayblock	keep away, block	Maiyu	Maiyu	p’aːra -ʔi	p’aːra_-ʔi	p ʔ aː r a + ʔ i	mayu1240	10.473464	34.540485	Berta	1 1 7 5 7 9 1 7	ACYBZ_AX	PHARA_HI	3	3.P.C 3.H.C 3.A.V 3.R.C 3.A.V 3._._ 3.H.C 3.I.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5	pʔaːra+ʔi	0	532 533
181	43_keepawayblock	keep away, block	Fadashi	Fadashi	məriɛne	məriɛne	m ə r i ɛ n e	fada1248	9.585863	34.677096	Berta	4 7 5 7 7 4 7	AXBYYBZ	MERIENE	2	2.M.C 2.E.V 2.R.C 2.I.V 2.E.V 2.N.C 2.E.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	məriɛne	0	531
182	43_keepawayblock	keep away, block	Undulu	Undulu	məriɛne	məriɛne	m ə r i ɛ n e	undu1236	10.314359	34.778879	Berta	4 7 5 7 7 4 7	AXBYYBZ	MERIENE	4	4.M.C 4.E.V 4.R.C 4.I.V 4.E.V 4.N.C 4.E.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	məriɛne	0	531
183	43_keepawayblock	keep away, block	BelejeGonfoye	Beleje Gonfoye	aʔurwaːne	aʔurwaːne	a ʔ u r w aː n e		9.097105	36.203337	Berta	7 1 7 5 6 7 4 7	XBYBCYBZ	AHYRWANE	1	1.A.V 1.H.C 1.Y.V 1.R.C 1.W.C 1.A.V 1.N.C 1.E.V	1.5 1.75 1.3 1.75 1.5 1.3 1.75 0.8	aʔurwaːne	0	530
534	131_laugh	laugh	Maiyu	Maiyu	k’ééda	k’ééda	k ʔ éé/eː d a	mayu1240	10.473464	34.540485	Berta	1 1 7 1 7	ACYBZ	KHETA	3	3.K.C 3.H.C 3.E.V 3.T.C 3.A.V	2.0 1.5 1.3 1.75 0.8	kʔéé/eːda	0	536
535	131_laugh	laugh	Fadashi	Fadashi	keːde	keːde	k eː d e	fada1248	9.585863	34.677096	Berta	1 7 1 7	AXBZ	KETE	2	2.K.C 2.E.V 2.T.C 2.E.V	2.0 1.5 1.75 0.8	keːde	0	536
536	131_laugh	laugh	Undulu	Undulu	͡tʃɛ́ːdi	tʃɛ́ːdi	tʃ ɛ́ː/ɛ d i	undu1236	10.314359	34.778879	Berta	1 7 1 7	AXBZ	TETI	4	4.T.C 4.E.V 4.T.C 4.I.V	2.0 1.5 1.75 0.8	tʃɛ́ː/ɛdi	0	537
537	131_laugh	laugh	BelejeGonfoye	Beleje Gonfoye	k’eːte	k’eːte	k ʔ eː t e		9.097105	36.203337	Berta	1 1 7 1 7	ACYBZ	KHETE	1	1.K.C 1.H.C 1.E.V 1.T.C 1.E.V	2.0 1.5 1.3 1.75 0.8	kʔeːte	0	536
774	192_lazy	lazy	Maiyu	Maiyu	sɔsɔʔ	sɔsɔʔ	s ɔ s ɔ ʔ	mayu1240	10.473464	34.540485	Berta	3 7 3 7 1	AXBYN	SUSUH	3	3.S.C 3.U.V 3.S.C 3.U.V 3.H.c	2.0 1.5 1.75 1.3 0.8	sɔsɔʔ	0	542
775	192_lazy	lazy	Fadashi	Fadashi	soːsoʔ	soːsoʔ	s oː s o ʔ	fada1248	9.585863	34.677096	Berta	3 7 3 7 1	AXBYN	SUSUH	2	2.S.C 2.U.V 2.S.C 2.U.V 2.H.c	2.0 1.5 1.75 1.3 0.8	soːsoʔ	0	542
776	192_lazy	lazy	Undulu	Undulu	zozo	zozo	z o z o	undu1236	10.314359	34.778879	Berta	3 7 3 7	AXBZ	SUSU	4	4.S.C 4.U.V 4.S.C 4.U.V	2.0 1.5 1.75 0.8	zozo	0	542
777	192_lazy	lazy	BelejeGonfoye	Beleje Gonfoye	dʒódʒó	dʒódʒó	dʒ ó/o dʒ ó/o		9.097105	36.203337	Berta	1 7 1 7	AXBZ	TUTU	1	1.T.C 1.U.V 1.T.C 1.U.V	2.0 1.5 1.75 0.8	dʒó/odʒó/o	0	541
207	49_lips	lips	Maiyu	Maiyu	ndu ʃɛfa	ndu_ʃɛfa	n d u + ʃ ɛ f a	mayu1240	10.473464	34.540485	Berta	4 1 7 9 3 7 3 7	ACZ_AXBZ	NTY_SEBA	3	3.N.C 3.T.C 3.Y.V 3._._ 3.S.C 3.E.V 3.B.C 3.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	ndu+ʃɛfa	0	546 547
208	49_lips	lips	Fadashi	Fadashi	ndu ʃɛfaʔ	ndu_ʃɛfaʔ	n d u + ʃ ɛ f a ʔ	fada1248	9.585863	34.677096	Berta	4 1 7 9 3 7 3 7 1	ACZ_AXBYN	NTY_SEBAH	2	2.N.C 2.T.C 2.Y.V 2._._ 2.S.C 2.E.V 2.B.C 2.A.V 2.H.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	ndu+ʃɛfaʔ	0	546 547
209	49_lips	lips	Undulu	Undulu	ndu ʃɛfaʔ	ndu_ʃɛfaʔ	n d u + ʃ ɛ f a ʔ	undu1236	10.314359	34.778879	Berta	4 1 7 9 3 7 3 7 1	ACZ_AXBYN	NTY_SEBAH	4	4.N.C 4.T.C 4.Y.V 4._._ 4.S.C 4.E.V 4.B.C 4.A.V 4.H.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	ndu+ʃɛfaʔ	0	546 547
210	49_lips	lips	BelejeGonfoye	Beleje Gonfoye	ndu ʃɛwa	ndu_ʃɛwa	n d u + ʃ ɛ w a		9.097105	36.203337	Berta	4 1 7 9 3 7 6 7	ACZ_AXBZ	NTY_SEWA	1	1.N.C 1.T.C 1.Y.V 1._._ 1.S.C 1.E.V 1.W.C 1.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	ndu+ʃɛwa	0	546 547
583	144_lockn	lock (n.)	Maiyu	Maiyu	mulhí handuŋú	mulhí_handuŋú	m u l h í/i + h a n d u ŋ ú/u	mayu1240	10.473464	34.540485	Berta	4 7 5 3 7 9 3 7 4 1 7 4 7	AXMBZ_AXMBYBZ	MYLHI_HANTYNY	3	3.M.C 3.Y.V 3.L.c 3.H.C 3.I.V 3._._ 3.H.C 3.A.V 3.N.c 3.T.C 3.Y.V 3.N.C 3.Y.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.1 1.75 1.3 1.75 0.8	mulhí/i+handuŋú/u	0	558 556
584	144_lockn	lock (n.)	Fadashi	Fadashi	mulhí handuŋú	mulhí_handuŋú	m u l h í/i + h a n d u ŋ ú/u	fada1248	9.585863	34.677096	Berta	4 7 5 3 7 9 3 7 4 1 7 4 7	AXMBZ_AXMBYBZ	MYLHI_HANTYNY	2	2.M.C 2.Y.V 2.L.c 2.H.C 2.I.V 2._._ 2.H.C 2.A.V 2.N.c 2.T.C 2.Y.V 2.N.C 2.Y.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.1 1.75 1.3 1.75 0.8	mulhí/i+handuŋú/u	0	558 556
585	144_lockn	lock (n.)	Undulu	Undulu	mulhí handuŋú	mulhí_handuŋú	m u l h í/i + h a n d u ŋ ú/u	undu1236	10.314359	34.778879	Berta	4 7 5 3 7 9 3 7 4 1 7 4 7	AXMBZ_AXMBYBZ	MYLHI_HANTYNY	4	4.M.C 4.Y.V 4.L.c 4.H.C 4.I.V 4._._ 4.H.C 4.A.V 4.N.c 4.T.C 4.Y.V 4.N.C 4.Y.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.1 1.75 1.3 1.75 0.8	mulhí/i+handuŋú/u	0	558 556
586	144_lockn	lock (n.)	BelejeGonfoye	Beleje Gonfoye	mui handu ɲolo	mui_handu_ɲolo	m u i + h a n d u + ɲ o l o		9.097105	36.203337	Berta	4 7 7 9 3 7 4 1 7 9 4 7 5 7	AXZ_AXMBZ_AXBZ	MYI_HANTY_NULU	1	1.M.C 1.Y.V 1.I.V 1._._ 1.H.C 1.A.V 1.N.c 1.T.C 1.Y.V 1._._ 1.N.C 1.U.V 1.L.C 1.U.V	2.0 1.5 0.8 0.0 2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.75 0.8	mui+handu+ɲolo	0	555 556 557
33	9_lung	lung	Maiyu	Maiyu	afaɲfaras’	afaɲfaras’	a f a ɲ f a r a s ʔ	mayu1240	10.473464	34.540485	Berta	7 3 7 4 3 7 5 7 3 1	XBYMBYBYLN	ABANBARASH	3	3.A.V 3.B.C 3.A.V 3.N.c 3.B.C 3.A.V 3.R.C 3.A.V 3.S.c 3.H.c	1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 1.1 0.8	afaɲfarasʔ	0	566
