index	index_p	rindex	rindex_p	cogid	id_ClassicalNahuatl	segment_ClassicalNahuatl	segment_ClassicalNahuatl_L1	segment_ClassicalNahuatl_L2	segment_ClassicalNahuatl_L3	segment_ClassicalNahuatl_R1	segment_ClassicalNahuatl_R2	segment_ClassicalNahuatl_R3	SC_ClassicalNahuatl	SC_ClassicalNahuatl_L1	SC_ClassicalNahuatl_L2	SC_ClassicalNahuatl_L3	SC_ClassicalNahuatl_R1	SC_ClassicalNahuatl_R2	SC_ClassicalNahuatl_R3	PROSODY_ClassicalNahuatl	PROSODY_ClassicalNahuatl_L1	PROSODY_ClassicalNahuatl_L2	PROSODY_ClassicalNahuatl_L3	PROSODY_ClassicalNahuatl_R1	PROSODY_ClassicalNahuatl_R2	PROSODY_ClassicalNahuatl_R3	id_JalupaNahuat	segment_JalupaNahuat	segment_JalupaNahuat_L1	segment_JalupaNahuat_L2	segment_JalupaNahuat_L3	segment_JalupaNahuat_R1	segment_JalupaNahuat_R2	segment_JalupaNahuat_R3	SC_JalupaNahuat	SC_JalupaNahuat_L1	SC_JalupaNahuat_L2	SC_JalupaNahuat_L3	SC_JalupaNahuat_R1	SC_JalupaNahuat_R2	SC_JalupaNahuat_R3	PROSODY_JalupaNahuat	PROSODY_JalupaNahuat_L1	PROSODY_JalupaNahuat_L2	PROSODY_JalupaNahuat_L3	PROSODY_JalupaNahuat_R1	PROSODY_JalupaNahuat_R2	PROSODY_JalupaNahuat_R3	id_MecayapanNahuat	segment_MecayapanNahuat	segment_MecayapanNahuat_L1	segment_MecayapanNahuat_L2	segment_MecayapanNahuat_L3	segment_MecayapanNahuat_R1	segment_MecayapanNahuat_R2	segment_MecayapanNahuat_R3	SC_MecayapanNahuat	SC_MecayapanNahuat_L1	SC_MecayapanNahuat_L2	SC_MecayapanNahuat_L3	SC_MecayapanNahuat_R1	SC_MecayapanNahuat_R2	SC_MecayapanNahuat_R3	PROSODY_MecayapanNahuat	PROSODY_MecayapanNahuat_L1	PROSODY_MecayapanNahuat_L2	PROSODY_MecayapanNahuat_L3	PROSODY_MecayapanNahuat_R1	PROSODY_MecayapanNahuat_R2	PROSODY_MecayapanNahuat_R3	id_NorthPueblaNahuatl	segment_NorthPueblaNahuatl	segment_NorthPueblaNahuatl_L1	segment_NorthPueblaNahuatl_L2	segment_NorthPueblaNahuatl_L3	segment_NorthPueblaNahuatl_R1	segment_NorthPueblaNahuatl_R2	segment_NorthPueblaNahuatl_R3	SC_NorthPueblaNahuatl	SC_NorthPueblaNahuatl_L1	SC_NorthPueblaNahuatl_L2	SC_NorthPueblaNahuatl_L3	SC_NorthPueblaNahuatl_R1	SC_NorthPueblaNahuatl_R2	SC_NorthPueblaNahuatl_R3	PROSODY_NorthPueblaNahuatl	PROSODY_NorthPueblaNahuatl_L1	PROSODY_NorthPueblaNahuatl_L2	PROSODY_NorthPueblaNahuatl_L3	PROSODY_NorthPueblaNahuatl_R1	PROSODY_NorthPueblaNahuatl_R2	PROSODY_NorthPueblaNahuatl_R3	id_PajapanNahuat	segment_PajapanNahuat	segment_PajapanNahuat_L1	segment_PajapanNahuat_L2	segment_PajapanNahuat_L3	segment_PajapanNahuat_R1	segment_PajapanNahuat_R2	segment_PajapanNahuat_R3	SC_PajapanNahuat	SC_PajapanNahuat_L1	SC_PajapanNahuat_L2	SC_PajapanNahuat_L3	SC_PajapanNahuat_R1	SC_PajapanNahuat_R2	SC_PajapanNahuat_R3	PROSODY_PajapanNahuat	PROSODY_PajapanNahuat_L1	PROSODY_PajapanNahuat_L2	PROSODY_PajapanNahuat_L3	PROSODY_PajapanNahuat_R1	PROSODY_PajapanNahuat_R2	PROSODY_PajapanNahuat_R3	id_Pipil	segment_Pipil	segment_Pipil_L1	segment_Pipil_L2	segment_Pipil_L3	segment_Pipil_R1	segment_Pipil_R2	segment_Pipil_R3	SC_Pipil	SC_Pipil_L1	SC_Pipil_L2	SC_Pipil_L3	SC_Pipil_R1	SC_Pipil_R2	SC_Pipil_R3	PROSODY_Pipil	PROSODY_Pipil_L1	PROSODY_Pipil_L2	PROSODY_Pipil_L3	PROSODY_Pipil_R1	PROSODY_Pipil_R2	PROSODY_Pipil_R3	id_Pochutec	segment_Pochutec	segment_Pochutec_L1	segment_Pochutec_L2	segment_Pochutec_L3	segment_Pochutec_R1	segment_Pochutec_R2	segment_Pochutec_R3	SC_Pochutec	SC_Pochutec_L1	SC_Pochutec_L2	SC_Pochutec_L3	SC_Pochutec_R1	SC_Pochutec_R2	SC_Pochutec_R3	PROSODY_Pochutec	PROSODY_Pochutec_L1	PROSODY_Pochutec_L2	PROSODY_Pochutec_L3	PROSODY_Pochutec_R1	PROSODY_Pochutec_R2	PROSODY_Pochutec_R3	id_ProtoAztecan	segment_ProtoAztecan	segment_ProtoAztecan_L1	segment_ProtoAztecan_L2	segment_ProtoAztecan_L3	segment_ProtoAztecan_R1	segment_ProtoAztecan_R2	segment_ProtoAztecan_R3	SC_ProtoAztecan	SC_ProtoAztecan_L1	SC_ProtoAztecan_L2	SC_ProtoAztecan_L3	SC_ProtoAztecan_R1	SC_ProtoAztecan_R2	SC_ProtoAztecan_R3	PROSODY_ProtoAztecan	PROSODY_ProtoAztecan_L1	PROSODY_ProtoAztecan_L2	PROSODY_ProtoAztecan_L3	PROSODY_ProtoAztecan_R1	PROSODY_ProtoAztecan_R2	PROSODY_ProtoAztecan_R3	id_TetelcingoNahuatl	segment_TetelcingoNahuatl	segment_TetelcingoNahuatl_L1	segment_TetelcingoNahuatl_L2	segment_TetelcingoNahuatl_L3	segment_TetelcingoNahuatl_R1	segment_TetelcingoNahuatl_R2	segment_TetelcingoNahuatl_R3	SC_TetelcingoNahuatl	SC_TetelcingoNahuatl_L1	SC_TetelcingoNahuatl_L2	SC_TetelcingoNahuatl_L3	SC_TetelcingoNahuatl_R1	SC_TetelcingoNahuatl_R2	SC_TetelcingoNahuatl_R3	PROSODY_TetelcingoNahuatl	PROSODY_TetelcingoNahuatl_L1	PROSODY_TetelcingoNahuatl_L2	PROSODY_TetelcingoNahuatl_L3	PROSODY_TetelcingoNahuatl_R1	PROSODY_TetelcingoNahuatl_R2	PROSODY_TetelcingoNahuatl_R3
6	1.0000	1	0.1667	9	15	tɬ	+	oː	t	∅	∅	∅	T	_	U	T	∅	∅	∅	1	0	7	1	∅	∅	∅	16	t	+	u	r	∅	∅	∅	T	_	Y	R	∅	∅	∅	1	0	7	5	∅	∅	∅	17	ʔ	+	oː	t	∅	∅	∅	H	_	U	T	∅	∅	∅	1	0	7	1	∅	∅	∅	18	tɬ	+	o	t	∅	∅	∅	T	_	U	T	∅	∅	∅	1	0	7	1	∅	∅	∅	19	t	+	o	t	∅	∅	∅	T	_	U	T	∅	∅	∅	1	0	7	1	∅	∅	∅	20	t	+	u	t	∅	∅	∅	T	_	Y	T	∅	∅	∅	1	0	7	1	∅	∅	∅																							21	tɬ	+	oː	t	∅	∅	∅	T	_	U	T	∅	∅	∅	1	0	7	1	∅	∅	∅	22	tɬ	+	u	t	∅	∅	∅	T	_	Y	T	∅	∅	∅	1	0	7	1	∅	∅	∅
1	0.1429	7	1.0000	10	23	k	∅	∅	∅	e	ʔ	ts	K	∅	∅	∅	E	H	C	1	∅	∅	∅	7	1	2																																																																																																																																																											24	k	∅	∅	∅	e	-	ts	K	∅	∅	∅	E	_	C	1	∅	∅	∅	7	0	2
2	0.2857	6	0.8571	10	23	e	k	∅	∅	ʔ	ts	o	E	K	∅	∅	H	C	U	7	1	∅	∅	1	2	7																																																																																																																																																											24	e	k	∅	∅	-	ts	o	E	K	∅	∅	_	C	U	7	1	∅	∅	0	2	7
3	0.4286	5	0.7143	10	23	ʔ	e	k	∅	ts	o	m	H	E	K	∅	C	U	M	1	7	1	∅	2	7	4																																																																																																																																																											24	-	e	k	∅	ts	o	m	_	E	K	∅	C	U	M	0	7	1	∅	2	7	4
4	0.5714	4	0.5714	10	23	ts	ʔ	e	k	o	m	-	C	H	E	K	U	M	_	2	1	7	1	7	4	0																																																																																																																																																											24	ts	-	e	k	o	m	a	C	_	E	K	U	M	A	2	0	7	1	7	4	7
5	0.7143	3	0.4286	10	23	o	ts	ʔ	e	m	-	∅	U	C	H	E	M	_	∅	7	2	1	7	4	0	∅																																																																																																																																																											24	o	ts	-	e	m	a	∅	U	C	_	E	M	A	∅	7	2	0	7	4	7	∅
6	0.8571	2	0.2857	10	23	m	o	ts	ʔ	-	∅	∅	M	U	C	H	_	∅	∅	4	7	2	1	0	∅	∅																																																																																																																																																											24	m	o	ts	-	a	∅	∅	M	U	C	_	A	∅	∅	4	7	2	0	7	∅	∅
7	1.0000	1	0.1429	10	23	-	m	o	ts	∅	∅	∅	_	M	U	C	∅	∅	∅	0	4	7	2	∅	∅	∅																																																																																																																																																											24	a	m	o	ts	∅	∅	∅	A	M	U	C	∅	∅	∅	7	4	7	2	∅	∅	∅
1	0.1250	8	1.0000	12																																													25	t	∅	∅	∅	a	n	+	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																							26	t	∅	∅	∅	a	m	+	T	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0	27	t	∅	∅	∅	a	n	+	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																							28	k	∅	∅	∅	ɨ	h	+	K	∅	∅	∅	I	H	_	1	∅	∅	∅	7	3	0																						
2	0.2500	7	0.8750	12																																													25	a	t	∅	∅	n	+	k	A	T	∅	∅	N	_	K	7	1	∅	∅	4	0	1																							26	a	t	∅	∅	m	+	-	A	T	∅	∅	M	_	_	7	1	∅	∅	4	0	0	27	a	t	∅	∅	n	+	k	A	T	∅	∅	N	_	K	7	1	∅	∅	4	0	1																							28	ɨ	k	∅	∅	h	+	ts	I	K	∅	∅	H	_	C	7	1	∅	∅	3	0	2																						
3	0.3750	6	0.7500	12																																													25	n	a	t	∅	+	k	-	N	A	T	∅	_	K	_	4	7	1	∅	0	1	0																							26	m	a	t	∅	+	-	-	M	A	T	∅	_	_	_	4	7	1	∅	0	0	0	27	n	a	t	∅	+	k	-	N	A	T	∅	_	K	_	4	7	1	∅	0	1	0																							28	h	ɨ	k	∅	+	ts	o	H	I	K	∅	_	C	U	3	7	1	∅	0	2	7																						
4	0.5000	5	0.6250	12																																													25	+	n	a	t	k	-	w	_	N	A	T	K	_	W	0	4	7	1	1	0	6																							26	+	m	a	t	-	-	b	_	M	A	T	_	_	P	0	4	7	1	0	0	1	27	+	n	a	t	k	-	w	_	N	A	T	K	_	W	0	4	7	1	1	0	6																							28	+	h	ɨ	k	ts	o	m	_	H	I	K	C	U	M	0	3	7	1	2	7	4																						
5	0.6250	4	0.5000	12																																													25	k	+	n	a	-	w	a	K	_	N	A	_	W	A	1	0	4	7	0	6	7																							26	-	+	m	a	-	b	a	_	_	M	A	_	P	A	0	0	4	7	0	1	7	27	k	+	n	a	-	w	a	K	_	N	A	_	W	A	1	0	4	7	0	6	7																							28	ts	+	h	ɨ	o	m	a	C	_	H	I	U	M	A	2	0	3	7	7	4	7																						
6	0.7500	3	0.3750	12																																													25	-	k	+	n	w	a	∅	_	K	_	N	W	A	∅	0	1	0	4	6	7	∅																							26	-	-	+	m	b	a	∅	_	_	_	M	P	A	∅	0	0	0	4	1	7	∅	27	-	k	+	n	w	a	∅	_	K	_	N	W	A	∅	0	1	0	4	6	7	∅																							28	o	ts	+	h	m	a	∅	U	C	_	H	M	A	∅	7	2	0	3	4	7	∅																						
7	0.8750	2	0.2500	12																																													25	w	-	k	+	a	∅	∅	W	_	K	_	A	∅	∅	6	0	1	0	7	∅	∅																							26	b	-	-	+	a	∅	∅	P	_	_	_	A	∅	∅	1	0	0	0	7	∅	∅	27	w	-	k	+	a	∅	∅	W	_	K	_	A	∅	∅	6	0	1	0	7	∅	∅																							28	m	o	ts	+	a	∅	∅	M	U	C	_	A	∅	∅	4	7	2	0	7	∅	∅																						
8	1.0000	1	0.1250	12																																													25	a	w	-	k	∅	∅	∅	A	W	_	K	∅	∅	∅	7	6	0	1	∅	∅	∅																							26	a	b	-	-	∅	∅	∅	A	P	_	_	∅	∅	∅	7	1	0	0	∅	∅	∅	27	a	w	-	k	∅	∅	∅	A	W	_	K	∅	∅	∅	7	6	0	1	∅	∅	∅																							28	a	m	o	ts	∅	∅	∅	A	M	U	C	∅	∅	∅	7	4	7	2	∅	∅	∅																						
1	0.1111	9	1.0000	13	29	tɬ	∅	∅	∅	iː	l	+	T	∅	∅	∅	I	L	_	1	∅	∅	∅	7	5	0																																													30	tɬ	∅	∅	∅	i	l	+	T	∅	∅	∅	I	L	_	1	∅	∅	∅	7	5	0																							31	t	∅	∅	∅	iː	l	+	T	∅	∅	∅	I	L	_	1	∅	∅	∅	7	5	0																							32	tɬ	∅	∅	∅	iː	l	+	T	∅	∅	∅	I	L	_	1	∅	∅	∅	7	5	0	33	tɬ	∅	∅	∅	i	l	+	T	∅	∅	∅	I	L	_	1	∅	∅	∅	7	5	0
2	0.2222	8	0.8889	13	29	iː	tɬ	∅	∅	l	+	t	I	T	∅	∅	L	_	T	7	1	∅	∅	5	0	1																																													30	i	tɬ	∅	∅	l	+	t	I	T	∅	∅	L	_	T	7	1	∅	∅	5	0	1																							31	iː	t	∅	∅	l	+	t	I	T	∅	∅	L	_	T	7	1	∅	∅	5	0	1																							32	iː	tɬ	∅	∅	l	+	t	I	T	∅	∅	L	_	T	7	1	∅	∅	5	0	1	33	i	tɬ	∅	∅	l	+	t	I	T	∅	∅	L	_	T	7	1	∅	∅	5	0	1
3	0.3333	7	0.7778	13	29	l	iː	tɬ	∅	+	t	i	L	I	T	∅	_	T	I	5	7	1	∅	0	1	7																																													30	l	i	tɬ	∅	+	t	i	L	I	T	∅	_	T	I	5	7	1	∅	0	1	7																							31	l	iː	t	∅	+	t	i	L	I	T	∅	_	T	I	5	7	1	∅	0	1	7																							32	l	iː	tɬ	∅	+	t	ɨ	L	I	T	∅	_	T	I	5	7	1	∅	0	1	7	33	l	i	tɬ	∅	+	t	iː	L	I	T	∅	_	T	I	5	7	1	∅	0	1	7
4	0.4444	6	0.6667	13	29	+	l	iː	tɬ	t	i	k	_	L	I	T	T	I	K	0	5	7	1	1	7	1																																													30	+	l	i	tɬ	t	i	k	_	L	I	T	T	I	K	0	5	7	1	1	7	1																							31	+	l	iː	t	t	i	k	_	L	I	T	T	I	K	0	5	7	1	1	7	1																							32	+	l	iː	tɬ	t	ɨ	-	_	L	I	T	T	I	_	0	5	7	1	1	7	0	33	+	l	i	tɬ	t	iː	k	_	L	I	T	T	I	K	0	5	7	1	1	7	1
5	0.5556	5	0.5556	13	29	t	+	l	iː	i	k	-	T	_	L	I	I	K	_	1	0	5	7	7	1	0																																													30	t	+	l	i	i	k	-	T	_	L	I	I	K	_	1	0	5	7	7	1	0																							31	t	+	l	iː	i	k	-	T	_	L	I	I	K	_	1	0	5	7	7	1	0																							32	t	+	l	iː	ɨ	-	+	T	_	L	I	I	_	_	1	0	5	7	7	0	0	33	t	+	l	i	iː	k	-	T	_	L	I	I	K	_	1	0	5	7	7	1	0
6	0.6667	4	0.4444	13	29	i	t	+	l	k	-	-	I	T	_	L	K	_	_	7	1	0	5	1	0	0																																													30	i	t	+	l	k	-	-	I	T	_	L	K	_	_	7	1	0	5	1	0	0																							31	i	t	+	l	k	-	-	I	T	_	L	K	_	_	7	1	0	5	1	0	0																							32	ɨ	t	+	l	-	+	k	I	T	_	L	_	_	K	7	1	0	5	0	0	1	33	iː	t	+	l	k	-	-	I	T	_	L	K	_	_	7	1	0	5	1	0	0
7	0.7778	3	0.3333	13	29	k	i	t	+	-	-	∅	K	I	T	_	_	_	∅	1	7	1	0	0	0	∅																																													30	k	i	t	+	-	-	∅	K	I	T	_	_	_	∅	1	7	1	0	0	0	∅																							31	k	i	t	+	-	-	∅	K	I	T	_	_	_	∅	1	7	1	0	0	0	∅																							32	-	ɨ	t	+	+	k	∅	_	I	T	_	_	K	∅	0	7	1	0	0	1	∅	33	k	iː	t	+	-	-	∅	K	I	T	_	_	_	∅	1	7	1	0	0	0	∅
8	0.8889	2	0.2222	13	29	-	k	i	t	-	∅	∅	_	K	I	T	_	∅	∅	0	1	7	1	0	∅	∅																																													30	-	k	i	t	-	∅	∅	_	K	I	T	_	∅	∅	0	1	7	1	0	∅	∅																							31	-	k	i	t	-	∅	∅	_	K	I	T	_	∅	∅	0	1	7	1	0	∅	∅																							32	+	-	ɨ	t	k	∅	∅	_	_	I	T	K	∅	∅	0	0	7	1	1	∅	∅	33	-	k	iː	t	-	∅	∅	_	K	I	T	_	∅	∅	0	1	7	1	0	∅	∅
9	1.0000	1	0.1111	13	29	-	-	k	i	∅	∅	∅	_	_	K	I	∅	∅	∅	0	0	1	7	∅	∅	∅																																													30	-	-	k	i	∅	∅	∅	_	_	K	I	∅	∅	∅	0	0	1	7	∅	∅	∅																							31	-	-	k	i	∅	∅	∅	_	_	K	I	∅	∅	∅	0	0	1	7	∅	∅	∅																							32	k	+	-	ɨ	∅	∅	∅	K	_	_	I	∅	∅	∅	1	0	0	7	∅	∅	∅	33	-	-	k	iː	∅	∅	∅	_	_	K	I	∅	∅	∅	0	0	1	7	∅	∅	∅
1	0.1429	7	1.0000	14																																													34	p	∅	∅	∅	iː	s	+	P	∅	∅	∅	I	S	_	1	∅	∅	∅	7	3	0																							35	p	∅	∅	∅	i	s	+	P	∅	∅	∅	I	S	_	1	∅	∅	∅	7	3	0																																																																																								
2	0.2857	6	0.8571	14																																													34	iː	p	∅	∅	s	+	t	I	P	∅	∅	S	_	T	7	1	∅	∅	3	0	1																							35	i	p	∅	∅	s	+	t	I	P	∅	∅	S	_	T	7	1	∅	∅	3	0	1																																																																																								
3	0.4286	5	0.7143	14																																													34	s	iː	p	∅	+	t	i	S	I	P	∅	_	T	I	3	7	1	∅	0	1	7																							35	s	i	p	∅	+	t	i	S	I	P	∅	_	T	I	3	7	1	∅	0	1	7																																																																																								
4	0.5714	4	0.5714	14																																													34	+	s	iː	p	t	i	ʔ	_	S	I	P	T	I	H	0	3	7	1	1	7	1																							35	+	s	i	p	t	i	k	_	S	I	P	T	I	K	0	3	7	1	1	7	1																																																																																								
5	0.7143	3	0.4286	14																																													34	t	+	s	iː	i	ʔ	∅	T	_	S	I	I	H	∅	1	0	3	7	7	1	∅																							35	t	+	s	i	i	k	∅	T	_	S	I	I	K	∅	1	0	3	7	7	1	∅																																																																																								
6	0.8571	2	0.2857	14																																													34	i	t	+	s	ʔ	∅	∅	I	T	_	S	H	∅	∅	7	1	0	3	1	∅	∅																							35	i	t	+	s	k	∅	∅	I	T	_	S	K	∅	∅	7	1	0	3	1	∅	∅																																																																																								
7	1.0000	1	0.1429	14																																													34	ʔ	i	t	+	∅	∅	∅	H	I	T	_	∅	∅	∅	1	7	1	0	∅	∅	∅																							35	k	i	t	+	∅	∅	∅	K	I	T	_	∅	∅	∅	1	7	1	0	∅	∅	∅																																																																																								
1	0.1667	6	1.0000	17	36	o	∅	∅	∅	-	m	i	U	∅	∅	∅	_	M	I	7	∅	∅	∅	0	4	7	37	u	∅	∅	∅	-	m	i	Y	∅	∅	∅	_	M	I	7	∅	∅	∅	0	4	7	38	o	∅	∅	∅	-	m	i	U	∅	∅	∅	_	M	I	7	∅	∅	∅	0	4	7	39	o	∅	∅	∅	h	m	i	U	∅	∅	∅	H	M	I	7	∅	∅	∅	3	4	7	40	o	∅	∅	∅	-	m	i	U	∅	∅	∅	_	M	I	7	∅	∅	∅	0	4	7	41	uː	∅	∅	∅	-	m	i	Y	∅	∅	∅	_	M	I	7	∅	∅	∅	0	4	7	42	o	∅	∅	∅	-	-	-	U	∅	∅	∅	_	_	_	7	∅	∅	∅	0	0	0	43	oː	∅	∅	∅	-	m	ɨ	U	∅	∅	∅	_	M	I	7	∅	∅	∅	0	4	7																						
2	0.3333	5	0.8333	17	36	-	o	∅	∅	m	i	+	_	U	∅	∅	M	I	_	0	7	∅	∅	4	7	0	37	-	u	∅	∅	m	i	+	_	Y	∅	∅	M	I	_	0	7	∅	∅	4	7	0	38	-	o	∅	∅	m	i	+	_	U	∅	∅	M	I	_	0	7	∅	∅	4	7	0	39	h	o	∅	∅	m	i	+	H	U	∅	∅	M	I	_	3	7	∅	∅	4	7	0	40	-	o	∅	∅	m	i	+	_	U	∅	∅	M	I	_	0	7	∅	∅	4	7	0	41	-	uː	∅	∅	m	i	+	_	Y	∅	∅	M	I	_	0	7	∅	∅	4	7	0	42	-	o	∅	∅	-	-	+	_	U	∅	∅	_	_	_	0	7	∅	∅	0	0	0	43	-	oː	∅	∅	m	ɨ	+	_	U	∅	∅	M	I	_	0	7	∅	∅	4	7	0																						
3	0.5000	4	0.6667	17	36	m	-	o	∅	i	+	tɬ	M	_	U	∅	I	_	T	4	0	7	∅	7	0	1	37	m	-	u	∅	i	+	t	M	_	Y	∅	I	_	T	4	0	7	∅	7	0	1	38	m	-	o	∅	i	+	ʔ	M	_	U	∅	I	_	H	4	0	7	∅	7	0	1	39	m	h	o	∅	i	+	tɬ	M	H	U	∅	I	_	T	4	3	7	∅	7	0	1	40	m	-	o	∅	i	+	t	M	_	U	∅	I	_	T	4	0	7	∅	7	0	1	41	m	-	uː	∅	i	+	t	M	_	Y	∅	I	_	T	4	0	7	∅	7	0	1	42	-	-	o	∅	-	+	t	_	_	U	∅	_	_	T	0	0	7	∅	0	0	1	43	m	-	oː	∅	ɨ	+	tɬ	M	_	U	∅	I	_	T	4	0	7	∅	7	0	1																						
4	0.6667	3	0.5000	17	36	i	m	-	o	+	tɬ	∅	I	M	_	U	_	T	∅	7	4	0	7	0	1	∅	37	i	m	-	u	+	t	∅	I	M	_	Y	_	T	∅	7	4	0	7	0	1	∅	38	i	m	-	o	+	ʔ	∅	I	M	_	U	_	H	∅	7	4	0	7	0	1	∅	39	i	m	h	o	+	tɬ	∅	I	M	H	U	_	T	∅	7	4	3	7	0	1	∅	40	i	m	-	o	+	t	∅	I	M	_	U	_	T	∅	7	4	0	7	0	1	∅	41	i	m	-	uː	+	t	∅	I	M	_	Y	_	T	∅	7	4	0	7	0	1	∅	42	-	-	-	o	+	t	∅	_	_	_	U	_	T	∅	0	0	0	7	0	1	∅	43	ɨ	m	-	oː	+	tɬ	∅	I	M	_	U	_	T	∅	7	4	0	7	0	1	∅																						
5	0.8333	2	0.3333	17	36	+	i	m	-	tɬ	∅	∅	_	I	M	_	T	∅	∅	0	7	4	0	1	∅	∅	37	+	i	m	-	t	∅	∅	_	I	M	_	T	∅	∅	0	7	4	0	1	∅	∅	38	+	i	m	-	ʔ	∅	∅	_	I	M	_	H	∅	∅	0	7	4	0	1	∅	∅	39	+	i	m	h	tɬ	∅	∅	_	I	M	H	T	∅	∅	0	7	4	3	1	∅	∅	40	+	i	m	-	t	∅	∅	_	I	M	_	T	∅	∅	0	7	4	0	1	∅	∅	41	+	i	m	-	t	∅	∅	_	I	M	_	T	∅	∅	0	7	4	0	1	∅	∅	42	+	-	-	-	t	∅	∅	_	_	_	_	T	∅	∅	0	0	0	0	1	∅	∅	43	+	ɨ	m	-	tɬ	∅	∅	_	I	M	_	T	∅	∅	0	7	4	0	1	∅	∅																						
6	1.0000	1	0.1667	17	36	tɬ	+	i	m	∅	∅	∅	T	_	I	M	∅	∅	∅	1	0	7	4	∅	∅	∅	37	t	+	i	m	∅	∅	∅	T	_	I	M	∅	∅	∅	1	0	7	4	∅	∅	∅	38	ʔ	+	i	m	∅	∅	∅	H	_	I	M	∅	∅	∅	1	0	7	4	∅	∅	∅	39	tɬ	+	i	m	∅	∅	∅	T	_	I	M	∅	∅	∅	1	0	7	4	∅	∅	∅	40	t	+	i	m	∅	∅	∅	T	_	I	M	∅	∅	∅	1	0	7	4	∅	∅	∅	41	t	+	i	m	∅	∅	∅	T	_	I	M	∅	∅	∅	1	0	7	4	∅	∅	∅	42	t	+	-	-	∅	∅	∅	T	_	_	_	∅	∅	∅	1	0	0	0	∅	∅	∅	43	tɬ	+	ɨ	m	∅	∅	∅	T	_	I	M	∅	∅	∅	1	0	7	4	∅	∅	∅																						
1	0.1429	7	1.0000	19	44	tʃ	∅	∅	∅	iː	tʃ	iː	T	∅	∅	∅	I	T	I	1	∅	∅	∅	7	1	7																							45	tʃ	∅	∅	∅	iː	tʃ	i	T	∅	∅	∅	I	T	I	1	∅	∅	∅	7	1	7	46	tʃ	∅	∅	∅	i	tʃ	i	T	∅	∅	∅	I	T	I	1	∅	∅	∅	7	1	7	47	tʃ	∅	∅	∅	i	tʃ	i	T	∅	∅	∅	I	T	I	1	∅	∅	∅	7	1	7																																													48	tʃ	∅	∅	∅	iː	tʃ	iː	T	∅	∅	∅	I	T	I	1	∅	∅	∅	7	1	7	49	tʃ	∅	∅	∅	i	tʃ	iː	T	∅	∅	∅	I	T	I	1	∅	∅	∅	7	1	7
2	0.2857	6	0.8571	19	44	iː	tʃ	∅	∅	tʃ	iː	w	I	T	∅	∅	T	I	W	7	1	∅	∅	1	7	6																							45	iː	tʃ	∅	∅	tʃ	i	w	I	T	∅	∅	T	I	W	7	1	∅	∅	1	7	6	46	i	tʃ	∅	∅	tʃ	i	w	I	T	∅	∅	T	I	W	7	1	∅	∅	1	7	6	47	i	tʃ	∅	∅	tʃ	i	w	I	T	∅	∅	T	I	W	7	1	∅	∅	1	7	6																																													48	iː	tʃ	∅	∅	tʃ	iː	w	I	T	∅	∅	T	I	W	7	1	∅	∅	1	7	6	49	i	tʃ	∅	∅	tʃ	iː	w	I	T	∅	∅	T	I	W	7	1	∅	∅	1	7	6
3	0.4286	5	0.7143	19	44	tʃ	iː	tʃ	∅	iː	w	a	T	I	T	∅	I	W	A	1	7	1	∅	7	6	7																							45	tʃ	iː	tʃ	∅	i	w	a	T	I	T	∅	I	W	A	1	7	1	∅	7	6	7	46	tʃ	i	tʃ	∅	i	w	a	T	I	T	∅	I	W	A	1	7	1	∅	7	6	7	47	tʃ	i	tʃ	∅	i	w	a	T	I	T	∅	I	W	A	1	7	1	∅	7	6	7																																													48	tʃ	iː	tʃ	∅	iː	w	a	T	I	T	∅	I	W	A	1	7	1	∅	7	6	7	49	tʃ	i	tʃ	∅	iː	w	a	T	I	T	∅	I	W	A	1	7	1	∅	7	6	7
4	0.5714	4	0.5714	19	44	iː	tʃ	iː	tʃ	w	a	l	I	T	I	T	W	A	L	7	1	7	1	6	7	5																							45	i	tʃ	iː	tʃ	w	a	l	I	T	I	T	W	A	L	7	1	7	1	6	7	5	46	i	tʃ	i	tʃ	w	a	l	I	T	I	T	W	A	L	7	1	7	1	6	7	5	47	i	tʃ	i	tʃ	w	a	l	I	T	I	T	W	A	L	7	1	7	1	6	7	5																																													48	iː	tʃ	iː	tʃ	w	a	l	I	T	I	T	W	A	L	7	1	7	1	6	7	5	49	iː	tʃ	i	tʃ	w	a	l	I	T	I	T	W	A	L	7	1	7	1	6	7	5
5	0.7143	3	0.4286	19	44	w	iː	tʃ	iː	a	l	∅	W	I	T	I	A	L	∅	6	7	1	7	7	5	∅																							45	w	i	tʃ	iː	a	l	∅	W	I	T	I	A	L	∅	6	7	1	7	7	5	∅	46	w	i	tʃ	i	a	l	∅	W	I	T	I	A	L	∅	6	7	1	7	7	5	∅	47	w	i	tʃ	i	a	l	∅	W	I	T	I	A	L	∅	6	7	1	7	7	5	∅																																													48	w	iː	tʃ	iː	a	l	∅	W	I	T	I	A	L	∅	6	7	1	7	7	5	∅	49	w	iː	tʃ	i	a	l	∅	W	I	T	I	A	L	∅	6	7	1	7	7	5	∅
