index	index_p	rindex	rindex_p	cogid	id_MonpaBalemu	segment_MonpaBalemu	segment_MonpaBalemu_L1	segment_MonpaBalemu_L2	segment_MonpaBalemu_L3	segment_MonpaBalemu_R1	segment_MonpaBalemu_R2	segment_MonpaBalemu_R3	SC_MonpaBalemu	SC_MonpaBalemu_L1	SC_MonpaBalemu_L2	SC_MonpaBalemu_L3	SC_MonpaBalemu_R1	SC_MonpaBalemu_R2	SC_MonpaBalemu_R3	PROSODY_MonpaBalemu	PROSODY_MonpaBalemu_L1	PROSODY_MonpaBalemu_L2	PROSODY_MonpaBalemu_L3	PROSODY_MonpaBalemu_R1	PROSODY_MonpaBalemu_R2	PROSODY_MonpaBalemu_R3	id_MonpaDirang	segment_MonpaDirang	segment_MonpaDirang_L1	segment_MonpaDirang_L2	segment_MonpaDirang_L3	segment_MonpaDirang_R1	segment_MonpaDirang_R2	segment_MonpaDirang_R3	SC_MonpaDirang	SC_MonpaDirang_L1	SC_MonpaDirang_L2	SC_MonpaDirang_L3	SC_MonpaDirang_R1	SC_MonpaDirang_R2	SC_MonpaDirang_R3	PROSODY_MonpaDirang	PROSODY_MonpaDirang_L1	PROSODY_MonpaDirang_L2	PROSODY_MonpaDirang_L3	PROSODY_MonpaDirang_R1	PROSODY_MonpaDirang_R2	PROSODY_MonpaDirang_R3	id_MonpaDirangDum	segment_MonpaDirangDum	segment_MonpaDirangDum_L1	segment_MonpaDirangDum_L2	segment_MonpaDirangDum_L3	segment_MonpaDirangDum_R1	segment_MonpaDirangDum_R2	segment_MonpaDirangDum_R3	SC_MonpaDirangDum	SC_MonpaDirangDum_L1	SC_MonpaDirangDum_L2	SC_MonpaDirangDum_L3	SC_MonpaDirangDum_R1	SC_MonpaDirangDum_R2	SC_MonpaDirangDum_R3	PROSODY_MonpaDirangDum	PROSODY_MonpaDirangDum_L1	PROSODY_MonpaDirangDum_L2	PROSODY_MonpaDirangDum_L3	PROSODY_MonpaDirangDum_R1	PROSODY_MonpaDirangDum_R2	PROSODY_MonpaDirangDum_R3	id_MonpaKalaktang	segment_MonpaKalaktang	segment_MonpaKalaktang_L1	segment_MonpaKalaktang_L2	segment_MonpaKalaktang_L3	segment_MonpaKalaktang_R1	segment_MonpaKalaktang_R2	segment_MonpaKalaktang_R3	SC_MonpaKalaktang	SC_MonpaKalaktang_L1	SC_MonpaKalaktang_L2	SC_MonpaKalaktang_L3	SC_MonpaKalaktang_R1	SC_MonpaKalaktang_R2	SC_MonpaKalaktang_R3	PROSODY_MonpaKalaktang	PROSODY_MonpaKalaktang_L1	PROSODY_MonpaKalaktang_L2	PROSODY_MonpaKalaktang_L3	PROSODY_MonpaKalaktang_R1	PROSODY_MonpaKalaktang_R2	PROSODY_MonpaKalaktang_R3	id_MonpaNamsu	segment_MonpaNamsu	segment_MonpaNamsu_L1	segment_MonpaNamsu_L2	segment_MonpaNamsu_L3	segment_MonpaNamsu_R1	segment_MonpaNamsu_R2	segment_MonpaNamsu_R3	SC_MonpaNamsu	SC_MonpaNamsu_L1	SC_MonpaNamsu_L2	SC_MonpaNamsu_L3	SC_MonpaNamsu_R1	SC_MonpaNamsu_R2	SC_MonpaNamsu_R3	PROSODY_MonpaNamsu	PROSODY_MonpaNamsu_L1	PROSODY_MonpaNamsu_L2	PROSODY_MonpaNamsu_L3	PROSODY_MonpaNamsu_R1	PROSODY_MonpaNamsu_R2	PROSODY_MonpaNamsu_R3	id_MonpaSangti	segment_MonpaSangti	segment_MonpaSangti_L1	segment_MonpaSangti_L2	segment_MonpaSangti_L3	segment_MonpaSangti_R1	segment_MonpaSangti_R2	segment_MonpaSangti_R3	SC_MonpaSangti	SC_MonpaSangti_L1	SC_MonpaSangti_L2	SC_MonpaSangti_L3	SC_MonpaSangti_R1	SC_MonpaSangti_R2	SC_MonpaSangti_R3	PROSODY_MonpaSangti	PROSODY_MonpaSangti_L1	PROSODY_MonpaSangti_L2	PROSODY_MonpaSangti_L3	PROSODY_MonpaSangti_R1	PROSODY_MonpaSangti_R2	PROSODY_MonpaSangti_R3	id_MonpaTembang	segment_MonpaTembang	segment_MonpaTembang_L1	segment_MonpaTembang_L2	segment_MonpaTembang_L3	segment_MonpaTembang_R1	segment_MonpaTembang_R2	segment_MonpaTembang_R3	SC_MonpaTembang	SC_MonpaTembang_L1	SC_MonpaTembang_L2	SC_MonpaTembang_L3	SC_MonpaTembang_R1	SC_MonpaTembang_R2	SC_MonpaTembang_R3	PROSODY_MonpaTembang	PROSODY_MonpaTembang_L1	PROSODY_MonpaTembang_L2	PROSODY_MonpaTembang_L3	PROSODY_MonpaTembang_R1	PROSODY_MonpaTembang_R2	PROSODY_MonpaTembang_R3	id_MonpaTomko	segment_MonpaTomko	segment_MonpaTomko_L1	segment_MonpaTomko_L2	segment_MonpaTomko_L3	segment_MonpaTomko_R1	segment_MonpaTomko_R2	segment_MonpaTomko_R3	SC_MonpaTomko	SC_MonpaTomko_L1	SC_MonpaTomko_L2	SC_MonpaTomko_L3	SC_MonpaTomko_R1	SC_MonpaTomko_R2	SC_MonpaTomko_R3	PROSODY_MonpaTomko	PROSODY_MonpaTomko_L1	PROSODY_MonpaTomko_L2	PROSODY_MonpaTomko_L3	PROSODY_MonpaTomko_R1	PROSODY_MonpaTomko_R2	PROSODY_MonpaTomko_R3
3	0.4286	5	0.7143	181																							28	z	i	n	∅	u	m	b	S	I	N	∅	Y	M	P	3	7	4	∅	7	4	1	29	z	i	n	∅	u	m	b	S	I	N	∅	Y	M	P	3	7	4	∅	7	4	1																							30	z	i	m	∅	u	ŋ	b	S	I	M	∅	Y	N	P	3	7	4	∅	7	4	1	31	z	u	n	∅	u	m	b	S	Y	N	∅	Y	M	P	3	7	4	∅	7	4	1	32	z	i	m	∅	u	m	b	S	I	M	∅	Y	M	P	3	7	4	∅	7	4	1	33	z	i	n	∅	u	m	b	S	I	N	∅	Y	M	P	3	7	4	∅	7	4	1
4	0.5714	4	0.5714	181																							28	u	z	i	n	m	b	a	Y	S	I	N	M	P	A	7	3	7	4	4	1	7	29	u	z	i	n	m	b	a	Y	S	I	N	M	P	A	7	3	7	4	4	1	7																							30	u	z	i	m	ŋ	b	a	Y	S	I	M	N	P	A	7	3	7	4	4	1	7	31	u	z	u	n	m	b	a	Y	S	Y	N	M	P	A	7	3	7	4	4	1	7	32	u	z	i	m	m	b	a	Y	S	I	M	M	P	A	7	3	7	4	4	1	7	33	u	z	i	n	m	b	a	Y	S	I	N	M	P	A	7	3	7	4	4	1	7
5	0.7143	3	0.4286	181																							28	m	u	z	i	b	a	∅	M	Y	S	I	P	A	∅	4	7	3	7	1	7	∅	29	m	u	z	i	b	a	∅	M	Y	S	I	P	A	∅	4	7	3	7	1	7	∅																							30	ŋ	u	z	i	b	a	∅	N	Y	S	I	P	A	∅	4	7	3	7	1	7	∅	31	m	u	z	u	b	a	∅	M	Y	S	Y	P	A	∅	4	7	3	7	1	7	∅	32	m	u	z	i	b	a	∅	M	Y	S	I	P	A	∅	4	7	3	7	1	7	∅	33	m	u	z	i	b	a	∅	M	Y	S	I	P	A	∅	4	7	3	7	1	7	∅
6	0.8571	2	0.2857	181																							28	b	m	u	z	a	∅	∅	P	M	Y	S	A	∅	∅	1	4	7	3	7	∅	∅	29	b	m	u	z	a	∅	∅	P	M	Y	S	A	∅	∅	1	4	7	3	7	∅	∅																							30	b	ŋ	u	z	a	∅	∅	P	N	Y	S	A	∅	∅	1	4	7	3	7	∅	∅	31	b	m	u	z	a	∅	∅	P	M	Y	S	A	∅	∅	1	4	7	3	7	∅	∅	32	b	m	u	z	a	∅	∅	P	M	Y	S	A	∅	∅	1	4	7	3	7	∅	∅	33	b	m	u	z	a	∅	∅	P	M	Y	S	A	∅	∅	1	4	7	3	7	∅	∅
7	1.0000	1	0.1429	181																							28	a	b	m	u	∅	∅	∅	A	P	M	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	29	a	b	m	u	∅	∅	∅	A	P	M	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																							30	a	b	ŋ	u	∅	∅	∅	A	P	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	31	a	b	m	u	∅	∅	∅	A	P	M	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	32	a	b	m	u	∅	∅	∅	A	P	M	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	33	a	b	m	u	∅	∅	∅	A	P	M	Y	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.1667	6	1.0000	200																							34	pʰ	∅	∅	∅	ɾ	a	ŋ	P	∅	∅	∅	R	A	N	1	∅	∅	∅	5	7	4	35	pʰ	∅	∅	∅	ɾ	a	ŋ	P	∅	∅	∅	R	A	N	1	∅	∅	∅	5	7	4																																													36	pʰ	∅	∅	∅	ɾ	a	ŋ	P	∅	∅	∅	R	A	N	1	∅	∅	∅	5	7	4	37	pʰ	∅	∅	∅	ɾ	a	ŋ	P	∅	∅	∅	R	A	N	1	∅	∅	∅	5	7	4																						
2	0.3333	5	0.8333	200																							34	ɾ	pʰ	∅	∅	a	ŋ	g	R	P	∅	∅	A	N	K	5	1	∅	∅	7	4	1	35	ɾ	pʰ	∅	∅	a	ŋ	g	R	P	∅	∅	A	N	K	5	1	∅	∅	7	4	1																																													36	ɾ	pʰ	∅	∅	a	ŋ	g	R	P	∅	∅	A	N	K	5	1	∅	∅	7	4	1	37	ɾ	pʰ	∅	∅	a	ŋ	g	R	P	∅	∅	A	N	K	5	1	∅	∅	7	4	1																						
3	0.5000	4	0.6667	200																							34	a	ɾ	pʰ	∅	ŋ	g	a	A	R	P	∅	N	K	A	7	5	1	∅	4	1	7	35	a	ɾ	pʰ	∅	ŋ	g	a	A	R	P	∅	N	K	A	7	5	1	∅	4	1	7																																													36	a	ɾ	pʰ	∅	ŋ	g	a	A	R	P	∅	N	K	A	7	5	1	∅	4	1	7	37	a	ɾ	pʰ	∅	ŋ	g	a	A	R	P	∅	N	K	A	7	5	1	∅	4	1	7																						
4	0.6667	3	0.5000	200																							34	ŋ	a	ɾ	pʰ	g	a	∅	N	A	R	P	K	A	∅	4	7	5	1	1	7	∅	35	ŋ	a	ɾ	pʰ	g	a	∅	N	A	R	P	K	A	∅	4	7	5	1	1	7	∅																																													36	ŋ	a	ɾ	pʰ	g	a	∅	N	A	R	P	K	A	∅	4	7	5	1	1	7	∅	37	ŋ	a	ɾ	pʰ	g	a	∅	N	A	R	P	K	A	∅	4	7	5	1	1	7	∅																						
5	0.8333	2	0.3333	200																							34	g	ŋ	a	ɾ	a	∅	∅	K	N	A	R	A	∅	∅	1	4	7	5	7	∅	∅	35	g	ŋ	a	ɾ	a	∅	∅	K	N	A	R	A	∅	∅	1	4	7	5	7	∅	∅																																													36	g	ŋ	a	ɾ	a	∅	∅	K	N	A	R	A	∅	∅	1	4	7	5	7	∅	∅	37	g	ŋ	a	ɾ	a	∅	∅	K	N	A	R	A	∅	∅	1	4	7	5	7	∅	∅																						
6	1.0000	1	0.1667	200																							34	a	g	ŋ	a	∅	∅	∅	A	K	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅	35	a	g	ŋ	a	∅	∅	∅	A	K	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅																																													36	a	g	ŋ	a	∅	∅	∅	A	K	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅	37	a	g	ŋ	a	∅	∅	∅	A	K	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅																						
1	0.2000	5	1.0000	202																																																																																									38	t	∅	∅	∅	o	ŋ	t	T	∅	∅	∅	U	N	T	1	∅	∅	∅	7	4	1																																													39	t	∅	∅	∅	o	ŋ	t	T	∅	∅	∅	U	N	T	1	∅	∅	∅	7	4	1
2	0.4000	4	0.8000	202																																																																																									38	o	t	∅	∅	ŋ	t	e	U	T	∅	∅	N	T	E	7	1	∅	∅	4	1	7																																													39	o	t	∅	∅	ŋ	t	e	U	T	∅	∅	N	T	E	7	1	∅	∅	4	1	7
3	0.6000	3	0.6000	202																																																																																									38	ŋ	o	t	∅	t	e	∅	N	U	T	∅	T	E	∅	4	7	1	∅	1	7	∅																																													39	ŋ	o	t	∅	t	e	∅	N	U	T	∅	T	E	∅	4	7	1	∅	1	7	∅
4	0.8000	2	0.4000	202																																																																																									38	t	ŋ	o	t	e	∅	∅	T	N	U	T	E	∅	∅	1	4	7	1	7	∅	∅																																													39	t	ŋ	o	t	e	∅	∅	T	N	U	T	E	∅	∅	1	4	7	1	7	∅	∅
5	1.0000	1	0.2000	202																																																																																									38	e	t	ŋ	o	∅	∅	∅	E	T	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅																																													39	e	t	ŋ	o	∅	∅	∅	E	T	N	U	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.3333	3	1.0000	210	40	g	∅	∅	∅	o	i	∅	K	∅	∅	∅	U	I	∅	1	∅	∅	∅	7	7	∅	41	g	∅	∅	∅	o	i	∅	K	∅	∅	∅	U	I	∅	1	∅	∅	∅	7	7	∅	42	g	∅	∅	∅	o	i	∅	K	∅	∅	∅	U	I	∅	1	∅	∅	∅	7	7	∅	43	g	∅	∅	∅	o	i	∅	K	∅	∅	∅	U	I	∅	1	∅	∅	∅	7	7	∅	44	g	∅	∅	∅	o	i	∅	K	∅	∅	∅	U	I	∅	1	∅	∅	∅	7	7	∅																																													45	g	∅	∅	∅	o	i	∅	K	∅	∅	∅	U	I	∅	1	∅	∅	∅	7	7	∅
2	0.6667	2	0.6667	210	40	o	g	∅	∅	i	∅	∅	U	K	∅	∅	I	∅	∅	7	1	∅	∅	7	∅	∅	41	o	g	∅	∅	i	∅	∅	U	K	∅	∅	I	∅	∅	7	1	∅	∅	7	∅	∅	42	o	g	∅	∅	i	∅	∅	U	K	∅	∅	I	∅	∅	7	1	∅	∅	7	∅	∅	43	o	g	∅	∅	i	∅	∅	U	K	∅	∅	I	∅	∅	7	1	∅	∅	7	∅	∅	44	o	g	∅	∅	i	∅	∅	U	K	∅	∅	I	∅	∅	7	1	∅	∅	7	∅	∅																																													45	o	g	∅	∅	i	∅	∅	U	K	∅	∅	I	∅	∅	7	1	∅	∅	7	∅	∅
3	1.0000	1	0.3333	210	40	i	o	g	∅	∅	∅	∅	I	U	K	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅	41	i	o	g	∅	∅	∅	∅	I	U	K	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅	42	i	o	g	∅	∅	∅	∅	I	U	K	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅	43	i	o	g	∅	∅	∅	∅	I	U	K	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅	44	i	o	g	∅	∅	∅	∅	I	U	K	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅																																													45	i	o	g	∅	∅	∅	∅	I	U	K	∅	∅	∅	∅	7	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	238	46	kʰ	∅	∅	∅	a	l	u	K	∅	∅	∅	A	L	Y	1	∅	∅	∅	7	5	7																																													47	kʰ	∅	∅	∅	a	l	u	K	∅	∅	∅	A	L	Y	1	∅	∅	∅	7	5	7																																																																			48	kʰ	∅	∅	∅	a	l	u	K	∅	∅	∅	A	L	Y	1	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	238	46	a	kʰ	∅	∅	l	u	∅	A	K	∅	∅	L	Y	∅	7	1	∅	∅	5	7	∅																																													47	a	kʰ	∅	∅	l	u	∅	A	K	∅	∅	L	Y	∅	7	1	∅	∅	5	7	∅																																																																			48	a	kʰ	∅	∅	l	u	∅	A	K	∅	∅	L	Y	∅	7	1	∅	∅	5	7	∅
3	0.7500	2	0.5000	238	46	l	a	kʰ	∅	u	∅	∅	L	A	K	∅	Y	∅	∅	5	7	1	∅	7	∅	∅																																													47	l	a	kʰ	∅	u	∅	∅	L	A	K	∅	Y	∅	∅	5	7	1	∅	7	∅	∅																																																																			48	l	a	kʰ	∅	u	∅	∅	L	A	K	∅	Y	∅	∅	5	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	238	46	u	l	a	kʰ	∅	∅	∅	Y	L	A	K	∅	∅	∅	7	5	7	1	∅	∅	∅																																													47	u	l	a	kʰ	∅	∅	∅	Y	L	A	K	∅	∅	∅	7	5	7	1	∅	∅	∅																																																																			48	u	l	a	kʰ	∅	∅	∅	Y	L	A	K	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.2000	5	1.0000	239																							49	kʰ	∅	∅	∅	a	w	a	K	∅	∅	∅	A	W	A	1	∅	∅	∅	7	6	7	50	kʰ	∅	∅	∅	a	w	a	K	∅	∅	∅	A	W	A	1	∅	∅	∅	7	6	7																																													51	kʰ	∅	∅	∅	a	w	a	K	∅	∅	∅	A	W	A	1	∅	∅	∅	7	6	7																																												
2	0.4000	4	0.8000	239																							49	a	kʰ	∅	∅	w	a	n	A	K	∅	∅	W	A	N	7	1	∅	∅	6	7	4	50	a	kʰ	∅	∅	w	a	n	A	K	∅	∅	W	A	N	7	1	∅	∅	6	7	4																																													51	a	kʰ	∅	∅	w	a	n	A	K	∅	∅	W	A	N	7	1	∅	∅	6	7	4																																												
3	0.6000	3	0.6000	239																							49	w	a	kʰ	∅	a	n	∅	W	A	K	∅	A	N	∅	6	7	1	∅	7	4	∅	50	w	a	kʰ	∅	a	n	∅	W	A	K	∅	A	N	∅	6	7	1	∅	7	4	∅																																													51	w	a	kʰ	∅	a	n	∅	W	A	K	∅	A	N	∅	6	7	1	∅	7	4	∅																																												
4	0.8000	2	0.4000	239																							49	a	w	a	kʰ	n	∅	∅	A	W	A	K	N	∅	∅	7	6	7	1	4	∅	∅	50	a	w	a	kʰ	n	∅	∅	A	W	A	K	N	∅	∅	7	6	7	1	4	∅	∅																																													51	a	w	a	kʰ	n	∅	∅	A	W	A	K	N	∅	∅	7	6	7	1	4	∅	∅																																												
5	1.0000	1	0.2000	239																							49	n	a	w	a	∅	∅	∅	N	A	W	A	∅	∅	∅	4	7	6	7	∅	∅	∅	50	n	a	w	a	∅	∅	∅	N	A	W	A	∅	∅	∅	4	7	6	7	∅	∅	∅																																													51	n	a	w	a	∅	∅	∅	N	A	W	A	∅	∅	∅	4	7	6	7	∅	∅	∅																																												
1	0.5000	2	1.0000	266	52	j	∅	∅	∅	i	∅	∅	J	∅	∅	∅	I	∅	∅	6	∅	∅	∅	7	∅	∅																																													53	j	∅	∅	∅	i	∅	∅	J	∅	∅	∅	I	∅	∅	6	∅	∅	∅	7	∅	∅																																																																																								
2	1.0000	1	0.5000	266	52	i	j	∅	∅	∅	∅	∅	I	J	∅	∅	∅	∅	∅	7	6	∅	∅	∅	∅	∅																																													53	i	j	∅	∅	∅	∅	∅	I	J	∅	∅	∅	∅	∅	7	6	∅	∅	∅	∅	∅																																																																																								
1	0.5000	2	1.0000	267																							54	dʒ	∅	∅	∅	i	∅	∅	T	∅	∅	∅	I	∅	∅	1	∅	∅	∅	7	∅	∅	55	dʒ	∅	∅	∅	i	∅	∅	T	∅	∅	∅	I	∅	∅	1	∅	∅	∅	7	∅	∅																							56	dʒ	∅	∅	∅	i	∅	∅	T	∅	∅	∅	I	∅	∅	1	∅	∅	∅	7	∅	∅	57	dʒ	∅	∅	∅	i	∅	∅	T	∅	∅	∅	I	∅	∅	1	∅	∅	∅	7	∅	∅	58	dʒ	∅	∅	∅	i	∅	∅	T	∅	∅	∅	I	∅	∅	1	∅	∅	∅	7	∅	∅	59	dʒ	∅	∅	∅	i	∅	∅	T	∅	∅	∅	I	∅	∅	1	∅	∅	∅	7	∅	∅
2	1.0000	1	0.5000	267																							54	i	dʒ	∅	∅	∅	∅	∅	I	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	55	i	dʒ	∅	∅	∅	∅	∅	I	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																							56	i	dʒ	∅	∅	∅	∅	∅	I	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	57	i	dʒ	∅	∅	∅	∅	∅	I	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	58	i	dʒ	∅	∅	∅	∅	∅	I	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	59	i	dʒ	∅	∅	∅	∅	∅	I	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅
1	0.2000	5	1.0000	276																							60	dʒ	∅	∅	∅	a	-	tʃ	T	∅	∅	∅	A	_	T	1	∅	∅	∅	7	0	1																																																																			61	dʒ	∅	∅	∅	a	ɲ	tʃ	T	∅	∅	∅	A	N	T	1	∅	∅	∅	7	4	1																																												
2	0.4000	4	0.8000	276																							60	a	dʒ	∅	∅	-	tʃ	i	A	T	∅	∅	_	T	I	7	1	∅	∅	0	1	7																																																																			61	a	dʒ	∅	∅	ɲ	tʃ	i	A	T	∅	∅	N	T	I	7	1	∅	∅	4	1	7																																												
3	0.6000	3	0.6000	276																							60	-	a	dʒ	∅	tʃ	i	∅	_	A	T	∅	T	I	∅	0	7	1	∅	1	7	∅																																																																			61	ɲ	a	dʒ	∅	tʃ	i	∅	N	A	T	∅	T	I	∅	4	7	1	∅	1	7	∅																																												
4	0.8000	2	0.4000	276																							60	tʃ	-	a	dʒ	i	∅	∅	T	_	A	T	I	∅	∅	1	0	7	1	7	∅	∅																																																																			61	tʃ	ɲ	a	dʒ	i	∅	∅	T	N	A	T	I	∅	∅	1	4	7	1	7	∅	∅																																												
5	1.0000	1	0.2000	276																							60	i	tʃ	-	a	∅	∅	∅	I	T	_	A	∅	∅	∅	7	1	0	7	∅	∅	∅																																																																			61	i	tʃ	ɲ	a	∅	∅	∅	I	T	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅																																												
1	0.1667	6	1.0000	310	62	a	∅	∅	∅	l	e	j	A	∅	∅	∅	L	E	J	7	∅	∅	∅	5	7	6																																													63	a	∅	∅	∅	l	-	-	A	∅	∅	∅	L	_	_	7	∅	∅	∅	5	0	0																																																																			64	a	∅	∅	∅	l	-	j	A	∅	∅	∅	L	_	J	7	∅	∅	∅	5	0	6
2	0.3333	5	0.8333	310	62	l	a	∅	∅	e	j	a	L	A	∅	∅	E	J	A	5	7	∅	∅	7	6	7																																													63	l	a	∅	∅	-	-	a	L	A	∅	∅	_	_	A	5	7	∅	∅	0	0	7																																																																			64	l	a	∅	∅	-	j	a	L	A	∅	∅	_	J	A	5	7	∅	∅	0	6	7
3	0.5000	4	0.6667	310	62	e	l	a	∅	j	a	k	E	L	A	∅	J	A	K	7	5	7	∅	6	7	1																																													63	-	l	a	∅	-	a	k	_	L	A	∅	_	A	K	0	5	7	∅	0	7	1																																																																			64	-	l	a	∅	j	a	k	_	L	A	∅	J	A	K	0	5	7	∅	6	7	1
4	0.6667	3	0.5000	310	62	j	e	l	a	a	k	∅	J	E	L	A	A	K	∅	6	7	5	7	7	1	∅																																													63	-	-	l	a	a	k	∅	_	_	L	A	A	K	∅	0	0	5	7	7	1	∅																																																																			64	j	-	l	a	a	k	∅	J	_	L	A	A	K	∅	6	0	5	7	7	1	∅
5	0.8333	2	0.3333	310	62	a	j	e	l	k	∅	∅	A	J	E	L	K	∅	∅	7	6	7	5	1	∅	∅																																													63	a	-	-	l	k	∅	∅	A	_	_	L	K	∅	∅	7	0	0	5	1	∅	∅																																																																			64	a	j	-	l	k	∅	∅	A	J	_	L	K	∅	∅	7	6	0	5	1	∅	∅
6	1.0000	1	0.1667	310	62	k	a	j	e	∅	∅	∅	K	A	J	E	∅	∅	∅	1	7	6	7	∅	∅	∅																																													63	k	a	-	-	∅	∅	∅	K	A	_	_	∅	∅	∅	1	7	0	0	∅	∅	∅																																																																			64	k	a	j	-	∅	∅	∅	K	A	J	_	∅	∅	∅	1	7	6	0	∅	∅	∅
1	0.5000	2	1.0000	311																							65	d	∅	∅	∅	a	∅	∅	T	∅	∅	∅	A	∅	∅	1	∅	∅	∅	7	∅	∅																																													66	d	∅	∅	∅	a	∅	∅	T	∅	∅	∅	A	∅	∅	1	∅	∅	∅	7	∅	∅	67	d	∅	∅	∅	a	∅	∅	T	∅	∅	∅	A	∅	∅	1	∅	∅	∅	7	∅	∅	68	d	∅	∅	∅	a	∅	∅	T	∅	∅	∅	A	∅	∅	1	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	311																							65	a	d	∅	∅	∅	∅	∅	A	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																																													66	a	d	∅	∅	∅	∅	∅	A	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	67	a	d	∅	∅	∅	∅	∅	A	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	68	a	d	∅	∅	∅	∅	∅	A	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																						
1	0.1667	6	1.0000	319	69	pʰ	∅	∅	∅	o	t	k	P	∅	∅	∅	U	T	K	1	∅	∅	∅	7	1	1	70	pʰ	∅	∅	∅	o	t	p	P	∅	∅	∅	U	T	P	1	∅	∅	∅	7	1	1																																													71	pʰ	∅	∅	∅	o	t	k	P	∅	∅	∅	U	T	K	1	∅	∅	∅	7	1	1	72	pʰ	∅	∅	∅	o	t	k	P	∅	∅	∅	U	T	K	1	∅	∅	∅	7	1	1	73	pʰ	∅	∅	∅	u	t	kʰ	P	∅	∅	∅	Y	T	K	1	∅	∅	∅	7	1	1	74	p	∅	∅	∅	o	t	p	P	∅	∅	∅	U	T	P	1	∅	∅	∅	7	1	1
2	0.3333	5	0.8333	319	69	o	pʰ	∅	∅	t	k	a	U	P	∅	∅	T	K	A	7	1	∅	∅	1	1	7	70	o	pʰ	∅	∅	t	p	a	U	P	∅	∅	T	P	A	7	1	∅	∅	1	1	7																																													71	o	pʰ	∅	∅	t	k	a	U	P	∅	∅	T	K	A	7	1	∅	∅	1	1	7	72	o	pʰ	∅	∅	t	k	a	U	P	∅	∅	T	K	A	7	1	∅	∅	1	1	7	73	u	pʰ	∅	∅	t	kʰ	e	Y	P	∅	∅	T	K	E	7	1	∅	∅	1	1	7	74	o	p	∅	∅	t	p	a	U	P	∅	∅	T	P	A	7	1	∅	∅	1	1	7
3	0.5000	4	0.6667	319	69	t	o	pʰ	∅	k	a	-	T	U	P	∅	K	A	_	1	7	1	∅	1	7	0	70	t	o	pʰ	∅	p	a	n	T	U	P	∅	P	A	N	1	7	1	∅	1	7	4																																													71	t	o	pʰ	∅	k	a	n	T	U	P	∅	K	A	N	1	7	1	∅	1	7	4	72	t	o	pʰ	∅	k	a	n	T	U	P	∅	K	A	N	1	7	1	∅	1	7	4	73	t	u	pʰ	∅	kʰ	e	n	T	Y	P	∅	K	E	N	1	7	1	∅	1	7	4	74	t	o	p	∅	p	a	n	T	U	P	∅	P	A	N	1	7	1	∅	1	7	4
4	0.6667	3	0.5000	319	69	k	t	o	pʰ	a	-	∅	K	T	U	P	A	_	∅	1	1	7	1	7	0	∅	70	p	t	o	pʰ	a	n	∅	P	T	U	P	A	N	∅	1	1	7	1	7	4	∅																																													71	k	t	o	pʰ	a	n	∅	K	T	U	P	A	N	∅	1	1	7	1	7	4	∅	72	k	t	o	pʰ	a	n	∅	K	T	U	P	A	N	∅	1	1	7	1	7	4	∅	73	kʰ	t	u	pʰ	e	n	∅	K	T	Y	P	E	N	∅	1	1	7	1	7	4	∅	74	p	t	o	p	a	n	∅	P	T	U	P	A	N	∅	1	1	7	1	7	4	∅
