index	index_p	rindex	rindex_p	cogid	id_MonpaBalemu	segment_MonpaBalemu	segment_MonpaBalemu_L1	segment_MonpaBalemu_L2	segment_MonpaBalemu_L3	segment_MonpaBalemu_R1	segment_MonpaBalemu_R2	segment_MonpaBalemu_R3	SC_MonpaBalemu	SC_MonpaBalemu_L1	SC_MonpaBalemu_L2	SC_MonpaBalemu_L3	SC_MonpaBalemu_R1	SC_MonpaBalemu_R2	SC_MonpaBalemu_R3	PROSODY_MonpaBalemu	PROSODY_MonpaBalemu_L1	PROSODY_MonpaBalemu_L2	PROSODY_MonpaBalemu_L3	PROSODY_MonpaBalemu_R1	PROSODY_MonpaBalemu_R2	PROSODY_MonpaBalemu_R3	id_MonpaDirang	segment_MonpaDirang	segment_MonpaDirang_L1	segment_MonpaDirang_L2	segment_MonpaDirang_L3	segment_MonpaDirang_R1	segment_MonpaDirang_R2	segment_MonpaDirang_R3	SC_MonpaDirang	SC_MonpaDirang_L1	SC_MonpaDirang_L2	SC_MonpaDirang_L3	SC_MonpaDirang_R1	SC_MonpaDirang_R2	SC_MonpaDirang_R3	PROSODY_MonpaDirang	PROSODY_MonpaDirang_L1	PROSODY_MonpaDirang_L2	PROSODY_MonpaDirang_L3	PROSODY_MonpaDirang_R1	PROSODY_MonpaDirang_R2	PROSODY_MonpaDirang_R3	id_MonpaDirangDum	segment_MonpaDirangDum	segment_MonpaDirangDum_L1	segment_MonpaDirangDum_L2	segment_MonpaDirangDum_L3	segment_MonpaDirangDum_R1	segment_MonpaDirangDum_R2	segment_MonpaDirangDum_R3	SC_MonpaDirangDum	SC_MonpaDirangDum_L1	SC_MonpaDirangDum_L2	SC_MonpaDirangDum_L3	SC_MonpaDirangDum_R1	SC_MonpaDirangDum_R2	SC_MonpaDirangDum_R3	PROSODY_MonpaDirangDum	PROSODY_MonpaDirangDum_L1	PROSODY_MonpaDirangDum_L2	PROSODY_MonpaDirangDum_L3	PROSODY_MonpaDirangDum_R1	PROSODY_MonpaDirangDum_R2	PROSODY_MonpaDirangDum_R3	id_MonpaKalaktang	segment_MonpaKalaktang	segment_MonpaKalaktang_L1	segment_MonpaKalaktang_L2	segment_MonpaKalaktang_L3	segment_MonpaKalaktang_R1	segment_MonpaKalaktang_R2	segment_MonpaKalaktang_R3	SC_MonpaKalaktang	SC_MonpaKalaktang_L1	SC_MonpaKalaktang_L2	SC_MonpaKalaktang_L3	SC_MonpaKalaktang_R1	SC_MonpaKalaktang_R2	SC_MonpaKalaktang_R3	PROSODY_MonpaKalaktang	PROSODY_MonpaKalaktang_L1	PROSODY_MonpaKalaktang_L2	PROSODY_MonpaKalaktang_L3	PROSODY_MonpaKalaktang_R1	PROSODY_MonpaKalaktang_R2	PROSODY_MonpaKalaktang_R3	id_MonpaNamsu	segment_MonpaNamsu	segment_MonpaNamsu_L1	segment_MonpaNamsu_L2	segment_MonpaNamsu_L3	segment_MonpaNamsu_R1	segment_MonpaNamsu_R2	segment_MonpaNamsu_R3	SC_MonpaNamsu	SC_MonpaNamsu_L1	SC_MonpaNamsu_L2	SC_MonpaNamsu_L3	SC_MonpaNamsu_R1	SC_MonpaNamsu_R2	SC_MonpaNamsu_R3	PROSODY_MonpaNamsu	PROSODY_MonpaNamsu_L1	PROSODY_MonpaNamsu_L2	PROSODY_MonpaNamsu_L3	PROSODY_MonpaNamsu_R1	PROSODY_MonpaNamsu_R2	PROSODY_MonpaNamsu_R3	id_MonpaSangti	segment_MonpaSangti	segment_MonpaSangti_L1	segment_MonpaSangti_L2	segment_MonpaSangti_L3	segment_MonpaSangti_R1	segment_MonpaSangti_R2	segment_MonpaSangti_R3	SC_MonpaSangti	SC_MonpaSangti_L1	SC_MonpaSangti_L2	SC_MonpaSangti_L3	SC_MonpaSangti_R1	SC_MonpaSangti_R2	SC_MonpaSangti_R3	PROSODY_MonpaSangti	PROSODY_MonpaSangti_L1	PROSODY_MonpaSangti_L2	PROSODY_MonpaSangti_L3	PROSODY_MonpaSangti_R1	PROSODY_MonpaSangti_R2	PROSODY_MonpaSangti_R3	id_MonpaTembang	segment_MonpaTembang	segment_MonpaTembang_L1	segment_MonpaTembang_L2	segment_MonpaTembang_L3	segment_MonpaTembang_R1	segment_MonpaTembang_R2	segment_MonpaTembang_R3	SC_MonpaTembang	SC_MonpaTembang_L1	SC_MonpaTembang_L2	SC_MonpaTembang_L3	SC_MonpaTembang_R1	SC_MonpaTembang_R2	SC_MonpaTembang_R3	PROSODY_MonpaTembang	PROSODY_MonpaTembang_L1	PROSODY_MonpaTembang_L2	PROSODY_MonpaTembang_L3	PROSODY_MonpaTembang_R1	PROSODY_MonpaTembang_R2	PROSODY_MonpaTembang_R3	id_MonpaTomko	segment_MonpaTomko	segment_MonpaTomko_L1	segment_MonpaTomko_L2	segment_MonpaTomko_L3	segment_MonpaTomko_R1	segment_MonpaTomko_R2	segment_MonpaTomko_R3	SC_MonpaTomko	SC_MonpaTomko_L1	SC_MonpaTomko_L2	SC_MonpaTomko_L3	SC_MonpaTomko_R1	SC_MonpaTomko_R2	SC_MonpaTomko_R3	PROSODY_MonpaTomko	PROSODY_MonpaTomko_L1	PROSODY_MonpaTomko_L2	PROSODY_MonpaTomko_L3	PROSODY_MonpaTomko_R1	PROSODY_MonpaTomko_R2	PROSODY_MonpaTomko_R3
6	0.8571	2	0.2857	55	20	a	b	i	-	-	∅	∅	A	P	I	_	_	∅	∅	7	1	7	0	0	∅	∅	21	a	b	i	ʃ	k	∅	∅	A	P	I	S	K	∅	∅	7	1	7	3	1	∅	∅																							22	a	b	i	-	-	∅	∅	A	P	I	_	_	∅	∅	7	1	7	0	0	∅	∅																							23	a	b	i	ʃ	k	∅	∅	A	P	I	S	K	∅	∅	7	1	7	3	1	∅	∅	24	i	ʃ	-	-	-	∅	∅	I	S	_	_	_	∅	∅	7	3	0	0	0	∅	∅	25	a	b	i	ʃ	k	∅	∅	A	P	I	S	K	∅	∅	7	1	7	3	1	∅	∅
7	1.0000	1	0.1429	55	20	-	a	b	i	∅	∅	∅	_	A	P	I	∅	∅	∅	0	7	1	7	∅	∅	∅	21	k	a	b	i	∅	∅	∅	K	A	P	I	∅	∅	∅	1	7	1	7	∅	∅	∅																							22	-	a	b	i	∅	∅	∅	_	A	P	I	∅	∅	∅	0	7	1	7	∅	∅	∅																							23	k	a	b	i	∅	∅	∅	K	A	P	I	∅	∅	∅	1	7	1	7	∅	∅	∅	24	-	i	ʃ	-	∅	∅	∅	_	I	S	_	∅	∅	∅	0	7	3	0	∅	∅	∅	25	k	a	b	i	∅	∅	∅	K	A	P	I	∅	∅	∅	1	7	1	7	∅	∅	∅
1	0.1000	10	1.0000	66																																													26	z	∅	∅	∅	a	m	i	S	∅	∅	∅	A	M	I	3	∅	∅	∅	7	4	7																																													27	z	∅	∅	∅	a	m	i	S	∅	∅	∅	A	M	I	3	∅	∅	∅	7	4	7																							28	z	∅	∅	∅	a	m	i	S	∅	∅	∅	A	M	I	3	∅	∅	∅	7	4	7
2	0.2000	9	0.9000	66																																													26	a	z	∅	∅	m	i	ŋ	A	S	∅	∅	M	I	N	7	3	∅	∅	4	7	4																																													27	a	z	∅	∅	m	i	n	A	S	∅	∅	M	I	N	7	3	∅	∅	4	7	4																							28	a	z	∅	∅	m	i	n	A	S	∅	∅	M	I	N	7	3	∅	∅	4	7	4
3	0.3000	8	0.8000	66																																													26	m	a	z	∅	i	ŋ	-	M	A	S	∅	I	N	_	4	7	3	∅	7	4	0																																													27	m	a	z	∅	i	n	-	M	A	S	∅	I	N	_	4	7	3	∅	7	4	0																							28	m	a	z	∅	i	n	z	M	A	S	∅	I	N	S	4	7	3	∅	7	4	3
4	0.4000	7	0.7000	66																																													26	i	m	a	z	ŋ	-	-	I	M	A	S	N	_	_	7	4	7	3	4	0	0																																													27	i	m	a	z	n	-	-	I	M	A	S	N	_	_	7	4	7	3	4	0	0																							28	i	m	a	z	n	z	i	I	M	A	S	N	S	I	7	4	7	3	4	3	7
5	0.5000	6	0.6000	66																																													26	ŋ	i	m	a	-	-	-	N	I	M	A	_	_	_	4	7	4	7	0	0	0																																													27	n	i	m	a	-	-	-	N	I	M	A	_	_	_	4	7	4	7	0	0	0																							28	n	i	m	a	z	i	m	N	I	M	A	S	I	M	4	7	4	7	3	7	4
6	0.6000	5	0.5000	66																																													26	-	ŋ	i	m	-	-	-	_	N	I	M	_	_	_	0	4	7	4	0	0	0																																													27	-	n	i	m	-	-	-	_	N	I	M	_	_	_	0	4	7	4	0	0	0																							28	z	n	i	m	i	m	b	S	N	I	M	I	M	P	3	4	7	4	7	4	1
7	0.7000	4	0.4000	66																																													26	-	-	ŋ	i	-	-	-	_	_	N	I	_	_	_	0	0	4	7	0	0	0																																													27	-	-	n	i	-	-	-	_	_	N	I	_	_	_	0	0	4	7	0	0	0																							28	i	z	n	i	m	b	u	I	S	N	I	M	P	Y	7	3	4	7	4	1	7
8	0.8000	3	0.3000	66																																													26	-	-	-	ŋ	-	-	∅	_	_	_	N	_	_	∅	0	0	0	4	0	0	∅																																													27	-	-	-	n	-	-	∅	_	_	_	N	_	_	∅	0	0	0	4	0	0	∅																							28	m	i	z	n	b	u	∅	M	I	S	N	P	Y	∅	4	7	3	4	1	7	∅
9	0.9000	2	0.2000	66																																													26	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅																																													27	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅																							28	b	m	i	z	u	∅	∅	P	M	I	S	Y	∅	∅	1	4	7	3	7	∅	∅
10	1.0000	1	0.1000	66																																													26	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅																																													27	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅																							28	u	b	m	i	∅	∅	∅	Y	P	M	I	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.3333	3	1.0000	67																																																																			29	n	∅	∅	∅	a	n	∅	N	∅	∅	∅	A	N	∅	4	∅	∅	∅	7	4	∅	30	n	∅	∅	∅	a	n	∅	N	∅	∅	∅	A	N	∅	4	∅	∅	∅	7	4	∅																																																																		
2	0.6667	2	0.6667	67																																																																			29	a	n	∅	∅	n	∅	∅	A	N	∅	∅	N	∅	∅	7	4	∅	∅	4	∅	∅	30	a	n	∅	∅	n	∅	∅	A	N	∅	∅	N	∅	∅	7	4	∅	∅	4	∅	∅																																																																		
3	1.0000	1	0.3333	67																																																																			29	n	a	n	∅	∅	∅	∅	N	A	N	∅	∅	∅	∅	4	7	4	∅	∅	∅	∅	30	n	a	n	∅	∅	∅	∅	N	A	N	∅	∅	∅	∅	4	7	4	∅	∅	∅	∅																																																																		
1	0.3333	3	1.0000	72	31	d̪	∅	∅	∅	a	n	∅	T	∅	∅	∅	A	N	∅	1	∅	∅	∅	7	4	∅																							32	d̪	∅	∅	∅	a	n	∅	T	∅	∅	∅	A	N	∅	1	∅	∅	∅	7	4	∅																																													33	d̪	∅	∅	∅	a	n	∅	T	∅	∅	∅	A	N	∅	1	∅	∅	∅	7	4	∅																																												
2	0.6667	2	0.6667	72	31	a	d̪	∅	∅	n	∅	∅	A	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅																							32	a	d̪	∅	∅	n	∅	∅	A	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅																																													33	a	d̪	∅	∅	n	∅	∅	A	T	∅	∅	N	∅	∅	7	1	∅	∅	4	∅	∅																																												
3	1.0000	1	0.3333	72	31	n	a	d̪	∅	∅	∅	∅	N	A	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																							32	n	a	d̪	∅	∅	∅	∅	N	A	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																																													33	n	a	d̪	∅	∅	∅	∅	N	A	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	74																																																																			34	n	∅	∅	∅	a	n	∅	N	∅	∅	∅	A	N	∅	4	∅	∅	∅	7	4	∅	35	n	∅	∅	∅	a	n	∅	N	∅	∅	∅	A	N	∅	4	∅	∅	∅	7	4	∅																																																																		
2	0.6667	2	0.6667	74																																																																			34	a	n	∅	∅	n	∅	∅	A	N	∅	∅	N	∅	∅	7	4	∅	∅	4	∅	∅	35	a	n	∅	∅	n	∅	∅	A	N	∅	∅	N	∅	∅	7	4	∅	∅	4	∅	∅																																																																		
3	1.0000	1	0.3333	74																																																																			34	n	a	n	∅	∅	∅	∅	N	A	N	∅	∅	∅	∅	4	7	4	∅	∅	∅	∅	35	n	a	n	∅	∅	∅	∅	N	A	N	∅	∅	∅	∅	4	7	4	∅	∅	∅	∅																																																																		
1	0.2000	5	1.0000	80	36	tʰ	∅	∅	∅	u	ŋ	-	T	∅	∅	∅	Y	N	_	1	∅	∅	∅	7	4	0	37	tʰ	∅	∅	∅	u	ŋ	g	T	∅	∅	∅	Y	N	K	1	∅	∅	∅	7	4	1																							38	tʰ	∅	∅	∅	u	ŋ	g	T	∅	∅	∅	Y	N	K	1	∅	∅	∅	7	4	1	39	tʰ	∅	∅	∅	u	ŋ	g	T	∅	∅	∅	Y	N	K	1	∅	∅	∅	7	4	1	40	tʰ	∅	∅	∅	u	ŋ	g	T	∅	∅	∅	Y	N	K	1	∅	∅	∅	7	4	1	41	tʰ	∅	∅	∅	u	ŋ	g	T	∅	∅	∅	Y	N	K	1	∅	∅	∅	7	4	1																						
2	0.4000	4	0.8000	80	36	u	tʰ	∅	∅	ŋ	-	a	Y	T	∅	∅	N	_	A	7	1	∅	∅	4	0	7	37	u	tʰ	∅	∅	ŋ	g	a	Y	T	∅	∅	N	K	A	7	1	∅	∅	4	1	7																							38	u	tʰ	∅	∅	ŋ	g	a	Y	T	∅	∅	N	K	A	7	1	∅	∅	4	1	7	39	u	tʰ	∅	∅	ŋ	g	a	Y	T	∅	∅	N	K	A	7	1	∅	∅	4	1	7	40	u	tʰ	∅	∅	ŋ	g	a	Y	T	∅	∅	N	K	A	7	1	∅	∅	4	1	7	41	u	tʰ	∅	∅	ŋ	g	a	Y	T	∅	∅	N	K	A	7	1	∅	∅	4	1	7																						
3	0.6000	3	0.6000	80	36	ŋ	u	tʰ	∅	-	a	∅	N	Y	T	∅	_	A	∅	4	7	1	∅	0	7	∅	37	ŋ	u	tʰ	∅	g	a	∅	N	Y	T	∅	K	A	∅	4	7	1	∅	1	7	∅																							38	ŋ	u	tʰ	∅	g	a	∅	N	Y	T	∅	K	A	∅	4	7	1	∅	1	7	∅	39	ŋ	u	tʰ	∅	g	a	∅	N	Y	T	∅	K	A	∅	4	7	1	∅	1	7	∅	40	ŋ	u	tʰ	∅	g	a	∅	N	Y	T	∅	K	A	∅	4	7	1	∅	1	7	∅	41	ŋ	u	tʰ	∅	g	a	∅	N	Y	T	∅	K	A	∅	4	7	1	∅	1	7	∅																						
4	0.8000	2	0.4000	80	36	-	ŋ	u	tʰ	a	∅	∅	_	N	Y	T	A	∅	∅	0	4	7	1	7	∅	∅	37	g	ŋ	u	tʰ	a	∅	∅	K	N	Y	T	A	∅	∅	1	4	7	1	7	∅	∅																							38	g	ŋ	u	tʰ	a	∅	∅	K	N	Y	T	A	∅	∅	1	4	7	1	7	∅	∅	39	g	ŋ	u	tʰ	a	∅	∅	K	N	Y	T	A	∅	∅	1	4	7	1	7	∅	∅	40	g	ŋ	u	tʰ	a	∅	∅	K	N	Y	T	A	∅	∅	1	4	7	1	7	∅	∅	41	g	ŋ	u	tʰ	a	∅	∅	K	N	Y	T	A	∅	∅	1	4	7	1	7	∅	∅																						
5	1.0000	1	0.2000	80	36	a	-	ŋ	u	∅	∅	∅	A	_	N	Y	∅	∅	∅	7	0	4	7	∅	∅	∅	37	a	g	ŋ	u	∅	∅	∅	A	K	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																							38	a	g	ŋ	u	∅	∅	∅	A	K	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	39	a	g	ŋ	u	∅	∅	∅	A	K	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	40	a	g	ŋ	u	∅	∅	∅	A	K	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	41	a	g	ŋ	u	∅	∅	∅	A	K	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																						
1	0.2000	5	1.0000	89	42	k	∅	∅	∅	a	ŋ	p	K	∅	∅	∅	A	N	P	1	∅	∅	∅	7	4	1	43	g	∅	∅	∅	a	ŋ	p	K	∅	∅	∅	A	N	P	1	∅	∅	∅	7	4	1	44	g	∅	∅	∅	a	ŋ	p	K	∅	∅	∅	A	N	P	1	∅	∅	∅	7	4	1	45	g	∅	∅	∅	a	ŋ	p	K	∅	∅	∅	A	N	P	1	∅	∅	∅	7	4	1	46	g	∅	∅	∅	a	ŋ	p	K	∅	∅	∅	A	N	P	1	∅	∅	∅	7	4	1	47	k	∅	∅	∅	a	ŋ	p	K	∅	∅	∅	A	N	P	1	∅	∅	∅	7	4	1	48	g	∅	∅	∅	a	ŋ	p	K	∅	∅	∅	A	N	P	1	∅	∅	∅	7	4	1																						
2	0.4000	4	0.8000	89	42	a	k	∅	∅	ŋ	p	o	A	K	∅	∅	N	P	U	7	1	∅	∅	4	1	7	43	a	g	∅	∅	ŋ	p	u	A	K	∅	∅	N	P	Y	7	1	∅	∅	4	1	7	44	a	g	∅	∅	ŋ	p	u	A	K	∅	∅	N	P	Y	7	1	∅	∅	4	1	7	45	a	g	∅	∅	ŋ	p	u	A	K	∅	∅	N	P	Y	7	1	∅	∅	4	1	7	46	a	g	∅	∅	ŋ	p	u	A	K	∅	∅	N	P	Y	7	1	∅	∅	4	1	7	47	a	k	∅	∅	ŋ	p	u	A	K	∅	∅	N	P	Y	7	1	∅	∅	4	1	7	48	a	g	∅	∅	ŋ	p	u	A	K	∅	∅	N	P	Y	7	1	∅	∅	4	1	7																						
3	0.6000	3	0.6000	89	42	ŋ	a	k	∅	p	o	∅	N	A	K	∅	P	U	∅	4	7	1	∅	1	7	∅	43	ŋ	a	g	∅	p	u	∅	N	A	K	∅	P	Y	∅	4	7	1	∅	1	7	∅	44	ŋ	a	g	∅	p	u	∅	N	A	K	∅	P	Y	∅	4	7	1	∅	1	7	∅	45	ŋ	a	g	∅	p	u	∅	N	A	K	∅	P	Y	∅	4	7	1	∅	1	7	∅	46	ŋ	a	g	∅	p	u	∅	N	A	K	∅	P	Y	∅	4	7	1	∅	1	7	∅	47	ŋ	a	k	∅	p	u	∅	N	A	K	∅	P	Y	∅	4	7	1	∅	1	7	∅	48	ŋ	a	g	∅	p	u	∅	N	A	K	∅	P	Y	∅	4	7	1	∅	1	7	∅																						
4	0.8000	2	0.4000	89	42	p	ŋ	a	k	o	∅	∅	P	N	A	K	U	∅	∅	1	4	7	1	7	∅	∅	43	p	ŋ	a	g	u	∅	∅	P	N	A	K	Y	∅	∅	1	4	7	1	7	∅	∅	44	p	ŋ	a	g	u	∅	∅	P	N	A	K	Y	∅	∅	1	4	7	1	7	∅	∅	45	p	ŋ	a	g	u	∅	∅	P	N	A	K	Y	∅	∅	1	4	7	1	7	∅	∅	46	p	ŋ	a	g	u	∅	∅	P	N	A	K	Y	∅	∅	1	4	7	1	7	∅	∅	47	p	ŋ	a	k	u	∅	∅	P	N	A	K	Y	∅	∅	1	4	7	1	7	∅	∅	48	p	ŋ	a	g	u	∅	∅	P	N	A	K	Y	∅	∅	1	4	7	1	7	∅	∅																						
5	1.0000	1	0.2000	89	42	o	p	ŋ	a	∅	∅	∅	U	P	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅	43	u	p	ŋ	a	∅	∅	∅	Y	P	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅	44	u	p	ŋ	a	∅	∅	∅	Y	P	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅	45	u	p	ŋ	a	∅	∅	∅	Y	P	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅	46	u	p	ŋ	a	∅	∅	∅	Y	P	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅	47	u	p	ŋ	a	∅	∅	∅	Y	P	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅	48	u	p	ŋ	a	∅	∅	∅	Y	P	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅																						
1	0.1111	9	1.0000	107	49	-	∅	∅	∅	-	d	i	_	∅	∅	∅	_	T	I	0	∅	∅	∅	0	1	7	50	-	∅	∅	∅	-	d	i	_	∅	∅	∅	_	T	I	0	∅	∅	∅	0	1	7	51	l	∅	∅	∅	i	d	i	L	∅	∅	∅	I	T	I	5	∅	∅	∅	7	1	7																							52	-	∅	∅	∅	-	d	i	_	∅	∅	∅	_	T	I	0	∅	∅	∅	0	1	7	53	-	∅	∅	∅	-	d	i	_	∅	∅	∅	_	T	I	0	∅	∅	∅	0	1	7	54	-	∅	∅	∅	-	d	i	_	∅	∅	∅	_	T	I	0	∅	∅	∅	0	1	7	55	-	∅	∅	∅	-	d	i	_	∅	∅	∅	_	T	I	0	∅	∅	∅	0	1	7
2	0.2222	8	0.8889	107	49	-	-	∅	∅	d	i	m	_	_	∅	∅	T	I	M	0	0	∅	∅	1	7	4	50	-	-	∅	∅	d	i	m	_	_	∅	∅	T	I	M	0	0	∅	∅	1	7	4	51	i	l	∅	∅	d	i	m	I	L	∅	∅	T	I	M	7	5	∅	∅	1	7	4																							52	-	-	∅	∅	d	i	m	_	_	∅	∅	T	I	M	0	0	∅	∅	1	7	4	53	-	-	∅	∅	d	i	m	_	_	∅	∅	T	I	M	0	0	∅	∅	1	7	4	54	-	-	∅	∅	d	i	m	_	_	∅	∅	T	I	M	0	0	∅	∅	1	7	4	55	-	-	∅	∅	d	i	m	_	_	∅	∅	T	I	M	0	0	∅	∅	1	7	4
3	0.3333	7	0.7778	107	49	d	-	-	∅	i	m	i	T	_	_	∅	I	M	I	1	0	0	∅	7	4	7	50	d	-	-	∅	i	m	i	T	_	_	∅	I	M	I	1	0	0	∅	7	4	7	51	d	i	l	∅	i	m	i	T	I	L	∅	I	M	I	1	7	5	∅	7	4	7																							52	d	-	-	∅	i	m	i	T	_	_	∅	I	M	I	1	0	0	∅	7	4	7	53	d	-	-	∅	i	m	i	T	_	_	∅	I	M	I	1	0	0	∅	7	4	7	54	d	-	-	∅	i	m	i	T	_	_	∅	I	M	I	1	0	0	∅	7	4	7	55	d	-	-	∅	i	m	i	T	_	_	∅	I	M	I	1	0	0	∅	7	4	7
4	0.4444	6	0.6667	107	49	i	d	-	-	m	i	n	I	T	_	_	M	I	N	7	1	0	0	4	7	4	50	i	d	-	-	m	i	n	I	T	_	_	M	I	N	7	1	0	0	4	7	4	51	i	d	i	l	m	i	-	I	T	I	L	M	I	_	7	1	7	5	4	7	0																							52	i	d	-	-	m	i	n	I	T	_	_	M	I	N	7	1	0	0	4	7	4	53	i	d	-	-	m	i	n	I	T	_	_	M	I	N	7	1	0	0	4	7	4	54	i	d	-	-	m	i	n	I	T	_	_	M	I	N	7	1	0	0	4	7	4	55	i	d	-	-	m	i	n	I	T	_	_	M	I	N	7	1	0	0	4	7	4
5	0.5556	5	0.5556	107	49	m	i	d	-	i	n	z	M	I	T	_	I	N	S	4	7	1	0	7	4	3	50	m	i	d	-	i	n	-	M	I	T	_	I	N	_	4	7	1	0	7	4	0	51	m	i	d	i	i	-	-	M	I	T	I	I	_	_	4	7	1	7	7	0	0																							52	m	i	d	-	i	n	-	M	I	T	_	I	N	_	4	7	1	0	7	4	0	53	m	i	d	-	i	n	-	M	I	T	_	I	N	_	4	7	1	0	7	4	0	54	m	i	d	-	i	n	-	M	I	T	_	I	N	_	4	7	1	0	7	4	0	55	m	i	d	-	i	n	-	M	I	T	_	I	N	_	4	7	1	0	7	4	0
6	0.6667	4	0.4444	107	49	i	m	i	d	n	z	u	I	M	I	T	N	S	Y	7	4	7	1	4	3	7	50	i	m	i	d	n	-	-	I	M	I	T	N	_	_	7	4	7	1	4	0	0	51	i	m	i	d	-	-	-	I	M	I	T	_	_	_	7	4	7	1	0	0	0																							52	i	m	i	d	n	-	-	I	M	I	T	N	_	_	7	4	7	1	4	0	0	53	i	m	i	d	n	-	-	I	M	I	T	N	_	_	7	4	7	1	4	0	0	54	i	m	i	d	n	-	-	I	M	I	T	N	_	_	7	4	7	1	4	0	0	55	i	m	i	d	n	-	-	I	M	I	T	N	_	_	7	4	7	1	4	0	0
7	0.7778	3	0.3333	107	49	n	i	m	i	z	u	∅	N	I	M	I	S	Y	∅	4	7	4	7	3	7	∅	50	n	i	m	i	-	-	∅	N	I	M	I	_	_	∅	4	7	4	7	0	0	∅	51	-	i	m	i	-	-	∅	_	I	M	I	_	_	∅	0	7	4	7	0	0	∅																							52	n	i	m	i	-	-	∅	N	I	M	I	_	_	∅	4	7	4	7	0	0	∅	53	n	i	m	i	-	-	∅	N	I	M	I	_	_	∅	4	7	4	7	0	0	∅	54	n	i	m	i	-	-	∅	N	I	M	I	_	_	∅	4	7	4	7	0	0	∅	55	n	i	m	i	-	-	∅	N	I	M	I	_	_	∅	4	7	4	7	0	0	∅
8	0.8889	2	0.2222	107	49	z	n	i	m	u	∅	∅	S	N	I	M	Y	∅	∅	3	4	7	4	7	∅	∅	50	-	n	i	m	-	∅	∅	_	N	I	M	_	∅	∅	0	4	7	4	0	∅	∅	51	-	-	i	m	-	∅	∅	_	_	I	M	_	∅	∅	0	0	7	4	0	∅	∅																							52	-	n	i	m	-	∅	∅	_	N	I	M	_	∅	∅	0	4	7	4	0	∅	∅	53	-	n	i	m	-	∅	∅	_	N	I	M	_	∅	∅	0	4	7	4	0	∅	∅	54	-	n	i	m	-	∅	∅	_	N	I	M	_	∅	∅	0	4	7	4	0	∅	∅	55	-	n	i	m	-	∅	∅	_	N	I	M	_	∅	∅	0	4	7	4	0	∅	∅
9	1.0000	1	0.1111	107	49	u	z	n	i	∅	∅	∅	Y	S	N	I	∅	∅	∅	7	3	4	7	∅	∅	∅	50	-	-	n	i	∅	∅	∅	_	_	N	I	∅	∅	∅	0	0	4	7	∅	∅	∅	51	-	-	-	i	∅	∅	∅	_	_	_	I	∅	∅	∅	0	0	0	7	∅	∅	∅																							52	-	-	n	i	∅	∅	∅	_	_	N	I	∅	∅	∅	0	0	4	7	∅	∅	∅	53	-	-	n	i	∅	∅	∅	_	_	N	I	∅	∅	∅	0	0	4	7	∅	∅	∅	54	-	-	n	i	∅	∅	∅	_	_	N	I	∅	∅	∅	0	0	4	7	∅	∅	∅	55	-	-	n	i	∅	∅	∅	_	_	N	I	∅	∅	∅	0	0	4	7	∅	∅	∅
1	0.2500	4	1.0000	116	56	tʰ	∅	∅	∅	u	l	u	T	∅	∅	∅	Y	L	Y	1	∅	∅	∅	7	5	7	57	tʰ	∅	∅	∅	u	l	i	T	∅	∅	∅	Y	L	I	1	∅	∅	∅	7	5	7	58	tʰ	∅	∅	∅	u	l	i	T	∅	∅	∅	Y	L	I	1	∅	∅	∅	7	5	7	59	tʰ	∅	∅	∅	u	l	u	T	∅	∅	∅	Y	L	Y	1	∅	∅	∅	7	5	7																							60	tʰ	∅	∅	∅	u	l	i	T	∅	∅	∅	Y	L	I	1	∅	∅	∅	7	5	7																							61	tʰ	∅	∅	∅	u	l	i	T	∅	∅	∅	Y	L	I	1	∅	∅	∅	7	5	7
