COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
4586-3			t p u ¹													
4552-3			p a ¹													
3228-3			q a ŋ ¹													
3245-3			j a ¹													
6651-3			l i k ¹													
6652-3			ʔ ə n ¹													
1817-3			l i k ¹													
1818-3			ⁿb j aː k ¹													
11052-3			f u ¹													
1230-3			l i k ¹													
3380-3			h ə t ¹													
8174-3			h a m ¹													
8599-3			ⁿd j aː m ¹													
7782-3			ⁿd j a ¹													
8294-3			l j aː k ¹													
8514-3			h aːi ¹													
9669-3			l j aː k ¹													
8531-3			p aːi ¹													
7954-3			q a p ¹													
9968-3			s a n ¹													
8040-3			t au ¹													
9304-3			p aːi ¹													
8345-3			t ə p ¹													
8765-3			ⁿd aː k ¹													
8849-3			h j aː ŋ ¹													
9286-3			ⁿd j aː ŋ ¹													
9581-3			l aː n ¹													
9267-3			l j a ¹													
8497-3			h aː n ¹													
7602-3			h aː p ¹													
8431-3			f j aː n ¹													
10036-3			s u p ¹													
10019-3			l a t ¹													
9216-3			f e ¹													
8074-3			q ə t ¹													
9511-3			q a n ¹													
8243-3			ⁿd j aː m ¹													
9250-3			ⁿd j aː m ¹													
7568-3			f aːi ¹													
8832-3			q u ¹													
8057-3			f e ¹													
7716-3			h aː p ¹													
9899-3			p aːi ¹													
7585-3			q aːi ¹													
8582-3			ⁿd j a ¹													
9097-3			l a m ¹													
10125-3			f e ¹													
9460-3			l aːi ¹													
9649-3			p aː t ¹													
9870-3			ˀn a p ¹													
8680-3			l a m ¹													
7699-3			t i t ¹													
9001-3			ŋ j aː p ¹													
9494-3			t i p ¹													
7666-3			h j aː n ¹													
9598-3			ⁿd j a k ¹													
8023-3			q a m ¹													
9053-3			h aː t ¹													
10091-3			s aː k ¹													
10002-3			pʰ j a ¹													
7765-3			t au ¹													
8800-3			f e ¹													
9934-3			q aːi ¹													
9985-3			ʔ au ¹													
7850-3			t a p ¹													
7816-3			q a m ¹													
8663-3			q a m ¹													
8697-3			t i t ¹													
9615-3			ⁿd j aː n ¹													
8362-3			t ə t ¹													
8091-3			t au ¹													
8748-3			h aːi ¹													
22-3			t aːi ¹													
11084-3			n p a ¹													
7365-3			n̥ aːi ¹													
4201-3			s p i ¹													
5841-3			f e ¹													
4640-3			t au ¹													
662-3			l ə n ¹													
384-3			n̥ aːi ¹													
5151-3			f e ¹													
1399-3			t au ¹													
5259-3			ⁿd j aː t ¹													
10353-3			f aːi ¹													
10370-3			n̥ aːi ¹													
7401-3			h a m ¹													
2958-3			h i ¹													
2770-3			n̥ o ¹													
6434-3			l j aː k ¹													
6192-3			h j i t ¹													
2231-3			h ə t ¹													
5116-3			t u ¹													
7297-3			s j aː p ¹													
3731-3			p ə k ¹													
748-3			h a m ¹													
2180-3			h a m ¹													
4107-3			l a m ¹													
2688-3			ⁿd aː n ¹													
616-3			k a n ¹													
1898-3			ⁿd a p ¹													
203-3			f aːi ¹													
897-3			ⁿb j a ¹													
10189-3			h j aː n ¹													
1592-3			s ə t ¹													
6088-3			ⁿd j aː ŋ ¹													
2975-3			ⁿd a ŋ ¹													
6714-3			h a m ¹													
731-3			q a m ¹													
2722-3			j u ¹													
5637-3			h ə t ¹													
765-3			l aː k ¹													
1695-3			q a m ¹													
2112-3			s j u ¹													
6634-3			f a ¹													
7331-3			n̥ aːi ¹													
7348-3			h a ŋ ¹													
6527-3			p au ¹													
3568-3			h a n ¹													
4378-3			f aːi ¹													
6292-3			ⁿd j aː n ¹													
3585-3			f aː n ¹													
4428-3			q a m ¹													
7046-3			h j aː ŋ ¹													
1915-3			ⁿd j aː m ¹													
4518-3			q a ŋ ¹													
2516-3			s j a ¹													
4480-3			ʔ ə n ¹													
2499-3			ⁿb j aː k ¹													
5584-3			h e ¹													
2429-3			h e ¹													
5224-3			q aːi ¹													
3464-3			ⁿd j aː k ¹													
10142-3			t a ŋ ¹													
7159-3			h a n ¹													
6599-3			l a ¹													
10207-3			l aːu ¹													
6837-3			h aː n ¹													
2654-3			f aːi ¹													
367-3			f j u k ¹													
5858-3			l j aːu ¹													
451-3			s ə n ¹													
5944-3			h aː n ¹													
512-3			l j aː k ¹													
7138-3			ʔ au ¹													
4845-3			j a ¹													
4915-3			q aː t ¹													
10570-3			p i ¹													
5300-3			ⁿd j aː n ¹													
5418-3			t i ¹ ¹													
1748-3			m aː t ¹													
3532-3			ⁿd aːi ¹													
310-3			t e ¹													
5368-3			f ə n ¹													
4321-3			t ə p ¹													
5065-3			f e ¹													
5961-3			l a k ¹													
1450-3			t au ¹													
10430-3			f e ¹													
6210-3			t t a ¹													
5468-3			h ə n ¹													
6685-3			h aːu ¹													
89-3			p i ¹													
153-3			s aːu ¹													
120-3			l j a ¹													
50-3			ʔ j a ¹													
4947-3			ⁿd aː n ¹													
8866-3			l j a k ¹													
9165-3			q ə p ¹													
7919-3			t a n ¹													
9765-3			s aː t ¹													
7520-3			ɣ aːi ¹													
8883-3			p e ¹													
8565-3			h u n ¹													
8646-3			f q a m ¹													
9686-3			ⁿd j a k ¹													
10108-3			ⁿb j aː k ¹													
10073-3			t a m ¹													
1536-3			l j u ¹													
9131-3			h aː t ¹													
8799-3			ɣ e ¹													
9721-3			ⁿd aːi ¹													
8124-3			ⁿb j aː m ¹													
8448-3			l aː ŋ ¹													
8714-3			t i t ¹													
5317-3			h u p ¹													
1138-3			f j aː n ¹													
1502-3			h a t ¹													
3109-3			h j a m ¹													
3334-3			p a ¹													
3840-3			h aː n ¹													
3748-3			ⁿd j aː k ¹													
3015-3			t i p ¹													
7262-3			q ə n ¹													
10635-3			h a t ¹													
697-3			j e ¹													
5031-3			ⁿd j a ¹													
1553-3			q a m ¹													
224-3			t p a ¹													
186-3			ⁿd j aː n ¹													
5185-3			h a m ¹													
1484-3			f aːi ¹													
1933-3			f aːi ¹													
2939-3			t o n ¹													
1000-3			k aː p ¹													
2551-3			q e m ¹													
1646-3			s u ¹													
565-3			t o ¹													
5552-3			ɕ i k ¹													
3159-3			f j a ¹													
5876-3			ⁿd aːi ¹													
1299-3			q a n ¹													
4862-3			q aː p ¹													
1180-3			t au ¹													
4008-3			k a ¹													
6774-3			f e ¹													
3875-3			h aːi ¹													
6036-3			d w a ¹													
6398-3			l j ə n ¹													
7063-3			t u n ¹													
492-3			ȶ j aː ŋ ¹													
1627-3			k a ŋ ¹													
5927-3			q a m ¹													
3951-3			l aːu ¹													
3049-3			s aː n ¹													
6684-3			l a ¹ ¹													
1850-3			l a p ¹													
3262-3			l a p ¹													
8260-3			d j e t ¹													
7551-3			t au ¹													
9564-3			h aːi ¹													
9443-3			p aːu ¹													
9545-3			h aː p ¹													
7650-3			ⁿd a t ¹													
7833-3			ⁿd j aː k ¹													
9148-3			ʔ j e ¹													
9036-3			t o ¹													
8904-3			ˀn a n ¹													
7683-3			q a m ¹													
8227-3			f e ¹													
8616-3			h aː ŋ ¹													
11112-3			l ⁿd i ¹													
11163-3			s aː n ¹													
11130-3			s aː n ¹													
7315-3			q au ¹													
10652-3			n̥ o ¹													
10653-3			h aː n ¹													
5241-3			p i ¹													
3398-3			t a t ¹													
2357-3			q u n ¹													
3696-3			ⁿd aːi ¹													
1610-3			ɣ aː ŋ ¹													
10716-3			q aː k ¹													
5722-3			h aː n ¹													
3317-3			s j a ¹													
4142-3			h a t ¹													
5705-3			ⁿd j a p ¹													
5980-3			q u p ¹													
6242-3			d j a ¹													
1344-3			s a ŋ ¹													
3194-3			ⁿd aːi ¹													
4411-3			ⁿd j aː p ¹													
7419-3			f aːi ¹													
6070-3			p au ¹													
6158-3			ⁿd j a ¹													
10295-3			f j aː n ¹													
6882-4				ɣ a t ¹												
6485-4				ⁿd a n ¹												
4690-4				m a n ¹												
5671-4				ⁿd j a n ¹												
4272-4				l ts a t ¹												
10935-4				p e ¹												
4760-4				n j a n ¹												
1881-4				f a n ¹												
4777-4				h j a t ¹												
10969-4				f a n ¹												
10970-4				f e ¹												
10206-4				f a n ¹												
6565-4				ⁿd j a n ¹												
1281-4				ⁿd j a n ¹												
10569-4				n a m ¹												
6899-4				ⁿd j a ŋ ¹												
7081-4				p e ¹												
4090-4				ⁿd a m ¹												
2197-4				h u m ¹												
3352-4				p i ¹												
3892-4				h j a t ¹												
1071-4				k a m ¹												
10313-4				f a ¹												
2671-4				ⁿd j a t ¹												
5502-4				f w a t ¹												
7382-4				ⁿd a n ¹												
932-4				ⁿd i n ¹												
533-4				f a ¹												
4159-4				f a ¹												
2804-4				n u ¹ ¹												
5451-4				f e ¹												
5773-4				ʔ e ¹												
6933-4				ʔ e ¹												
4657-4				ʔ e ¹												
4658-4				ⁿd j a ŋ ¹												
6966-4				f e ¹												
5351-4				f a ¹												
4073-4				ⁿd e ¹												
2163-4				ⁿd j a ŋ ¹												
1121-4				f m e ¹												
5790-4				h a ŋ ¹												
10413-4				f a ¹												
6731-4				f a ¹												
1645-4				f a ¹												
4914-4				f a ¹												
6175-4				f a ¹												
3092-4				h a n ¹												
1247-4				l j a n ¹												
5620-4				l j e ¹												
4897-4				f a ¹												
4811-4				k a ŋ ¹												
1213-4				p aːi ¹												
11019-4				m a ŋ ¹												
11020-4				p aːi ¹												
2129-4				ʔ u ¹ ¹												
3211-4				h a n ¹												
714-4				n u ¹ ¹												
1729-4				p e ¹												
3679-4				f a ¹												
1054-4				n j e ¹												
7448-4				m u m ¹												
582-4				l p e ¹												
4743-4				n w a n ¹												
5419-4				l j a n ¹												
5601-4				ⁿd i n ¹												
2705-4				m a m ¹												
6381-4				m a ŋ ¹												
1017-4				p a ¹												
645-4				l u ¹ ¹												
273-4				m u t ¹												
4338-4				ⁿd j a ¹ ¹												
2533-4				p i ¹												
1089-4				k u t ¹												
843-4				n a n ¹												
2787-4				n w a t ¹												
4462-4				n u n ¹												
10918-4				h a n ¹												
6582-4				f e ¹												
2070-4				p e ¹												
3075-4				n ts a t ¹												
10848-4				f a ¹												
2480-4				h a n ¹												
2214-4				p e ¹												
7225-4				m u t ¹												
3515-4				ⁿd j a m ¹												
2588-4				h a n ¹												
2908-4				ⁿd j a t ¹												
2393-4				f a ¹												
1156-4				f e ¹												
2374-4				ⁿd e ¹												
2146-4				p e ¹												
5133-4				m a m ¹												
4981-4				m u t ¹												
10239-4				f a ¹												
599-4				n j a t ¹												
5048-4				p o ¹												
6331-4				f e ¹												
290-4				t i n ¹												
311-4				h a t ¹												
3430-4				l j e ¹												
5369-4				l j e ¹												
2749-4				ⁿd a n ¹												
2621-4				l j a p ¹												
1181-4				ⁿd u ¹ ¹												
949-4				ⁿd j e ¹												
2839-4				t i n ¹												
861-4				l a ¹ ¹												
6773-4				l a ¹ ¹												
5739-4				l a ¹ ¹												
5740-4				ⁿd w ə t ¹												
3550-4				h j a m ¹												
4445-4				p a t ¹												
680-4				l a ŋ ¹												
817-4				ⁿd a n ¹												
782-4				ⁿd j a t ¹												
10396-4				n j e ¹												
4606-4				h a n ¹												
5207-4				m a n ¹												
7280-4				ⁿd m e ¹												
6983-4				ʔ j w a t ¹												
5168-4				ⁿd a ŋ ¹												
1264-4				ⁿd ʔ e ¹												
915-4				p e ¹												
1767-4				ⁿd a ŋ ¹												
10901-4				ⁿd j a ŋ ¹												
10867-4				ⁿd a ŋ ¹												
417-4				ⁿd j a n ¹												
2285-4				ⁿd n e ¹												
11002-4				p ɣ a t ¹												
6348-4				f a ¹												
