COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
5334-2		pʰ u ¹														
10797-2		n u ¹														
5688-2		n̥ a ¹														
3858-2		n u ¹														
4497-2		t o ¹														
3662-2		pʰ u ¹														
10256-2		t j u ŋ ¹														
2622-2		kʰ a u ¹														
6451-2		pʰ u ¹														
5401-2		h j u ¹ ¹														
2341-2		ʔ a ¹														
5807-2		pʰ u ¹														
7208-2		t o ¹														
799-2		l u u ¹														
3765-2		n̥ a ¹														
3263-2		m u ŋ ¹														
9477-2		pʰ u ¹														
7734-2		t j aː ŋ ¹														
7902-2		h aː t ¹														
8731-2		t aː t ¹														
8968-2		t o n ¹														
8414-2		t aː aː n ¹														
8467-2		n u ¹														
9382-2		q u p ¹														
9916-2		kʰ o n ¹														
1800-2		t j u ŋ ¹														
4964-2		h j u p ¹														
6260-2		t aː ¹														
5824-2		n̥ a ¹														
3791-2		t j u ŋ ¹														
1784-2		n e ¹														
6934-2		t u ŋ ¹														
2051-2		pʰ u ¹														
6105-2		t j o n ¹														
2856-2		n̥ a ¹														
9115-2		t a ¹														
8108-2		t au o t ¹														
7888-2		t u ¹														
7638-2		m aː n ¹														
9887-2		t j a ¹														
5981-2		n̥ o ¹														
10619-2		n̥ a ¹														
6882-3			h a t ¹													
6485-3			ȶ a n ¹													
4690-3			h a n ¹													
5671-3			t j aː n ¹													
4272-3			l j aː p ¹													
10935-3			ⁿd a ¹													
4760-3			l j aː n ¹													
1881-3			h a n ¹													
4777-3			h j a t ¹													
10969-3			h a n ¹													
10970-3			m̥ a ¹													
10206-3			h a n ¹													
6565-3			ʔ j aː n ¹													
1281-3			ʔ j aː n ¹													
10569-3			h a m ¹													
6899-3			ɕ j aː ŋ ¹													
7081-3			ʔ a ¹													
4090-3			k a m ¹													
2197-3			h a m ¹													
3352-3			ʔ a ¹													
3892-3			h j a t ¹													
1071-3			k a m ¹													
10313-3			m̥ a ¹													
2671-3			t j aː t ¹													
5502-3			h j aː k ¹													
7382-3			h j aː n ¹													
932-3			ȶ a ŋ ¹													
533-3			m̥ a ¹													
4159-3			m̥ a ¹													
2804-3			h u ¹ ¹													
5451-3			m̥ a ¹													
5773-3			ʔ a ¹													
6933-3			ʔ a ¹													
4657-3			ʔ a ¹													
4658-3			h j aː ŋ ¹													
6966-3			m̥ a ¹													
5351-3			m̥ a ¹													
4073-3			ⁿd a ¹													
2163-3			h j aː ŋ ¹													
1121-3			h ⁿd a ¹													
5790-3			h aː ŋ ¹													
10413-3			m̥ a ¹													
6731-3			m̥ a ¹													
1645-3			m̥ a ¹													
4914-3			m̥ a ¹													
6175-3			m̥ a ¹													
3092-3			h a ŋ ¹													
1247-3			l j aː n ¹													
5620-3			ɕ a u ¹													
4897-3			m̥ a ¹													
4811-3			k aː ŋ ¹													
1213-3			ⁿd a ¹													
11019-3			ʁ aː ŋ ¹													
11020-3			ⁿd a ¹													
2129-3			h a t ¹													
3211-3			h aː n ¹													
714-3			h a t ¹													
1729-3			ⁿd a ¹													
3679-3			m̥ a ¹													
1054-3			h n a ¹													
7448-3			h a m ¹													
582-3			h ʔ a ¹													
4743-3			h o n ¹													
5419-3			l j a n ¹													
5601-3			ȶ a n ¹													
2705-3			h a m ¹													
6381-3			h a ŋ ¹													
1017-3			ⁿd a ¹													
645-3			l u ¹ ¹													
273-3			h a t ¹													
4338-3			t j aː k ¹													
2533-3			ʔ a ¹													
1089-3			kʰ u p ¹													
843-3			h a n ¹													
2787-3			m̥ j a t ¹													
4462-3			h u n ¹													
10918-3			h a m ¹													
6582-3			m̥ a ¹													
2070-3			ⁿd a ¹													
3075-3			h k aː t ¹													
10848-3			m̥ a ¹													
2480-3			ȶ a n ¹													
2214-3			ʔ a ¹													
7225-3			h a t ¹													
3515-3			ⁿb j a m ¹													
2588-3			ȶ a n ¹													
2908-3			t j aː t ¹													
2393-3			m̥ a ¹													
1156-3			m̥ a ¹													
2374-3			ⁿd a ¹													
2146-3			ⁿd a ¹													
5133-3			h a n ¹													
4981-3			h a ¹ ¹													
10239-3			m̥ a ¹													
599-3			l j aː t ¹													
5048-3			ʔ a ¹													
6331-3			m̥ a ¹													
290-3			ȶ a n ¹													
311-3			h a t ¹													
3430-3			l j a ¹													
5369-3			l j a ¹													
2749-3			h j o n ¹													
2621-3			l j u p ¹													
1181-3			t a t ¹													
949-3			t j u ¹													
2839-3			ȶ i n ¹													
861-3			l aː t ¹													
6773-3			l aː t ¹													
5739-3			l aː ¹ ¹													
5740-3			h j a t ¹													
3550-3			h j a m ¹													
4445-3			ȶ j u t ¹													
680-3			l a ŋ ¹													
817-3			ȶ a n ¹													
782-3			t j aː t ¹													
10396-3			l j u ¹													
4606-3			h aː n ¹													
5207-3			h a n ¹													
7280-3			ȶ m̥ a ¹													
6983-3			ʔ j j aː t ¹													
5168-3			k u ŋ ¹													
1264-3			ȶ ʔ u ¹													
915-3			ʔ a ¹													
1767-3			h a ŋ ¹													
10901-3			ʔ j aː ŋ ¹													
10867-3			ȶ o ŋ ¹													
417-3			ʔ j aː n ¹													
2285-3			t u a ¹													
11002-3			t h aː t ¹													
6348-3			m̥ a ¹													
6349-3			j a n ¹													
10602-3			ȶ a n ¹													
5654-3			l j aː n ¹													
880-3			l a ¹													
983-3			h aː n ¹													
2033-3			ʔ a ¹													
1433-3			ɕ j a ¹													
1467-3			h a t ¹													
469-3			t j a m ¹													
3127-3			l j a ¹													
4623-3			m̥ a ¹													
7099-3			l j a k ¹													
4726-3			h j aː n ¹													
10465-3			h a ŋ ¹													
5519-3			h a n ¹													
5893-3			t o n ¹													
2857-3			ȶ i n ¹													
3645-3			h a n ¹													
3032-3			h j aː ŋ ¹													
2088-3			h j aː n ¹													
2463-3			ʔ a ¹													
4794-3			l a ¹													
4569-3			l u ŋ ¹													
4586-3			ȶ ʔ a ¹													
4552-3			ⁿd a ¹													
3228-3			k a ŋ ¹													
3245-3			j a ¹													
6651-3			l a ¹ ¹													
6652-3			ȶ a ŋ ¹													
1817-3			l a ¹ ¹													
1818-3			ⁿd j aː t ¹													
11052-3			m̥ a ¹													
1230-3			l a ¹ ¹													
3380-3			h a t ¹													
8174-3			h a m ¹													
8599-3			ⁿb j a m ¹													
7782-3			t j a ¹													
8294-3			l j aː k ¹													
8514-3			m̥ a ¹													
9669-3			l j a k ¹													
8531-3			ʔ a ¹													
7954-3			ʔ u t ¹													
9968-3			h a m ¹													
8040-3			ⁿd a ¹													
9304-3			ʔ a ¹													
8345-3			t o ¹ ¹													
8765-3			t j aː k ¹													
8849-3			h j aː ŋ ¹													
9286-3			ʔ j aː ŋ ¹													
9581-3			h o n ¹													
9267-3			l j a ¹													
8497-3			h aː n ¹													
7602-3			h a t ¹													
8431-3			l j aː ŋ ¹													
10036-3			h a t ¹													
10019-3			j a ¹ ¹													
9216-3			m̥ a ¹													
8074-3			k a t ¹													
9511-3			ȶ a n ¹													
8243-3			t j a m ¹													
9250-3			t j a ŋ ¹													
7568-3			m̥ a ¹													
8832-3			ʔ a ¹													
8057-3			m̥ a ¹													
7716-3			h u p ¹													
9899-3			ʔ a ¹													
7585-3			ʔ a ¹													
8582-3			h j a ¹													
9097-3			l a m ¹													
10125-3			m̥ a ¹													
9460-3			l a ¹													
9649-3			ȶ j u t ¹													
9870-3			h a t ¹													
8680-3			h a m ¹													
7699-3			ȶ a ¹ ¹													
9001-3			h j aː t ¹													
9494-3			ȶ i ¹ ¹													
7666-3			h j aː n ¹													
9598-3			t j a t ¹													
8023-3			k a m ¹													
9053-3			h j aː t ¹													
10091-3			h j aː k ¹													
10002-3			t j a ¹													
7765-3			ʔ a ¹													
8800-3			m̥ a ¹													
9934-3			ⁿd a ¹													
9985-3			ʔ a ¹													
7850-3			t u t ¹													
7816-3			k a m ¹													
8663-3			ʔ a m ¹													
8697-3			ȶ a ¹ ¹													
9615-3			t j aː n ¹													
8362-3			t a t ¹													
8091-3			ʔ a ¹													
8748-3			m̥ a ¹													
22-3			ʔ a ¹													
11084-3			h ⁿd a ¹													
7365-3			m̥ a ¹													
4201-3			h ʔ a ¹													
5841-3			m̥ a ¹													
4640-3			ⁿd a ¹													
662-3			l a n ¹													
384-3			l a ¹													
5151-3			m̥ a ¹													
1399-3			ʔ a ¹													
5259-3			ʔ j aː t ¹													
10353-3			m̥ a ¹													
10370-3			m̥ a ¹													
7401-3			h a m ¹													
2958-3			m̥ a ¹													
2770-3			m̥ a ¹													
6434-3			l j aː k ¹													
6192-3			h j a t ¹													
2231-3			k aː t ¹													
5116-3			ʔ a ¹													
7297-3			h j u p ¹													
3731-3			k a t ¹													
748-3			h a m ¹													
2180-3			h a m ¹													
4107-3			ŋ a m ¹													
2688-3			h j o n ¹													
616-3			k a ŋ ¹													
1898-3			h a t ¹													
203-3			m̥ a ¹													
897-3			h j a ¹													
10189-3			h j aː n ¹													
1592-3			h a t ¹													
6088-3			t j aː ŋ ¹													
2975-3			ȶ aː ŋ ¹													
6714-3			h a m ¹													
731-3			k a m ¹													
2722-3			j a ¹													
5637-3			k aː t ¹													
765-3			l j a t ¹													
1695-3			h a m ¹													
2112-3			ɕ j u ¹													
6634-3			m̥ a ¹													
7331-3			m̥ a ¹													
7348-3			h a ŋ ¹													
6527-3			ʔ a ¹													
3568-3			h a n ¹													
4378-3			m̥ a ¹													
6292-3			t j aː n ¹													
3585-3			h j aː ŋ ¹													
4428-3			k a m ¹													
7046-3			h j aː ŋ ¹													
1915-3			t j a m ¹													
4518-3			k u ŋ ¹													
2516-3			ɕ j u ¹													
4480-3			ȶ a ŋ ¹													
2499-3			ⁿd j aː t ¹													
5584-3			ʔ a ¹													
2429-3			m̥ a ¹													
5224-3			ʔ a ¹													
3464-3			f j aː t ¹													
10142-3			t o ŋ ¹													
7159-3			h aː n ¹													
6599-3			l a ¹													
10207-3			m̥ u ¹													
6837-3			h aː n ¹													
2654-3			m̥ a ¹													
367-3			f j aː k ¹													
5858-3			h aː a ¹													
451-3			h a m ¹													
5944-3			h aː ŋ ¹													
512-3			l j u k ¹													
7138-3			ʔ a ¹													
4845-3			l a ¹													
4915-3			k a t ¹													
10570-3			ⁿd u ¹													
5300-3			ⁿd j o n ¹													
5418-3			ȶ a ¹ ¹													
1748-3			h aː t ¹													
3532-3			ⁿd u ¹													
310-3			ʔ a ¹													
5368-3			h a ŋ ¹													
4321-3			ȶ a t ¹													
5065-3			ʔ a ¹													
5961-3			h a t ¹													
1450-3			t a ¹													
10430-3			ʔ a ¹													
6210-3			t ʔ a ¹													
5468-3			h a n ¹													
6685-3			l a ¹													
89-3			ʔ a ¹													
153-3			m̥ u ¹													
120-3			l j u ¹													
50-3			ʔ j a ¹													
4947-3			ȶ aː n ¹													
8866-3			l j a ¹ ¹													
9165-3			k a t ¹													
7919-3			ȶ a m ¹													
9765-3			h aː t ¹													
7520-3			m̥ a ¹													
8883-3			ʔ a ¹													
8565-3			h aː n ¹													
8646-3			ȶ j aː m ¹													
9686-3			t j a t ¹													
10108-3			t j aː t ¹													
10073-3			k a n ¹													
1536-3			l j a ¹													
9131-3			h aː t ¹													
8799-3			l aːu ¹													
9721-3			ⁿd a ¹													
8124-3			t j a m ¹													
8448-3			l a m ¹													
8714-3			ȶ a t ¹													
5317-3			h u ¹ ¹													
1138-3			t j o n ¹													
1502-3			h a t ¹													
3109-3			h j a m ¹													
3334-3			ʔ u ¹													
3840-3			h aː m ¹													
3748-3			h j aː k ¹													
3015-3			t j ¹ ¹													
7262-3			k a m ¹													
10635-3			h a t ¹													
697-3			m̥ a ¹													
5031-3			t j a ¹													
1553-3			k o m ¹													
224-3			t ʔ aːu ¹													
186-3			t j a ŋ ¹													
5185-3			h a m ¹													
1484-3			m̥ a ¹													
1933-3			m̥ a ¹													
2939-3			ȶ aː ŋ ¹													
1000-3			ȶ u ¹ ¹													
2551-3			k aː ŋ ¹													
1646-3			m̥ a ¹													
565-3			ʔ a ¹													
5552-3			h j aːu k ¹													
3159-3			h ⁿd a ¹													
5876-3			ⁿd a ¹													
1299-3			h aː n ¹													
4862-3			k j k ¹													
1180-3			ʔ o ¹													
4008-3			kʰ a ¹ ¹													
6774-3			m̥ a ¹													
3875-3			m̥ a ¹													
6036-3			k j a ¹													
6398-3			l j aː ŋ ¹													
7063-3			ȶ aː n ¹													
492-3			t j i n ¹													
1627-3			k u m ¹													
5927-3			h aː m ¹													
3951-3			l a ¹													
3049-3			h aː ŋ ¹													
6684-3			l u ¹ ¹													
1850-3			h o t ¹													
3262-3			h o t ¹													
8260-3			k j aː ¹ ¹													
7551-3			ʔ a ¹													
9564-3			m̥ u ¹													
9443-3			ⁿd aːu ¹													
9545-3			h a p ¹													
7650-3			t j a t ¹													
7833-3			t j aː t ¹													
9148-3			ʔ a a ¹													
9036-3			ⁿd a ¹													
