index	index_p	rindex	rindex_p	cogid	id_cojubim	segment_cojubim	segment_cojubim_L1	segment_cojubim_L2	segment_cojubim_L3	segment_cojubim_R1	segment_cojubim_R2	segment_cojubim_R3	SC_cojubim	SC_cojubim_L1	SC_cojubim_L2	SC_cojubim_L3	SC_cojubim_R1	SC_cojubim_R2	SC_cojubim_R3	PROSODY_cojubim	PROSODY_cojubim_L1	PROSODY_cojubim_L2	PROSODY_cojubim_L3	PROSODY_cojubim_R1	PROSODY_cojubim_R2	PROSODY_cojubim_R3	id_jaru	segment_jaru	segment_jaru_L1	segment_jaru_L2	segment_jaru_L3	segment_jaru_R1	segment_jaru_R2	segment_jaru_R3	SC_jaru	SC_jaru_L1	SC_jaru_L2	SC_jaru_L3	SC_jaru_R1	SC_jaru_R2	SC_jaru_R3	PROSODY_jaru	PROSODY_jaru_L1	PROSODY_jaru_L2	PROSODY_jaru_L3	PROSODY_jaru_R1	PROSODY_jaru_R2	PROSODY_jaru_R3	id_kitemoka	segment_kitemoka	segment_kitemoka_L1	segment_kitemoka_L2	segment_kitemoka_L3	segment_kitemoka_R1	segment_kitemoka_R2	segment_kitemoka_R3	SC_kitemoka	SC_kitemoka_L1	SC_kitemoka_L2	SC_kitemoka_L3	SC_kitemoka_R1	SC_kitemoka_R2	SC_kitemoka_R3	PROSODY_kitemoka	PROSODY_kitemoka_L1	PROSODY_kitemoka_L2	PROSODY_kitemoka_L3	PROSODY_kitemoka_R1	PROSODY_kitemoka_R2	PROSODY_kitemoka_R3	id_more	segment_more	segment_more_L1	segment_more_L2	segment_more_L3	segment_more_R1	segment_more_R2	segment_more_R3	SC_more	SC_more_L1	SC_more_L2	SC_more_L3	SC_more_R1	SC_more_R2	SC_more_R3	PROSODY_more	PROSODY_more_L1	PROSODY_more_L2	PROSODY_more_L3	PROSODY_more_R1	PROSODY_more_R2	PROSODY_more_R3	id_orowin	segment_orowin	segment_orowin_L1	segment_orowin_L2	segment_orowin_L3	segment_orowin_R1	segment_orowin_R2	segment_orowin_R3	SC_orowin	SC_orowin_L1	SC_orowin_L2	SC_orowin_L3	SC_orowin_R1	SC_orowin_R2	SC_orowin_R3	PROSODY_orowin	PROSODY_orowin_L1	PROSODY_orowin_L2	PROSODY_orowin_L3	PROSODY_orowin_R1	PROSODY_orowin_R2	PROSODY_orowin_R3	id_tapakura	segment_tapakura	segment_tapakura_L1	segment_tapakura_L2	segment_tapakura_L3	segment_tapakura_R1	segment_tapakura_R2	segment_tapakura_R3	SC_tapakura	SC_tapakura_L1	SC_tapakura_L2	SC_tapakura_L3	SC_tapakura_R1	SC_tapakura_R2	SC_tapakura_R3	PROSODY_tapakura	PROSODY_tapakura_L1	PROSODY_tapakura_L2	PROSODY_tapakura_L3	PROSODY_tapakura_R1	PROSODY_tapakura_R2	PROSODY_tapakura_R3	id_tora	segment_tora	segment_tora_L1	segment_tora_L2	segment_tora_L3	segment_tora_R1	segment_tora_R2	segment_tora_R3	SC_tora	SC_tora_L1	SC_tora_L2	SC_tora_L3	SC_tora_R1	SC_tora_R2	SC_tora_R3	PROSODY_tora	PROSODY_tora_L1	PROSODY_tora_L2	PROSODY_tora_L3	PROSODY_tora_R1	PROSODY_tora_R2	PROSODY_tora_R3	id_urupa	segment_urupa	segment_urupa_L1	segment_urupa_L2	segment_urupa_L3	segment_urupa_R1	segment_urupa_R2	segment_urupa_R3	SC_urupa	SC_urupa_L1	SC_urupa_L2	SC_urupa_L3	SC_urupa_R1	SC_urupa_R2	SC_urupa_R3	PROSODY_urupa	PROSODY_urupa_L1	PROSODY_urupa_L2	PROSODY_urupa_L3	PROSODY_urupa_R1	PROSODY_urupa_R2	PROSODY_urupa_R3	id_wanyam	segment_wanyam	segment_wanyam_L1	segment_wanyam_L2	segment_wanyam_L3	segment_wanyam_R1	segment_wanyam_R2	segment_wanyam_R3	SC_wanyam	SC_wanyam_L1	SC_wanyam_L2	SC_wanyam_L3	SC_wanyam_R1	SC_wanyam_R2	SC_wanyam_R3	PROSODY_wanyam	PROSODY_wanyam_L1	PROSODY_wanyam_L2	PROSODY_wanyam_L3	PROSODY_wanyam_R1	PROSODY_wanyam_R2	PROSODY_wanyam_R3	id_wari	segment_wari	segment_wari_L1	segment_wari_L2	segment_wari_L3	segment_wari_R1	segment_wari_R2	segment_wari_R3	SC_wari	SC_wari_L1	SC_wari_L2	SC_wari_L3	SC_wari_R1	SC_wari_R2	SC_wari_R3	PROSODY_wari	PROSODY_wari_L1	PROSODY_wari_L2	PROSODY_wari_L3	PROSODY_wari_R1	PROSODY_wari_R2	PROSODY_wari_R3
2	0.3333	5	0.8333	10																																																																			26	i	t	∅	∅	-	k	o	I	T	∅	∅	_	K	U	7	1	∅	∅	0	1	7																																													27	e	t	∅	∅	o	k	a	E	T	∅	∅	U	K	A	7	1	∅	∅	7	1	7																																													28	-	-	∅	∅	-	k	a	_	_	∅	∅	_	K	A	0	0	∅	∅	0	1	7
3	0.5000	4	0.6667	10																																																																			26	-	i	t	∅	k	o	w	_	I	T	∅	K	U	W	0	7	1	∅	1	7	6																																													27	o	e	t	∅	k	a	j	U	E	T	∅	K	A	J	7	7	1	∅	1	7	6																																													28	-	-	-	∅	k	a	ɲ	_	_	_	∅	K	A	N	0	0	0	∅	1	7	4
4	0.6667	3	0.5000	10																																																																			26	k	-	i	t	o	w	∅	K	_	I	T	U	W	∅	1	0	7	1	7	6	∅																																													27	k	o	e	t	a	j	∅	K	U	E	T	A	J	∅	1	7	7	1	7	6	∅																																													28	k	-	-	-	a	ɲ	∅	K	_	_	_	A	N	∅	1	0	0	0	7	4	∅
5	0.8333	2	0.3333	10																																																																			26	o	k	-	i	w	∅	∅	U	K	_	I	W	∅	∅	7	1	0	7	6	∅	∅																																													27	a	k	o	e	j	∅	∅	A	K	U	E	J	∅	∅	7	1	7	7	6	∅	∅																																													28	a	k	-	-	ɲ	∅	∅	A	K	_	_	N	∅	∅	7	1	0	0	4	∅	∅
6	1.0000	1	0.1667	10																																																																			26	w	o	k	-	∅	∅	∅	W	U	K	_	∅	∅	∅	6	7	1	0	∅	∅	∅																																													27	j	a	k	o	∅	∅	∅	J	A	K	U	∅	∅	∅	6	7	1	7	∅	∅	∅																																													28	ɲ	a	k	-	∅	∅	∅	N	A	K	_	∅	∅	∅	4	7	1	0	∅	∅	∅
1	0.2000	5	1.0000	11																																																																																									29	m	∅	∅	∅	i	j	a	M	∅	∅	∅	I	J	A	4	∅	∅	∅	7	6	7																							30	-	∅	∅	∅	-	j	a	_	∅	∅	∅	_	J	A	0	∅	∅	∅	0	6	7																																													31	m	∅	∅	∅	i	j	a	M	∅	∅	∅	I	J	A	4	∅	∅	∅	7	6	7
2	0.4000	4	0.8000	11																																																																																									29	i	m	∅	∅	j	a	ʔ	I	M	∅	∅	J	A	H	7	4	∅	∅	6	7	1																							30	-	-	∅	∅	j	a	b	_	_	∅	∅	J	A	P	0	0	∅	∅	6	7	1																																													31	i	m	∅	∅	j	a	-	I	M	∅	∅	J	A	_	7	4	∅	∅	6	7	0
3	0.6000	3	0.6000	11																																																																																									29	j	i	m	∅	a	ʔ	∅	J	I	M	∅	A	H	∅	6	7	4	∅	7	1	∅																							30	j	-	-	∅	a	b	∅	J	_	_	∅	A	P	∅	6	0	0	∅	7	1	∅																																													31	j	i	m	∅	a	-	∅	J	I	M	∅	A	_	∅	6	7	4	∅	7	0	∅
4	0.8000	2	0.4000	11																																																																																									29	a	j	i	m	ʔ	∅	∅	A	J	I	M	H	∅	∅	7	6	7	4	1	∅	∅																							30	a	j	-	-	b	∅	∅	A	J	_	_	P	∅	∅	7	6	0	0	1	∅	∅																																													31	a	j	i	m	-	∅	∅	A	J	I	M	_	∅	∅	7	6	7	4	0	∅	∅
5	1.0000	1	0.2000	11																																																																																									29	ʔ	a	j	i	∅	∅	∅	H	A	J	I	∅	∅	∅	1	7	6	7	∅	∅	∅																							30	b	a	j	-	∅	∅	∅	P	A	J	_	∅	∅	∅	1	7	6	0	∅	∅	∅																																													31	-	a	j	i	∅	∅	∅	_	A	J	I	∅	∅	∅	0	7	6	7	∅	∅	∅
1	0.2500	4	1.0000	12	32	n	∅	∅	∅	a	p	a	N	∅	∅	∅	A	P	A	4	∅	∅	∅	7	1	7																																													33	n	∅	∅	∅	a	p	a	N	∅	∅	∅	A	P	A	4	∅	∅	∅	7	1	7	34	n	∅	∅	∅	a	p	a	N	∅	∅	∅	A	P	A	4	∅	∅	∅	7	1	7																																																																																																														
2	0.5000	3	0.7500	12	32	a	n	∅	∅	p	a	∅	A	N	∅	∅	P	A	∅	7	4	∅	∅	1	7	∅																																													33	a	n	∅	∅	p	a	∅	A	N	∅	∅	P	A	∅	7	4	∅	∅	1	7	∅	34	a	n	∅	∅	p	a	∅	A	N	∅	∅	P	A	∅	7	4	∅	∅	1	7	∅																																																																																																														
3	0.7500	2	0.5000	12	32	p	a	n	∅	a	∅	∅	P	A	N	∅	A	∅	∅	1	7	4	∅	7	∅	∅																																													33	p	a	n	∅	a	∅	∅	P	A	N	∅	A	∅	∅	1	7	4	∅	7	∅	∅	34	p	a	n	∅	a	∅	∅	P	A	N	∅	A	∅	∅	1	7	4	∅	7	∅	∅																																																																																																														
4	1.0000	1	0.2500	12	32	a	p	a	n	∅	∅	∅	A	P	A	N	∅	∅	∅	7	1	7	4	∅	∅	∅																																													33	a	p	a	n	∅	∅	∅	A	P	A	N	∅	∅	∅	7	1	7	4	∅	∅	∅	34	a	p	a	n	∅	∅	∅	A	P	A	N	∅	∅	∅	7	1	7	4	∅	∅	∅																																																																																																														
1	0.1250	8	1.0000	18																																																																																									35	k	∅	∅	∅	a	-	w	K	∅	∅	∅	A	_	W	1	∅	∅	∅	7	0	6																																																																																									36	t	∅	∅	∅	o	k	w	T	∅	∅	∅	U	K	W	1	∅	∅	∅	7	1	6
2	0.2500	7	0.8750	18																																																																																									35	a	k	∅	∅	-	w	a	A	K	∅	∅	_	W	A	7	1	∅	∅	0	6	7																																																																																									36	o	t	∅	∅	k	w	-	U	T	∅	∅	K	W	_	7	1	∅	∅	1	6	0
3	0.3750	6	0.7500	18																																																																																									35	-	a	k	∅	w	a	s	_	A	K	∅	W	A	S	0	7	1	∅	6	7	3																																																																																									36	k	o	t	∅	w	-	-	K	U	T	∅	W	_	_	1	7	1	∅	6	0	0
4	0.5000	5	0.6250	18																																																																																									35	w	-	a	k	a	s	a	W	_	A	K	A	S	A	6	0	7	1	7	3	7																																																																																									36	w	k	o	t	-	-	a	W	K	U	T	_	_	A	6	1	7	1	0	0	7
5	0.6250	4	0.5000	18																																																																																									35	a	w	-	a	s	a	n	A	W	_	A	S	A	N	7	6	0	7	3	7	4																																																																																									36	-	w	k	o	-	a	n	_	W	K	U	_	A	N	0	6	1	7	0	7	4
6	0.7500	3	0.3750	18																																																																																									35	s	a	w	-	a	n	∅	S	A	W	_	A	N	∅	3	7	6	0	7	4	∅																																																																																									36	-	-	w	k	a	n	∅	_	_	W	K	A	N	∅	0	0	6	1	7	4	∅
7	0.8750	2	0.2500	18																																																																																									35	a	s	a	w	n	∅	∅	A	S	A	W	N	∅	∅	7	3	7	6	4	∅	∅																																																																																									36	a	-	-	w	n	∅	∅	A	_	_	W	N	∅	∅	7	0	0	6	4	∅	∅
8	1.0000	1	0.1250	18																																																																																									35	n	a	s	a	∅	∅	∅	N	A	S	A	∅	∅	∅	4	7	3	7	∅	∅	∅																																																																																									36	n	a	-	-	∅	∅	∅	N	A	_	_	∅	∅	∅	4	7	0	0	∅	∅	∅
1	0.1250	8	1.0000	21	37	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0																																													38	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0	39	k	∅	∅	∅	a	w	a	K	∅	∅	∅	A	W	A	1	∅	∅	∅	7	6	7	40	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0	41	k	∅	∅	∅	-	w	a	K	∅	∅	∅	_	W	A	1	∅	∅	∅	0	6	7																							42	k	∅	∅	∅	a	w	a	K	∅	∅	∅	A	W	A	1	∅	∅	∅	7	6	7																						
2	0.2500	7	0.8750	21	37	-	-	∅	∅	-	-	t	_	_	∅	∅	_	_	T	0	0	∅	∅	0	0	1																																													38	-	-	∅	∅	-	-	t	_	_	∅	∅	_	_	T	0	0	∅	∅	0	0	1	39	a	k	∅	∅	w	a	s	A	K	∅	∅	W	A	S	7	1	∅	∅	6	7	3	40	-	-	∅	∅	-	-	t	_	_	∅	∅	_	_	T	0	0	∅	∅	0	0	1	41	-	k	∅	∅	w	a	t	_	K	∅	∅	W	A	T	0	1	∅	∅	6	7	1																							42	a	k	∅	∅	w	a	tʃ	A	K	∅	∅	W	A	T	7	1	∅	∅	6	7	1																						
3	0.3750	6	0.7500	21	37	-	-	-	∅	-	t	a	_	_	_	∅	_	T	A	0	0	0	∅	0	1	7																																													38	-	-	-	∅	-	t	a	_	_	_	∅	_	T	A	0	0	0	∅	0	1	7	39	w	a	k	∅	a	s	a	W	A	K	∅	A	S	A	6	7	1	∅	7	3	7	40	-	-	-	∅	-	t	a	_	_	_	∅	_	T	A	0	0	0	∅	0	1	7	41	w	-	k	∅	a	t	a	W	_	K	∅	A	T	A	6	0	1	∅	7	1	7																							42	w	a	k	∅	a	tʃ	y	W	A	K	∅	A	T	Y	6	7	1	∅	7	1	7																						
4	0.5000	5	0.6250	21	37	-	-	-	-	t	a	-	_	_	_	_	T	A	_	0	0	0	0	1	7	0																																													38	-	-	-	-	t	a	-	_	_	_	_	T	A	_	0	0	0	0	1	7	0	39	a	w	a	k	s	a	-	A	W	A	K	S	A	_	7	6	7	1	3	7	0	40	-	-	-	-	t	a	-	_	_	_	_	T	A	_	0	0	0	0	1	7	0	41	a	w	-	k	t	a	d	A	W	_	K	T	A	T	7	6	0	1	1	7	1																							42	a	w	a	k	tʃ	y	-	A	W	A	K	T	Y	_	7	6	7	1	1	7	0																						
5	0.6250	4	0.5000	21	37	t	-	-	-	a	-	n	T	_	_	_	A	_	N	1	0	0	0	7	0	4																																													38	t	-	-	-	a	-	n	T	_	_	_	A	_	N	1	0	0	0	7	0	4	39	s	a	w	a	a	-	n	S	A	W	A	A	_	N	3	7	6	7	7	0	4	40	t	-	-	-	a	-	n	T	_	_	_	A	_	N	1	0	0	0	7	0	4	41	t	a	w	-	a	d	n	T	A	W	_	A	T	N	1	7	6	0	7	1	4																							42	tʃ	a	w	a	y	-	k	T	A	W	A	Y	_	K	1	7	6	7	7	0	1																						
6	0.7500	3	0.3750	21	37	a	t	-	-	-	n	∅	A	T	_	_	_	N	∅	7	1	0	0	0	4	∅																																													38	a	t	-	-	-	n	∅	A	T	_	_	_	N	∅	7	1	0	0	0	4	∅	39	a	s	a	w	-	n	∅	A	S	A	W	_	N	∅	7	3	7	6	0	4	∅	40	a	t	-	-	-	n	∅	A	T	_	_	_	N	∅	7	1	0	0	0	4	∅	41	a	t	a	w	d	n	∅	A	T	A	W	T	N	∅	7	1	7	6	1	4	∅																							42	y	tʃ	a	w	-	k	∅	Y	T	A	W	_	K	∅	7	1	7	6	0	1	∅																						
7	0.8750	2	0.2500	21	37	-	a	t	-	n	∅	∅	_	A	T	_	N	∅	∅	0	7	1	0	4	∅	∅																																													38	-	a	t	-	n	∅	∅	_	A	T	_	N	∅	∅	0	7	1	0	4	∅	∅	39	-	a	s	a	n	∅	∅	_	A	S	A	N	∅	∅	0	7	3	7	4	∅	∅	40	-	a	t	-	n	∅	∅	_	A	T	_	N	∅	∅	0	7	1	0	4	∅	∅	41	d	a	t	a	n	∅	∅	T	A	T	A	N	∅	∅	1	7	1	7	4	∅	∅																							42	-	y	tʃ	a	k	∅	∅	_	Y	T	A	K	∅	∅	0	7	1	7	1	∅	∅																						
8	1.0000	1	0.1250	21	37	n	-	a	t	∅	∅	∅	N	_	A	T	∅	∅	∅	4	0	7	1	∅	∅	∅																																													38	n	-	a	t	∅	∅	∅	N	_	A	T	∅	∅	∅	4	0	7	1	∅	∅	∅	39	n	-	a	s	∅	∅	∅	N	_	A	S	∅	∅	∅	4	0	7	3	∅	∅	∅	40	n	-	a	t	∅	∅	∅	N	_	A	T	∅	∅	∅	4	0	7	1	∅	∅	∅	41	n	d	a	t	∅	∅	∅	N	T	A	T	∅	∅	∅	4	1	7	1	∅	∅	∅																							42	k	-	y	tʃ	∅	∅	∅	K	_	Y	T	∅	∅	∅	1	0	7	1	∅	∅	∅																						
1	0.0909	11	1.0000	24	43	w	∅	∅	∅	a	k	o	W	∅	∅	∅	A	K	U	6	∅	∅	∅	7	1	7																																													44	p	∅	∅	∅	o	k	o	P	∅	∅	∅	U	K	U	1	∅	∅	∅	7	1	7																							45	w	∅	∅	∅	a	g	a	W	∅	∅	∅	A	K	A	6	∅	∅	∅	7	1	7	46	-	∅	∅	∅	-	k	u	_	∅	∅	∅	_	K	Y	0	∅	∅	∅	0	1	7																							47	-	∅	∅	∅	-	k	a	_	∅	∅	∅	_	K	A	0	∅	∅	∅	0	1	7	48	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0
2	0.1818	10	0.9091	24	43	a	w	∅	∅	k	o	r	A	W	∅	∅	K	U	R	7	6	∅	∅	1	7	5																																													44	o	p	∅	∅	k	o	r	U	P	∅	∅	K	U	R	7	1	∅	∅	1	7	5																							45	a	w	∅	∅	g	a	r	A	W	∅	∅	K	A	R	7	6	∅	∅	1	7	5	46	-	-	∅	∅	k	u	r	_	_	∅	∅	K	Y	R	0	0	∅	∅	1	7	5																							47	-	-	∅	∅	k	a	r	_	_	∅	∅	K	A	R	0	0	∅	∅	1	7	5	48	-	-	∅	∅	-	-	t	_	_	∅	∅	_	_	T	0	0	∅	∅	0	0	1
3	0.2727	9	0.8182	24	43	k	a	w	∅	o	r	-	K	A	W	∅	U	R	_	1	7	6	∅	7	5	0																																													44	k	o	p	∅	o	r	-	K	U	P	∅	U	R	_	1	7	1	∅	7	5	0																							45	g	a	w	∅	a	r	a	K	A	W	∅	A	R	A	1	7	6	∅	7	5	7	46	k	-	-	∅	u	r	a	K	_	_	∅	Y	R	A	1	0	0	∅	7	5	7																							47	k	-	-	∅	a	r	i	K	_	_	∅	A	R	I	1	0	0	∅	7	5	7	48	-	-	-	∅	-	t	y	_	_	_	∅	_	T	Y	0	0	0	∅	0	1	7
4	0.3636	8	0.7273	24	43	o	k	a	w	r	-	-	U	K	A	W	R	_	_	7	1	7	6	5	0	0																																													44	o	k	o	p	r	-	-	U	K	U	P	R	_	_	7	1	7	1	5	0	0																							45	a	g	a	w	r	a	g	A	K	A	W	R	A	K	7	1	7	6	5	7	1	46	u	k	-	-	r	a	d	Y	K	_	_	R	A	T	7	1	0	0	5	7	1																							47	a	k	-	-	r	i	k	A	K	_	_	R	I	K	7	1	0	0	5	7	1	48	-	-	-	-	t	y	k	_	_	_	_	T	Y	K	0	0	0	0	1	7	1
5	0.4545	7	0.6364	24	43	r	o	k	a	-	-	-	R	U	K	A	_	_	_	5	7	1	7	0	0	0																																													44	r	o	k	o	-	-	-	R	U	K	U	_	_	_	5	7	1	7	0	0	0																							45	r	a	g	a	a	g	a	R	A	K	A	A	K	A	5	7	1	7	7	1	7	46	r	u	k	-	a	d	-	R	Y	K	_	A	T	_	5	7	1	0	7	1	0																							47	r	a	k	-	i	k	-	R	A	K	_	I	K	_	5	7	1	0	7	1	0	48	t	-	-	-	y	k	-	T	_	_	_	Y	K	_	1	0	0	0	7	1	0
6	0.5455	6	0.5455	24	43	-	r	o	k	-	-	-	_	R	U	K	_	_	_	0	5	7	1	0	0	0																																													44	-	r	o	k	-	-	-	_	R	U	K	_	_	_	0	5	7	1	0	0	0																							45	a	r	a	g	g	a	t	A	R	A	K	K	A	T	7	5	7	1	1	7	1	46	a	r	u	k	d	-	-	A	R	Y	K	T	_	_	7	5	7	1	1	0	0																							47	i	r	a	k	k	-	-	I	R	A	K	K	_	_	7	5	7	1	1	0	0	48	y	t	-	-	k	-	-	Y	T	_	_	K	_	_	7	1	0	0	1	0	0
7	0.6364	5	0.4545	24	43	-	-	r	o	-	-	a	_	_	R	U	_	_	A	0	0	5	7	0	0	7																																													44	-	-	r	o	-	-	a	_	_	R	U	_	_	A	0	0	5	7	0	0	7																							45	g	a	r	a	a	t	a	K	A	R	A	A	T	A	1	7	5	7	7	1	7	46	d	a	r	u	-	-	-	T	A	R	Y	_	_	_	1	7	5	7	0	0	0																							47	k	i	r	a	-	-	a	K	I	R	A	_	_	A	1	7	5	7	0	0	7	48	k	y	t	-	-	-	y	K	Y	T	_	_	_	Y	1	7	1	0	0	0	7
8	0.7273	4	0.3636	24	43	-	-	-	r	-	a	n	_	_	_	R	_	A	N	0	0	0	5	0	7	4																																													44	-	-	-	r	-	a	n	_	_	_	R	_	A	N	0	0	0	5	0	7	4																							45	a	g	a	r	t	a	n	A	K	A	R	T	A	N	7	1	7	5	1	7	4	46	-	d	a	r	-	-	n	_	T	A	R	_	_	N	0	1	7	5	0	0	4																							47	-	k	i	r	-	a	n	_	K	I	R	_	A	N	0	1	7	5	0	7	4	48	-	k	y	t	-	y	-	_	K	Y	T	_	Y	_	0	1	7	1	0	7	0
9	0.8182	3	0.2727	24	43	-	-	-	-	a	n	∅	_	_	_	_	A	N	∅	0	0	0	0	7	4	∅																																													44	-	-	-	-	a	n	∅	_	_	_	_	A	N	∅	0	0	0	0	7	4	∅																							45	t	a	g	a	a	n	∅	T	A	K	A	A	N	∅	1	7	1	7	7	4	∅	46	-	-	d	a	-	n	∅	_	_	T	A	_	N	∅	0	0	1	7	0	4	∅																							47	-	-	k	i	a	n	∅	_	_	K	I	A	N	∅	0	0	1	7	7	4	∅	48	-	-	k	y	y	-	∅	_	_	K	Y	Y	_	∅	0	0	1	7	7	0	∅
10	0.9091	2	0.1818	24	43	a	-	-	-	n	∅	∅	A	_	_	_	N	∅	∅	7	0	0	0	4	∅	∅																																													44	a	-	-	-	n	∅	∅	A	_	_	_	N	∅	∅	7	0	0	0	4	∅	∅																							45	a	t	a	g	n	∅	∅	A	T	A	K	N	∅	∅	7	1	7	1	4	∅	∅	46	-	-	-	d	n	∅	∅	_	_	_	T	N	∅	∅	0	0	0	1	4	∅	∅																							47	a	-	-	k	n	∅	∅	A	_	_	K	N	∅	∅	7	0	0	1	4	∅	∅	48	y	-	-	k	-	∅	∅	Y	_	_	K	_	∅	∅	7	0	0	1	0	∅	∅
11	1.0000	1	0.0909	24	43	n	a	-	-	∅	∅	∅	N	A	_	_	∅	∅	∅	4	7	0	0	∅	∅	∅																																													44	n	a	-	-	∅	∅	∅	N	A	_	_	∅	∅	∅	4	7	0	0	∅	∅	∅																							45	n	a	t	a	∅	∅	∅	N	A	T	A	∅	∅	∅	4	7	1	7	∅	∅	∅	46	n	-	-	-	∅	∅	∅	N	_	_	_	∅	∅	∅	4	0	0	0	∅	∅	∅																							47	n	a	-	-	∅	∅	∅	N	A	_	_	∅	∅	∅	4	7	0	0	∅	∅	∅	48	-	y	-	-	∅	∅	∅	_	Y	_	_	∅	∅	∅	0	7	0	0	∅	∅	∅
1	0.1667	6	1.0000	27																							49	h	∅	∅	∅	-	o	r	H	∅	∅	∅	_	U	R	3	∅	∅	∅	0	7	5																																													50	f	∅	∅	∅	-	o	r	B	∅	∅	∅	_	U	R	3	∅	∅	∅	0	7	5																																																																																									51	h	∅	∅	∅	w	a	r	H	∅	∅	∅	W	A	R	3	∅	∅	∅	6	7	5
2	0.3333	5	0.8333	27																							49	-	h	∅	∅	o	r	a	_	H	∅	∅	U	R	A	0	3	∅	∅	7	5	7																																													50	-	f	∅	∅	o	r	a	_	B	∅	∅	U	R	A	0	3	∅	∅	7	5	7																																																																																									51	w	h	∅	∅	a	r	a	W	H	∅	∅	A	R	A	6	3	∅	∅	7	5	7
3	0.5000	4	0.6667	27																							49	o	-	h	∅	r	a	-	U	_	H	∅	R	A	_	7	0	3	∅	5	7	0																																													50	o	-	f	∅	r	a	ʔ	U	_	B	∅	R	A	H	7	0	3	∅	5	7	1																																																																																									51	a	w	h	∅	r	a	ʔ	A	W	H	∅	R	A	H	7	6	3	∅	5	7	1
4	0.6667	3	0.5000	27																							49	r	o	-	h	a	-	∅	R	U	_	H	A	_	∅	5	7	0	3	7	0	∅																																													50	r	o	-	f	a	ʔ	∅	R	U	_	B	A	H	∅	5	7	0	3	7	1	∅																																																																																									51	r	a	w	h	a	ʔ	∅	R	A	W	H	A	H	∅	5	7	6	3	7	1	∅
5	0.8333	2	0.3333	27																							49	a	r	o	-	-	∅	∅	A	R	U	_	_	∅	∅	7	5	7	0	0	∅	∅																																													50	a	r	o	-	ʔ	∅	∅	A	R	U	_	H	∅	∅	7	5	7	0	1	∅	∅																																																																																									51	a	r	a	w	ʔ	∅	∅	A	R	A	W	H	∅	∅	7	5	7	6	1	∅	∅
6	1.0000	1	0.1667	27																							49	-	a	r	o	∅	∅	∅	_	A	R	U	∅	∅	∅	0	7	5	7	∅	∅	∅																																													50	ʔ	a	r	o	∅	∅	∅	H	A	R	U	∅	∅	∅	1	7	5	7	∅	∅	∅																																																																																									51	ʔ	a	r	a	∅	∅	∅	H	A	R	A	∅	∅	∅	1	7	5	7	∅	∅	∅
1	0.1429	7	1.0000	28																																																																																									52	e	∅	∅	∅	-	-	k	E	∅	∅	∅	_	_	K	7	∅	∅	∅	0	0	1																							53	u	∅	∅	∅	-	-	k	Y	∅	∅	∅	_	_	K	7	∅	∅	∅	0	0	1	54	e	∅	∅	∅	v	e	k	E	∅	∅	∅	B	E	K	7	∅	∅	∅	3	7	1																																												
2	0.2857	6	0.8571	28																																																																																									52	-	e	∅	∅	-	k	e	_	E	∅	∅	_	K	E	0	7	∅	∅	0	1	7																							53	-	u	∅	∅	-	k	a	_	Y	∅	∅	_	K	A	0	7	∅	∅	0	1	7	54	v	e	∅	∅	e	k	e	B	E	∅	∅	E	K	E	3	7	∅	∅	7	1	7																																												
3	0.4286	5	0.7143	28																																																																																									52	-	-	e	∅	k	e	-	_	_	E	∅	K	E	_	0	0	7	∅	1	7	0																							53	-	-	u	∅	k	a	d	_	_	Y	∅	K	A	T	0	0	7	∅	1	7	1	54	e	v	e	∅	k	e	-	E	B	E	∅	K	E	_	7	3	7	∅	1	7	0																																												
4	0.5714	4	0.5714	28																																																																																									52	k	-	-	e	e	-	m	K	_	_	E	E	_	M	1	0	0	7	7	0	4																							53	k	-	-	u	a	d	n	K	_	_	Y	A	T	N	1	0	0	7	7	1	4	54	k	e	v	e	e	-	m	K	E	B	E	E	_	M	1	7	3	7	7	0	4																																												
5	0.7143	3	0.4286	28																																																																																									52	e	k	-	-	-	m	∅	E	K	_	_	_	M	∅	7	1	0	0	0	4	∅																							53	a	k	-	-	d	n	∅	A	K	_	_	T	N	∅	7	1	0	0	1	4	∅	54	e	k	e	v	-	m	∅	E	K	E	B	_	M	∅	7	1	7	3	0	4	∅																																												
6	0.8571	2	0.2857	28																																																																																									52	-	e	k	-	m	∅	∅	_	E	K	_	M	∅	∅	0	7	1	0	4	∅	∅																							53	d	a	k	-	n	∅	∅	T	A	K	_	N	∅	∅	1	7	1	0	4	∅	∅	54	-	e	k	e	m	∅	∅	_	E	K	E	M	∅	∅	0	7	1	7	4	∅	∅																																												
7	1.0000	1	0.1429	28																																																																																									52	m	-	e	k	∅	∅	∅	M	_	E	K	∅	∅	∅	4	0	7	1	∅	∅	∅																							53	n	d	a	k	∅	∅	∅	N	T	A	K	∅	∅	∅	4	1	7	1	∅	∅	∅	54	m	-	e	k	∅	∅	∅	M	_	E	K	∅	∅	∅	4	0	7	1	∅	∅	∅																																												
