index	index_p	rindex	rindex_p	cogid	id_Albanian	segment_Albanian	segment_Albanian_L1	segment_Albanian_L2	segment_Albanian_L3	segment_Albanian_R1	segment_Albanian_R2	segment_Albanian_R3	SC_Albanian	SC_Albanian_L1	SC_Albanian_L2	SC_Albanian_L3	SC_Albanian_R1	SC_Albanian_R2	SC_Albanian_R3	PROSODY_Albanian	PROSODY_Albanian_L1	PROSODY_Albanian_L2	PROSODY_Albanian_L3	PROSODY_Albanian_R1	PROSODY_Albanian_R2	PROSODY_Albanian_R3	id_English	segment_English	segment_English_L1	segment_English_L2	segment_English_L3	segment_English_R1	segment_English_R2	segment_English_R3	SC_English	SC_English_L1	SC_English_L2	SC_English_L3	SC_English_R1	SC_English_R2	SC_English_R3	PROSODY_English	PROSODY_English_L1	PROSODY_English_L2	PROSODY_English_L3	PROSODY_English_R1	PROSODY_English_R2	PROSODY_English_R3	id_French	segment_French	segment_French_L1	segment_French_L2	segment_French_L3	segment_French_R1	segment_French_R2	segment_French_R3	SC_French	SC_French_L1	SC_French_L2	SC_French_L3	SC_French_R1	SC_French_R2	SC_French_R3	PROSODY_French	PROSODY_French_L1	PROSODY_French_L2	PROSODY_French_L3	PROSODY_French_R1	PROSODY_French_R2	PROSODY_French_R3	id_German	segment_German	segment_German_L1	segment_German_L2	segment_German_L3	segment_German_R1	segment_German_R2	segment_German_R3	SC_German	SC_German_L1	SC_German_L2	SC_German_L3	SC_German_R1	SC_German_R2	SC_German_R3	PROSODY_German	PROSODY_German_L1	PROSODY_German_L2	PROSODY_German_L3	PROSODY_German_R1	PROSODY_German_R2	PROSODY_German_R3	id_Latin	segment_Latin	segment_Latin_L1	segment_Latin_L2	segment_Latin_L3	segment_Latin_R1	segment_Latin_R2	segment_Latin_R3	SC_Latin	SC_Latin_L1	SC_Latin_L2	SC_Latin_L3	SC_Latin_R1	SC_Latin_R2	SC_Latin_R3	PROSODY_Latin	PROSODY_Latin_L1	PROSODY_Latin_L2	PROSODY_Latin_L3	PROSODY_Latin_R1	PROSODY_Latin_R2	PROSODY_Latin_R3
3	0.7500	2	0.5000	573																																													183	ʃ	ɛ	s	∅	-	∅	∅	S	E	S	∅	_	∅	∅	3	7	3	∅	0	∅	∅																							184	kː	i	s	∅	o	∅	∅	K	I	S	∅	U	∅	∅	1	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	573																																													183	-	ʃ	ɛ	s	∅	∅	∅	_	S	E	S	∅	∅	∅	0	3	7	3	∅	∅	∅																							184	o	kː	i	s	∅	∅	∅	U	K	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅
1	0.2500	4	1.0000	578																							185	s	∅	∅	∅	t	o	n	S	∅	∅	∅	T	U	N	3	∅	∅	∅	1	7	4																							186	ʃ	∅	∅	∅	t	ai	n	S	∅	∅	∅	T	A	N	3	∅	∅	∅	1	7	4																						
2	0.5000	3	0.7500	578																							185	t	s	∅	∅	o	n	∅	T	S	∅	∅	U	N	∅	1	3	∅	∅	7	4	∅																							186	t	ʃ	∅	∅	ai	n	∅	T	S	∅	∅	A	N	∅	1	3	∅	∅	7	4	∅																						
3	0.7500	2	0.5000	578																							185	o	t	s	∅	n	∅	∅	U	T	S	∅	N	∅	∅	7	1	3	∅	4	∅	∅																							186	ai	t	ʃ	∅	n	∅	∅	A	T	S	∅	N	∅	∅	7	1	3	∅	4	∅	∅																						
4	1.0000	1	0.2500	578																							185	n	o	t	s	∅	∅	∅	N	U	T	S	∅	∅	∅	4	7	1	3	∅	∅	∅																							186	n	ai	t	ʃ	∅	∅	∅	N	A	T	S	∅	∅	∅	4	7	1	3	∅	∅	∅																						
1	0.3333	3	1.0000	598																							187	l	∅	∅	∅	au	s	∅	L	∅	∅	∅	A	S	∅	5	∅	∅	∅	7	3	∅																							188	l	∅	∅	∅	au	z	∅	L	∅	∅	∅	A	S	∅	5	∅	∅	∅	7	3	∅																						
2	0.6667	2	0.6667	598																							187	au	l	∅	∅	s	∅	∅	A	L	∅	∅	S	∅	∅	7	5	∅	∅	3	∅	∅																							188	au	l	∅	∅	z	∅	∅	A	L	∅	∅	S	∅	∅	7	5	∅	∅	3	∅	∅																						
3	1.0000	1	0.3333	598																							187	s	au	l	∅	∅	∅	∅	S	A	L	∅	∅	∅	∅	3	7	5	∅	∅	∅	∅																							188	z	au	l	∅	∅	∅	∅	S	A	L	∅	∅	∅	∅	3	7	5	∅	∅	∅	∅																						
1	0.1250	8	1.0000	599																																													189	p	∅	∅	∅	-	-	-	P	∅	∅	∅	_	_	_	1	∅	∅	∅	0	0	0																							190	p	∅	∅	∅	eː	d	i	P	∅	∅	∅	E	T	I	1	∅	∅	∅	7	1	7
2	0.2500	7	0.8750	599																																													189	-	p	∅	∅	-	-	-	_	P	∅	∅	_	_	_	0	1	∅	∅	0	0	0																							190	eː	p	∅	∅	d	i	k	E	P	∅	∅	T	I	K	7	1	∅	∅	1	7	1
3	0.3750	6	0.7500	599																																													189	-	-	p	∅	-	-	-	_	_	P	∅	_	_	_	0	0	1	∅	0	0	0																							190	d	eː	p	∅	i	k	u	T	E	P	∅	I	K	Y	1	7	1	∅	7	1	7
4	0.5000	5	0.6250	599																																													189	-	-	-	p	-	-	-	_	_	_	P	_	_	_	0	0	0	1	0	0	0																							190	i	d	eː	p	k	u	l	I	T	E	P	K	Y	L	7	1	7	1	1	7	5
5	0.6250	4	0.5000	599																																													189	-	-	-	-	-	-	u	_	_	_	_	_	_	Y	0	0	0	0	0	0	7																							190	k	i	d	eː	u	l	o	K	I	T	E	Y	L	U	1	7	1	7	7	5	7
6	0.7500	3	0.3750	599																																													189	-	-	-	-	-	u	∅	_	_	_	_	_	Y	∅	0	0	0	0	0	7	∅																							190	u	k	i	d	l	o	∅	Y	K	I	T	L	U	∅	7	1	7	1	5	7	∅
7	0.8750	2	0.2500	599																																													189	-	-	-	-	u	∅	∅	_	_	_	_	Y	∅	∅	0	0	0	0	7	∅	∅																							190	l	u	k	i	o	∅	∅	L	Y	K	I	U	∅	∅	5	7	1	7	7	∅	∅
8	1.0000	1	0.1250	599																																													189	u	-	-	-	∅	∅	∅	Y	_	_	_	∅	∅	∅	7	0	0	0	∅	∅	∅																							190	o	l	u	k	∅	∅	∅	U	L	Y	K	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.3333	3	1.0000	605																																													191	ɔ	∅	∅	∅	-	s	∅	U	∅	∅	∅	_	S	∅	7	∅	∅	∅	0	3	∅																							192	o	∅	∅	∅	s	s	∅	U	∅	∅	∅	S	S	∅	7	∅	∅	∅	3	3	∅
2	0.6667	2	0.6667	605																																													191	-	ɔ	∅	∅	s	∅	∅	_	U	∅	∅	S	∅	∅	0	7	∅	∅	3	∅	∅																							192	s	o	∅	∅	s	∅	∅	S	U	∅	∅	S	∅	∅	3	7	∅	∅	3	∅	∅
3	1.0000	1	0.3333	605																																													191	s	-	ɔ	∅	∅	∅	∅	S	_	U	∅	∅	∅	∅	3	0	7	∅	∅	∅	∅																							192	s	s	o	∅	∅	∅	∅	S	S	U	∅	∅	∅	∅	3	3	7	∅	∅	∅	∅
1	0.2500	4	1.0000	612	193	t	∅	∅	∅	y	m	-	T	∅	∅	∅	Y	M	_	1	∅	∅	∅	7	4	0																							194	f	∅	∅	∅	y	m	e	B	∅	∅	∅	Y	M	E	3	∅	∅	∅	7	4	7																							195	f	∅	∅	∅	uː	m	o	B	∅	∅	∅	Y	M	U	3	∅	∅	∅	7	4	7
2	0.5000	3	0.7500	612	193	y	t	∅	∅	m	-	∅	Y	T	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅																							194	y	f	∅	∅	m	e	∅	Y	B	∅	∅	M	E	∅	7	3	∅	∅	4	7	∅																							195	uː	f	∅	∅	m	o	∅	Y	B	∅	∅	M	U	∅	7	3	∅	∅	4	7	∅
3	0.7500	2	0.5000	612	193	m	y	t	∅	-	∅	∅	M	Y	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							194	m	y	f	∅	e	∅	∅	M	Y	B	∅	E	∅	∅	4	7	3	∅	7	∅	∅																							195	m	uː	f	∅	o	∅	∅	M	Y	B	∅	U	∅	∅	4	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	612	193	-	m	y	t	∅	∅	∅	_	M	Y	T	∅	∅	∅	0	4	7	1	∅	∅	∅																							194	e	m	y	f	∅	∅	∅	E	M	Y	B	∅	∅	∅	7	4	7	3	∅	∅	∅																							195	o	m	uː	f	∅	∅	∅	U	M	Y	B	∅	∅	∅	7	4	7	3	∅	∅	∅
1	0.1429	7	1.0000	630	196	-	∅	∅	∅	n	g	u	_	∅	∅	∅	N	K	Y	0	∅	∅	∅	4	1	7																																													197	e	∅	∅	∅	ŋ	-	-	E	∅	∅	∅	N	_	_	7	∅	∅	∅	4	0	0	198	a	∅	∅	∅	n	g	u	A	∅	∅	∅	N	K	Y	7	∅	∅	∅	4	1	7
2	0.2857	6	0.8571	630	196	n	-	∅	∅	g	u	ʃ	N	_	∅	∅	K	Y	S	4	0	∅	∅	1	7	3																																													197	ŋ	e	∅	∅	-	-	-	N	E	∅	∅	_	_	_	4	7	∅	∅	0	0	0	198	n	a	∅	∅	g	u	s	N	A	∅	∅	K	Y	S	4	7	∅	∅	1	7	3
3	0.4286	5	0.7143	630	196	g	n	-	∅	u	ʃ	t	K	N	_	∅	Y	S	T	1	4	0	∅	7	3	1																																													197	-	ŋ	e	∅	-	-	-	_	N	E	∅	_	_	_	0	4	7	∅	0	0	0	198	g	n	a	∅	u	s	t	K	N	A	∅	Y	S	T	1	4	7	∅	7	3	1
4	0.5714	4	0.5714	630	196	u	g	n	-	ʃ	t	-	Y	K	N	_	S	T	_	7	1	4	0	3	1	0																																													197	-	-	ŋ	e	-	-	-	_	_	N	E	_	_	_	0	0	4	7	0	0	0	198	u	g	n	a	s	t	o	Y	K	N	A	S	T	U	7	1	4	7	3	1	7
5	0.7143	3	0.4286	630	196	ʃ	u	g	n	t	-	∅	S	Y	K	N	T	_	∅	3	7	1	4	1	0	∅																																													197	-	-	-	ŋ	-	-	∅	_	_	_	N	_	_	∅	0	0	0	4	0	0	∅	198	s	u	g	n	t	o	∅	S	Y	K	N	T	U	∅	3	7	1	4	1	7	∅
6	0.8571	2	0.2857	630	196	t	ʃ	u	g	-	∅	∅	T	S	Y	K	_	∅	∅	1	3	7	1	0	∅	∅																																													197	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	198	t	s	u	g	o	∅	∅	T	S	Y	K	U	∅	∅	1	3	7	1	7	∅	∅
7	1.0000	1	0.1429	630	196	-	t	ʃ	u	∅	∅	∅	_	T	S	Y	∅	∅	∅	0	1	3	7	∅	∅	∅																																													197	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	198	o	t	s	u	∅	∅	∅	U	T	S	Y	∅	∅	∅	7	1	3	7	∅	∅	∅
1	0.2500	4	1.0000	636																							199	θ	∅	∅	∅	ɪ	ŋ	k	D	∅	∅	∅	I	N	K	3	∅	∅	∅	7	4	1																							200	d	∅	∅	∅	e	ŋ	k	T	∅	∅	∅	E	N	K	1	∅	∅	∅	7	4	1																						
2	0.5000	3	0.7500	636																							199	ɪ	θ	∅	∅	ŋ	k	∅	I	D	∅	∅	N	K	∅	7	3	∅	∅	4	1	∅																							200	e	d	∅	∅	ŋ	k	∅	E	T	∅	∅	N	K	∅	7	1	∅	∅	4	1	∅																						
3	0.7500	2	0.5000	636																							199	ŋ	ɪ	θ	∅	k	∅	∅	N	I	D	∅	K	∅	∅	4	7	3	∅	1	∅	∅																							200	ŋ	e	d	∅	k	∅	∅	N	E	T	∅	K	∅	∅	4	7	1	∅	1	∅	∅																						
4	1.0000	1	0.2500	636																							199	k	ŋ	ɪ	θ	∅	∅	∅	K	N	I	D	∅	∅	∅	1	4	7	3	∅	∅	∅																							200	k	ŋ	e	d	∅	∅	∅	K	N	E	T	∅	∅	∅	1	4	7	1	∅	∅	∅																						
1	0.2500	4	1.0000	644																							201	s	∅	∅	∅	o	-	-	S	∅	∅	∅	U	_	_	3	∅	∅	∅	7	0	0	202	k	∅	∅	∅	u	z	-	K	∅	∅	∅	Y	S	_	1	∅	∅	∅	7	3	0																							203	s	∅	∅	∅	u	-	e	S	∅	∅	∅	Y	_	E	3	∅	∅	∅	7	0	7
2	0.5000	3	0.7500	644																							201	o	s	∅	∅	-	-	∅	U	S	∅	∅	_	_	∅	7	3	∅	∅	0	0	∅	202	u	k	∅	∅	z	-	∅	Y	K	∅	∅	S	_	∅	7	1	∅	∅	3	0	∅																							203	u	s	∅	∅	-	e	∅	Y	S	∅	∅	_	E	∅	7	3	∅	∅	0	7	∅
3	0.7500	2	0.5000	644																							201	-	o	s	∅	-	∅	∅	_	U	S	∅	_	∅	∅	0	7	3	∅	0	∅	∅	202	z	u	k	∅	-	∅	∅	S	Y	K	∅	_	∅	∅	3	7	1	∅	0	∅	∅																							203	-	u	s	∅	e	∅	∅	_	Y	S	∅	E	∅	∅	0	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	644																							201	-	-	o	s	∅	∅	∅	_	_	U	S	∅	∅	∅	0	0	7	3	∅	∅	∅	202	-	z	u	k	∅	∅	∅	_	S	Y	K	∅	∅	∅	0	3	7	1	∅	∅	∅																							203	e	-	u	s	∅	∅	∅	E	_	Y	S	∅	∅	∅	7	0	7	3	∅	∅	∅
1	0.1667	6	1.0000	650	204	-	∅	∅	∅	c	i	e	_	∅	∅	∅	C	I	E	0	∅	∅	∅	1	7	7																							205	s	∅	∅	∅	j	ɛ	-	S	∅	∅	∅	J	E	_	3	∅	∅	∅	6	7	0																							206	-	∅	∅	∅	k	ae	-	_	∅	∅	∅	K	A	_	0	∅	∅	∅	1	7	0
2	0.3333	5	0.8333	650	204	c	-	∅	∅	i	e	ł	C	_	∅	∅	I	E	L	1	0	∅	∅	7	7	5																							205	j	s	∅	∅	ɛ	-	l	J	S	∅	∅	E	_	L	6	3	∅	∅	7	0	5																							206	k	-	∅	∅	ae	-	l	K	_	∅	∅	A	_	L	1	0	∅	∅	7	0	5
3	0.5000	4	0.6667	650	204	i	c	-	∅	e	ł	-	I	C	_	∅	E	L	_	7	1	0	∅	7	5	0																							205	ɛ	j	s	∅	-	l	-	E	J	S	∅	_	L	_	7	6	3	∅	0	5	0																							206	ae	k	-	∅	-	l	o	A	K	_	∅	_	L	U	7	1	0	∅	0	5	7
4	0.6667	3	0.5000	650	204	e	i	c	-	ł	-	∅	E	I	C	_	L	_	∅	7	7	1	0	5	0	∅																							205	-	ɛ	j	s	l	-	∅	_	E	J	S	L	_	∅	0	7	6	3	5	0	∅																							206	-	ae	k	-	l	o	∅	_	A	K	_	L	U	∅	0	7	1	0	5	7	∅
5	0.8333	2	0.3333	650	204	ł	e	i	c	-	∅	∅	L	E	I	C	_	∅	∅	5	7	7	1	0	∅	∅																							205	l	-	ɛ	j	-	∅	∅	L	_	E	J	_	∅	∅	5	0	7	6	0	∅	∅																							206	l	-	ae	k	o	∅	∅	L	_	A	K	U	∅	∅	5	0	7	1	7	∅	∅
6	1.0000	1	0.1667	650	204	-	ł	e	i	∅	∅	∅	_	L	E	I	∅	∅	∅	0	5	7	7	∅	∅	∅																							205	-	l	-	ɛ	∅	∅	∅	_	L	_	E	∅	∅	∅	0	5	0	7	∅	∅	∅																							206	o	l	-	ae	∅	∅	∅	U	L	_	A	∅	∅	∅	7	5	0	7	∅	∅	∅
1	0.1667	6	1.0000	656	207	ɟ	∅	∅	∅	a	r	p	C	∅	∅	∅	A	R	P	1	∅	∅	∅	7	5	1																							208	s	∅	∅	∅	ɛ	r	p	S	∅	∅	∅	E	R	P	3	∅	∅	∅	7	5	1																																												
2	0.3333	5	0.8333	656	207	a	ɟ	∅	∅	r	p	ə	A	C	∅	∅	R	P	E	7	1	∅	∅	5	1	7																							208	ɛ	s	∅	∅	r	p	ɑ̃	E	S	∅	∅	R	P	A	7	3	∅	∅	5	1	7																																												
3	0.5000	4	0.6667	656	207	r	a	ɟ	∅	p	ə	r	R	A	C	∅	P	E	R	5	7	1	∅	1	7	5																							208	r	ɛ	s	∅	p	ɑ̃	-	R	E	S	∅	P	A	_	5	7	3	∅	1	7	0																																												
4	0.6667	3	0.5000	656	207	p	r	a	ɟ	ə	r	∅	P	R	A	C	E	R	∅	1	5	7	1	7	5	∅																							208	p	r	ɛ	s	ɑ̃	-	∅	P	R	E	S	A	_	∅	1	5	7	3	7	0	∅																																												
5	0.8333	2	0.3333	656	207	ə	p	r	a	r	∅	∅	E	P	R	A	R	∅	∅	7	1	5	7	5	∅	∅																							208	ɑ̃	p	r	ɛ	-	∅	∅	A	P	R	E	_	∅	∅	7	1	5	7	0	∅	∅																																												
6	1.0000	1	0.1667	656	207	r	ə	p	r	∅	∅	∅	R	E	P	R	∅	∅	∅	5	7	1	5	∅	∅	∅																							208	-	ɑ̃	p	r	∅	∅	∅	_	A	P	R	∅	∅	∅	0	7	1	5	∅	∅	∅																																												
1	0.3333	3	1.0000	666																							209	w	∅	∅	∅	ɑ	ʃ	∅	W	∅	∅	∅	A	S	∅	6	∅	∅	∅	7	3	∅																							210	v	∅	∅	∅	a	ʃ	∅	B	∅	∅	∅	A	S	∅	3	∅	∅	∅	7	3	∅																						
2	0.6667	2	0.6667	666																							209	ɑ	w	∅	∅	ʃ	∅	∅	A	W	∅	∅	S	∅	∅	7	6	∅	∅	3	∅	∅																							210	a	v	∅	∅	ʃ	∅	∅	A	B	∅	∅	S	∅	∅	7	3	∅	∅	3	∅	∅																						
3	1.0000	1	0.3333	666																							209	ʃ	ɑ	w	∅	∅	∅	∅	S	A	W	∅	∅	∅	∅	3	7	6	∅	∅	∅	∅																							210	ʃ	a	v	∅	∅	∅	∅	S	A	B	∅	∅	∅	∅	3	7	3	∅	∅	∅	∅																						
1	0.2500	4	1.0000	667	211	l	∅	∅	∅	a	-	-	L	∅	∅	∅	A	_	_	5	∅	∅	∅	7	0	0																							212	l	∅	∅	∅	a	v	e	L	∅	∅	∅	A	B	E	5	∅	∅	∅	7	3	7																							213	l	∅	∅	∅	a	w	aː	L	∅	∅	∅	A	W	A	5	∅	∅	∅	7	6	7
2	0.5000	3	0.7500	667	211	a	l	∅	∅	-	-	∅	A	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																							212	a	l	∅	∅	v	e	∅	A	L	∅	∅	B	E	∅	7	5	∅	∅	3	7	∅																							213	a	l	∅	∅	w	aː	∅	A	L	∅	∅	W	A	∅	7	5	∅	∅	6	7	∅
3	0.7500	2	0.5000	667	211	-	a	l	∅	-	∅	∅	_	A	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																							212	v	a	l	∅	e	∅	∅	B	A	L	∅	E	∅	∅	3	7	5	∅	7	∅	∅																							213	w	a	l	∅	aː	∅	∅	W	A	L	∅	A	∅	∅	6	7	5	∅	7	∅	∅
4	1.0000	1	0.2500	667	211	-	-	a	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅																							212	e	v	a	l	∅	∅	∅	E	B	A	L	∅	∅	∅	7	3	7	5	∅	∅	∅																							213	aː	w	a	l	∅	∅	∅	A	W	A	L	∅	∅	∅	7	6	7	5	∅	∅	∅
1	0.1667	6	1.0000	671																							214	-	∅	∅	∅	r	-	ai	_	∅	∅	∅	R	_	A	0	∅	∅	∅	5	0	7	215	d	∅	∅	∅	r	w	a	T	∅	∅	∅	R	W	A	1	∅	∅	∅	5	6	7	216	-	∅	∅	∅	r	-	e	_	∅	∅	∅	R	_	E	0	∅	∅	∅	5	0	7																						
2	0.3333	5	0.8333	671																							214	r	-	∅	∅	-	ai	-	R	_	∅	∅	_	A	_	5	0	∅	∅	0	7	0	215	r	d	∅	∅	w	a	-	R	T	∅	∅	W	A	_	5	1	∅	∅	6	7	0	216	r	-	∅	∅	-	e	x	R	_	∅	∅	_	E	G	5	0	∅	∅	0	7	3																						
3	0.5000	4	0.6667	671																							214	-	r	-	∅	ai	-	t	_	R	_	∅	A	_	T	0	5	0	∅	7	0	1	215	w	r	d	∅	a	-	t	W	R	T	∅	A	_	T	6	5	1	∅	7	0	1	216	-	r	-	∅	e	x	t	_	R	_	∅	E	G	T	0	5	0	∅	7	3	1																						
4	0.6667	3	0.5000	671																							214	ai	-	r	-	-	t	∅	A	_	R	_	_	T	∅	7	0	5	0	0	1	∅	215	a	w	r	d	-	t	∅	A	W	R	T	_	T	∅	7	6	5	1	0	1	∅	216	e	-	r	-	x	t	∅	E	_	R	_	G	T	∅	7	0	5	0	3	1	∅																						
5	0.8333	2	0.3333	671																							214	-	ai	-	r	t	∅	∅	_	A	_	R	T	∅	∅	0	7	0	5	1	∅	∅	215	-	a	w	r	t	∅	∅	_	A	W	R	T	∅	∅	0	7	6	5	1	∅	∅	216	x	e	-	r	t	∅	∅	G	E	_	R	T	∅	∅	3	7	0	5	1	∅	∅																						
6	1.0000	1	0.1667	671																							214	t	-	ai	-	∅	∅	∅	T	_	A	_	∅	∅	∅	1	0	7	0	∅	∅	∅	215	t	-	a	w	∅	∅	∅	T	_	A	W	∅	∅	∅	1	0	7	6	∅	∅	∅	216	t	x	e	-	∅	∅	∅	T	G	E	_	∅	∅	∅	1	3	7	0	∅	∅	∅																						
1	0.1250	8	1.0000	673	217	d	∅	∅	∅	j	a	-	T	∅	∅	∅	J	A	_	1	∅	∅	∅	6	7	0																																																																			218	d	∅	∅	∅	-	e	k	T	∅	∅	∅	_	E	K	1	∅	∅	∅	0	7	1
2	0.2500	7	0.8750	673	217	j	d	∅	∅	a	-	θ	J	T	∅	∅	A	_	D	6	1	∅	∅	7	0	3																																																																			218	-	d	∅	∅	e	k	s	_	T	∅	∅	E	K	S	0	1	∅	∅	7	1	3
3	0.3750	6	0.7500	673	217	a	j	d	∅	-	θ	t	A	J	T	∅	_	D	T	7	6	1	∅	0	3	1																																																																			218	e	-	d	∅	k	s	t	E	_	T	∅	K	S	T	7	0	1	∅	1	3	1
4	0.5000	5	0.6250	673	217	-	a	j	d	θ	t	-	_	A	J	T	D	T	_	0	7	6	1	3	1	0																																																																			218	k	e	-	d	s	t	e	K	E	_	T	S	T	E	1	7	0	1	3	1	7
5	0.6250	4	0.5000	673	217	θ	-	a	j	t	-	-	D	_	A	J	T	_	_	3	0	7	6	1	0	0																																																																			218	s	k	e	-	t	e	r	S	K	E	_	T	E	R	3	1	7	0	1	7	5
6	0.7500	3	0.3750	673	217	t	θ	-	a	-	-	∅	T	D	_	A	_	_	∅	1	3	0	7	0	0	∅																																																																			218	t	s	k	e	e	r	∅	T	S	K	E	E	R	∅	1	3	1	7	7	5	∅
7	0.8750	2	0.2500	673	217	-	t	θ	-	-	∅	∅	_	T	D	_	_	∅	∅	0	1	3	0	0	∅	∅																																																																			218	e	t	s	k	r	∅	∅	E	T	S	K	R	∅	∅	7	1	3	1	5	∅	∅
8	1.0000	1	0.1250	673	217	-	-	t	θ	∅	∅	∅	_	_	T	D	∅	∅	∅	0	0	1	3	∅	∅	∅																																																																			218	r	e	t	s	∅	∅	∅	R	E	T	S	∅	∅	∅	5	7	1	3	∅	∅	∅
1	0.3333	3	1.0000	676																							219	l	∅	∅	∅	a	f	∅	L	∅	∅	∅	A	B	∅	5	∅	∅	∅	7	3	∅																							220	l	∅	∅	∅	a	x	∅	L	∅	∅	∅	A	G	∅	5	∅	∅	∅	7	3	∅																						
2	0.6667	2	0.6667	676																							219	a	l	∅	∅	f	∅	∅	A	L	∅	∅	B	∅	∅	7	5	∅	∅	3	∅	∅																							220	a	l	∅	∅	x	∅	∅	A	L	∅	∅	G	∅	∅	7	5	∅	∅	3	∅	∅																						
3	1.0000	1	0.3333	676																							219	f	a	l	∅	∅	∅	∅	B	A	L	∅	∅	∅	∅	3	7	5	∅	∅	∅	∅																							220	x	a	l	∅	∅	∅	∅	G	A	L	∅	∅	∅	∅	3	7	5	∅	∅	∅	∅																						
1	0.2500	4	1.0000	677																																													221	r	∅	∅	∅	i	-	-	R	∅	∅	∅	I	_	_	5	∅	∅	∅	7	0	0																							222	r	∅	∅	∅	iː	d	eː	R	∅	∅	∅	I	T	E	5	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	677																																													221	i	r	∅	∅	-	-	∅	I	R	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																							222	iː	r	∅	∅	d	eː	∅	I	R	∅	∅	T	E	∅	7	5	∅	∅	1	7	∅
3	0.7500	2	0.5000	677																																													221	-	i	r	∅	-	∅	∅	_	I	R	∅	_	∅	∅	0	7	5	∅	0	∅	∅																							222	d	iː	r	∅	eː	∅	∅	T	I	R	∅	E	∅	∅	1	7	5	∅	7	∅	∅
4	1.0000	1	0.2500	677																																													221	-	-	i	r	∅	∅	∅	_	_	I	R	∅	∅	∅	0	0	7	5	∅	∅	∅																							222	eː	d	iː	r	∅	∅	∅	E	T	I	R	∅	∅	∅	7	1	7	5	∅	∅	∅
1	0.3333	3	1.0000	682																							223	s	∅	∅	∅	ɪ	ŋ	∅	S	∅	∅	∅	I	N	∅	3	∅	∅	∅	7	4	∅																							224	z	∅	∅	∅	i	ŋ	∅	S	∅	∅	∅	I	N	∅	3	∅	∅	∅	7	4	∅																						
2	0.6667	2	0.6667	682																							223	ɪ	s	∅	∅	ŋ	∅	∅	I	S	∅	∅	N	∅	∅	7	3	∅	∅	4	∅	∅																							224	i	z	∅	∅	ŋ	∅	∅	I	S	∅	∅	N	∅	∅	7	3	∅	∅	4	∅	∅																						
3	1.0000	1	0.3333	682																							223	ŋ	ɪ	s	∅	∅	∅	∅	N	I	S	∅	∅	∅	∅	4	7	3	∅	∅	∅	∅																							224	ŋ	i	z	∅	∅	∅	∅	N	I	S	∅	∅	∅	∅	4	7	3	∅	∅	∅	∅																						
1	0.1667	6	1.0000	683	225	k	∅	∅	∅	ə	n	-	K	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																							226	ʃ	∅	∅	∅	ɑ̃	-	-	S	∅	∅	∅	A	_	_	3	∅	∅	∅	7	0	0																							227	k	∅	∅	∅	a	n	i	K	∅	∅	∅	A	N	I	1	∅	∅	∅	7	4	7
2	0.3333	5	0.8333	683	225	ə	k	∅	∅	n	-	d	E	K	∅	∅	N	_	T	7	1	∅	∅	4	0	1																							226	ɑ̃	ʃ	∅	∅	-	-	t	A	S	∅	∅	_	_	T	7	3	∅	∅	0	0	1																							227	a	k	∅	∅	n	i	t	A	K	∅	∅	N	I	T	7	1	∅	∅	4	7	1
3	0.5000	4	0.6667	683	225	n	ə	k	∅	-	d	o	N	E	K	∅	_	T	U	4	7	1	∅	0	1	7																							226	-	ɑ̃	ʃ	∅	-	t	e	_	A	S	∅	_	T	E	0	7	3	∅	0	1	7																							227	n	a	k	∅	i	t	-	N	A	K	∅	I	T	_	4	7	1	∅	7	1	0
4	0.6667	3	0.5000	683	225	-	n	ə	k	d	o	∅	_	N	E	K	T	U	∅	0	4	7	1	1	7	∅																							226	-	-	ɑ̃	ʃ	t	e	∅	_	_	A	S	T	E	∅	0	0	7	3	1	7	∅																							227	i	n	a	k	t	-	∅	I	N	A	K	T	_	∅	7	4	7	1	1	0	∅
5	0.8333	2	0.3333	683	225	d	-	n	ə	o	∅	∅	T	_	N	E	U	∅	∅	1	0	4	7	7	∅	∅																							226	t	-	-	ɑ̃	e	∅	∅	T	_	_	A	E	∅	∅	1	0	0	7	7	∅	∅																							227	t	i	n	a	-	∅	∅	T	I	N	A	_	∅	∅	1	7	4	7	0	∅	∅
