index	index_p	rindex	rindex_p	cogid	id_BelejeGonfoye	segment_BelejeGonfoye	segment_BelejeGonfoye_L1	segment_BelejeGonfoye_L2	segment_BelejeGonfoye_L3	segment_BelejeGonfoye_R1	segment_BelejeGonfoye_R2	segment_BelejeGonfoye_R3	SC_BelejeGonfoye	SC_BelejeGonfoye_L1	SC_BelejeGonfoye_L2	SC_BelejeGonfoye_L3	SC_BelejeGonfoye_R1	SC_BelejeGonfoye_R2	SC_BelejeGonfoye_R3	PROSODY_BelejeGonfoye	PROSODY_BelejeGonfoye_L1	PROSODY_BelejeGonfoye_L2	PROSODY_BelejeGonfoye_L3	PROSODY_BelejeGonfoye_R1	PROSODY_BelejeGonfoye_R2	PROSODY_BelejeGonfoye_R3	id_Fadashi	segment_Fadashi	segment_Fadashi_L1	segment_Fadashi_L2	segment_Fadashi_L3	segment_Fadashi_R1	segment_Fadashi_R2	segment_Fadashi_R3	SC_Fadashi	SC_Fadashi_L1	SC_Fadashi_L2	SC_Fadashi_L3	SC_Fadashi_R1	SC_Fadashi_R2	SC_Fadashi_R3	PROSODY_Fadashi	PROSODY_Fadashi_L1	PROSODY_Fadashi_L2	PROSODY_Fadashi_L3	PROSODY_Fadashi_R1	PROSODY_Fadashi_R2	PROSODY_Fadashi_R3	id_Maiyu	segment_Maiyu	segment_Maiyu_L1	segment_Maiyu_L2	segment_Maiyu_L3	segment_Maiyu_R1	segment_Maiyu_R2	segment_Maiyu_R3	SC_Maiyu	SC_Maiyu_L1	SC_Maiyu_L2	SC_Maiyu_L3	SC_Maiyu_R1	SC_Maiyu_R2	SC_Maiyu_R3	PROSODY_Maiyu	PROSODY_Maiyu_L1	PROSODY_Maiyu_L2	PROSODY_Maiyu_L3	PROSODY_Maiyu_R1	PROSODY_Maiyu_R2	PROSODY_Maiyu_R3	id_Undulu	segment_Undulu	segment_Undulu_L1	segment_Undulu_L2	segment_Undulu_L3	segment_Undulu_R1	segment_Undulu_R2	segment_Undulu_R3	SC_Undulu	SC_Undulu_L1	SC_Undulu_L2	SC_Undulu_L3	SC_Undulu_R1	SC_Undulu_R2	SC_Undulu_R3	PROSODY_Undulu	PROSODY_Undulu_L1	PROSODY_Undulu_L2	PROSODY_Undulu_L3	PROSODY_Undulu_R1	PROSODY_Undulu_R2	PROSODY_Undulu_R3
5	1.0000	1	0.2000	558																							159	i	h	l	u	∅	∅	∅	I	H	L	Y	∅	∅	∅	7	3	5	7	∅	∅	∅	160	i	h	l	u	∅	∅	∅	I	H	L	Y	∅	∅	∅	7	3	5	7	∅	∅	∅	161	i	h	l	u	∅	∅	∅	I	H	L	Y	∅	∅	∅	7	3	5	7	∅	∅	∅
1	0.0909	11	1.0000	566																							162	a	∅	∅	∅	n	f	a	A	∅	∅	∅	N	B	A	7	∅	∅	∅	4	3	7	163	a	∅	∅	∅	-	f	a	A	∅	∅	∅	_	B	A	7	∅	∅	∅	0	3	7	164	aː	∅	∅	∅	-	w	a	A	∅	∅	∅	_	W	A	7	∅	∅	∅	0	6	7
2	0.1818	10	0.9091	566																							162	n	a	∅	∅	f	a	n	N	A	∅	∅	B	A	N	4	7	∅	∅	3	7	4	163	-	a	∅	∅	f	a	ɲ	_	A	∅	∅	B	A	N	0	7	∅	∅	3	7	4	164	-	aː	∅	∅	w	a	-	_	A	∅	∅	W	A	_	0	7	∅	∅	6	7	0
3	0.2727	9	0.8182	566																							162	f	n	a	∅	a	n	f	B	N	A	∅	A	N	B	3	4	7	∅	7	4	3	163	f	-	a	∅	a	ɲ	f	B	_	A	∅	A	N	B	3	0	7	∅	7	4	3	164	w	-	aː	∅	a	-	w	W	_	A	∅	A	_	W	6	0	7	∅	7	0	6
4	0.3636	8	0.7273	566																							162	a	f	n	a	n	f	o	A	B	N	A	N	B	U	7	3	4	7	4	3	7	163	a	f	-	a	ɲ	f	a	A	B	_	A	N	B	A	7	3	0	7	4	3	7	164	a	w	-	aː	-	w	o	A	W	_	A	_	W	U	7	6	0	7	0	6	7
5	0.4545	7	0.6364	566																							162	n	a	f	n	f	o	r	N	A	B	N	B	U	R	4	7	3	4	3	7	5	163	ɲ	a	f	-	f	a	r	N	A	B	_	B	A	R	4	7	3	0	3	7	5	164	-	a	w	-	w	o	r	_	A	W	_	W	U	R	0	7	6	0	6	7	5
6	0.5455	6	0.5455	566																							162	f	n	a	f	o	r	o	B	N	A	B	U	R	U	3	4	7	3	7	5	7	163	f	ɲ	a	f	a	r	a	B	N	A	B	A	R	A	3	4	7	3	7	5	7	164	w	-	a	w	o	r	e	W	_	A	W	U	R	E	6	0	7	6	7	5	7
7	0.6364	5	0.4545	566																							162	o	f	n	a	r	o	s	U	B	N	A	R	U	S	7	3	4	7	5	7	3	163	a	f	ɲ	a	r	a	s	A	B	N	A	R	A	S	7	3	4	7	5	7	3	164	o	w	-	a	r	e	s	U	W	_	A	R	E	S	7	6	0	7	5	7	3
8	0.7273	4	0.3636	566																							162	r	o	f	n	o	s	ʔ	R	U	B	N	U	S	H	5	7	3	4	7	3	1	163	r	a	f	ɲ	a	s	ʔ	R	A	B	N	A	S	H	5	7	3	4	7	3	1	164	r	o	w	-	e	s	ʔ	R	U	W	_	E	S	H	5	7	6	0	7	3	1
9	0.8182	3	0.2727	566																							162	o	r	o	f	s	ʔ	∅	U	R	U	B	S	H	∅	7	5	7	3	3	1	∅	163	a	r	a	f	s	ʔ	∅	A	R	A	B	S	H	∅	7	5	7	3	3	1	∅	164	e	r	o	w	s	ʔ	∅	E	R	U	W	S	H	∅	7	5	7	6	3	1	∅
10	0.9091	2	0.1818	566																							162	s	o	r	o	ʔ	∅	∅	S	U	R	U	H	∅	∅	3	7	5	7	1	∅	∅	163	s	a	r	a	ʔ	∅	∅	S	A	R	A	H	∅	∅	3	7	5	7	1	∅	∅	164	s	e	r	o	ʔ	∅	∅	S	E	R	U	H	∅	∅	3	7	5	7	1	∅	∅
11	1.0000	1	0.0909	566																							162	ʔ	s	o	r	∅	∅	∅	H	S	U	R	∅	∅	∅	1	3	7	5	∅	∅	∅	163	ʔ	s	a	r	∅	∅	∅	H	S	A	R	∅	∅	∅	1	3	7	5	∅	∅	∅	164	ʔ	s	e	r	∅	∅	∅	H	S	E	R	∅	∅	∅	1	3	7	5	∅	∅	∅
1	0.2000	5	1.0000	589																																													165	a	∅	∅	∅	dː	ɛ	w	A	∅	∅	∅	T	E	W	7	∅	∅	∅	1	7	6	166	a	∅	∅	∅	dː	a	w	A	∅	∅	∅	T	A	W	7	∅	∅	∅	1	7	6
2	0.4000	4	0.8000	589																																													165	dː	a	∅	∅	ɛ	w	a	T	A	∅	∅	E	W	A	1	7	∅	∅	7	6	7	166	dː	a	∅	∅	a	w	a	T	A	∅	∅	A	W	A	1	7	∅	∅	7	6	7
3	0.6000	3	0.6000	589																																													165	ɛ	dː	a	∅	w	a	∅	E	T	A	∅	W	A	∅	7	1	7	∅	6	7	∅	166	a	dː	a	∅	w	a	∅	A	T	A	∅	W	A	∅	7	1	7	∅	6	7	∅
4	0.8000	2	0.4000	589																																													165	w	ɛ	dː	a	a	∅	∅	W	E	T	A	A	∅	∅	6	7	1	7	7	∅	∅	166	w	a	dː	a	a	∅	∅	W	A	T	A	A	∅	∅	6	7	1	7	7	∅	∅
5	1.0000	1	0.2000	589																																													165	a	w	ɛ	dː	∅	∅	∅	A	W	E	T	∅	∅	∅	7	6	7	1	∅	∅	∅	166	a	w	a	dː	∅	∅	∅	A	W	A	T	∅	∅	∅	7	6	7	1	∅	∅	∅
1	0.1667	6	1.0000	592	167	m	∅	∅	∅	a	n	k	M	∅	∅	∅	A	N	K	4	∅	∅	∅	7	4	1	168	mː	∅	∅	∅	a	n	k	M	∅	∅	∅	A	N	K	4	∅	∅	∅	7	4	1	169	m	∅	∅	∅	a	n	k	M	∅	∅	∅	A	N	K	4	∅	∅	∅	7	4	1																						
2	0.3333	5	0.8333	592	167	a	m	∅	∅	n	k	-	A	M	∅	∅	N	K	_	7	4	∅	∅	4	1	0	168	a	mː	∅	∅	n	k	-	A	M	∅	∅	N	K	_	7	4	∅	∅	4	1	0	169	a	m	∅	∅	n	k	ʔ	A	M	∅	∅	N	K	H	7	4	∅	∅	4	1	1																						
3	0.5000	4	0.6667	592	167	n	a	m	∅	k	-	o	N	A	M	∅	K	_	U	4	7	4	∅	1	0	7	168	n	a	mː	∅	k	-	o	N	A	M	∅	K	_	U	4	7	4	∅	1	0	7	169	n	a	m	∅	k	ʔ	o	N	A	M	∅	K	H	U	4	7	4	∅	1	1	7																						
4	0.6667	3	0.5000	592	167	k	n	a	m	-	o	∅	K	N	A	M	_	U	∅	1	4	7	4	0	7	∅	168	k	n	a	mː	-	o	∅	K	N	A	M	_	U	∅	1	4	7	4	0	7	∅	169	k	n	a	m	ʔ	o	∅	K	N	A	M	H	U	∅	1	4	7	4	1	7	∅																						
5	0.8333	2	0.3333	592	167	-	k	n	a	o	∅	∅	_	K	N	A	U	∅	∅	0	1	4	7	7	∅	∅	168	-	k	n	a	o	∅	∅	_	K	N	A	U	∅	∅	0	1	4	7	7	∅	∅	169	ʔ	k	n	a	o	∅	∅	H	K	N	A	U	∅	∅	1	1	4	7	7	∅	∅																						
6	1.0000	1	0.1667	592	167	o	-	k	n	∅	∅	∅	U	_	K	N	∅	∅	∅	7	0	1	4	∅	∅	∅	168	o	-	k	n	∅	∅	∅	U	_	K	N	∅	∅	∅	7	0	1	4	∅	∅	∅	169	o	ʔ	k	n	∅	∅	∅	U	H	K	N	∅	∅	∅	7	1	1	4	∅	∅	∅																						
1	0.3333	3	1.0000	612																							170	a	∅	∅	∅	mː	a	∅	A	∅	∅	∅	M	A	∅	7	∅	∅	∅	4	7	∅	171	a	∅	∅	∅	mː	a	∅	A	∅	∅	∅	M	A	∅	7	∅	∅	∅	4	7	∅																						
2	0.6667	2	0.6667	612																							170	mː	a	∅	∅	a	∅	∅	M	A	∅	∅	A	∅	∅	4	7	∅	∅	7	∅	∅	171	mː	a	∅	∅	a	∅	∅	M	A	∅	∅	A	∅	∅	4	7	∅	∅	7	∅	∅																						
3	1.0000	1	0.3333	612																							170	a	mː	a	∅	∅	∅	∅	A	M	A	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅	171	a	mː	a	∅	∅	∅	∅	A	M	A	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅																						
1	0.2500	4	1.0000	628																							172	s	∅	∅	∅	u	r	e	S	∅	∅	∅	Y	R	E	3	∅	∅	∅	7	5	7	173	s	∅	∅	∅	ʊ	r	e	S	∅	∅	∅	Y	R	E	3	∅	∅	∅	7	5	7																						
2	0.5000	3	0.7500	628																							172	u	s	∅	∅	r	e	∅	Y	S	∅	∅	R	E	∅	7	3	∅	∅	5	7	∅	173	ʊ	s	∅	∅	r	e	∅	Y	S	∅	∅	R	E	∅	7	3	∅	∅	5	7	∅																						
3	0.7500	2	0.5000	628																							172	r	u	s	∅	e	∅	∅	R	Y	S	∅	E	∅	∅	5	7	3	∅	7	∅	∅	173	r	ʊ	s	∅	e	∅	∅	R	Y	S	∅	E	∅	∅	5	7	3	∅	7	∅	∅																						
4	1.0000	1	0.2500	628																							172	e	r	u	s	∅	∅	∅	E	R	Y	S	∅	∅	∅	7	5	7	3	∅	∅	∅	173	e	r	ʊ	s	∅	∅	∅	E	R	Y	S	∅	∅	∅	7	5	7	3	∅	∅	∅																						
1	0.1667	6	1.0000	632	174	a	∅	∅	∅	b	u	lː	A	∅	∅	∅	P	Y	L	7	∅	∅	∅	1	7	5																							175	a	∅	∅	∅	b	u	l	A	∅	∅	∅	P	Y	L	7	∅	∅	∅	1	7	5																						
2	0.3333	5	0.8333	632	174	b	a	∅	∅	u	lː	-	P	A	∅	∅	Y	L	_	1	7	∅	∅	7	5	0																							175	b	a	∅	∅	u	l	d	P	A	∅	∅	Y	L	T	1	7	∅	∅	7	5	1																						
3	0.5000	4	0.6667	632	174	u	b	a	∅	lː	-	u	Y	P	A	∅	L	_	Y	7	1	7	∅	5	0	7																							175	u	b	a	∅	l	d	u	Y	P	A	∅	L	T	Y	7	1	7	∅	5	1	7																						
4	0.6667	3	0.5000	632	174	lː	u	b	a	-	u	∅	L	Y	P	A	_	Y	∅	5	7	1	7	0	7	∅																							175	l	u	b	a	d	u	∅	L	Y	P	A	T	Y	∅	5	7	1	7	1	7	∅																						
5	0.8333	2	0.3333	632	174	-	lː	u	b	u	∅	∅	_	L	Y	P	Y	∅	∅	0	5	7	1	7	∅	∅																							175	d	l	u	b	u	∅	∅	T	L	Y	P	Y	∅	∅	1	5	7	1	7	∅	∅																						
6	1.0000	1	0.1667	632	174	u	-	lː	u	∅	∅	∅	Y	_	L	Y	∅	∅	∅	7	0	5	7	∅	∅	∅																							175	u	d	l	u	∅	∅	∅	Y	T	L	Y	∅	∅	∅	7	1	5	7	∅	∅	∅																						
1	0.1250	8	1.0000	633																							176	-	∅	∅	∅	k	o	r	_	∅	∅	∅	K	U	R	0	∅	∅	∅	1	7	5																							177	a	∅	∅	∅	g	o	r	A	∅	∅	∅	K	U	R	7	∅	∅	∅	1	7	5
2	0.2500	7	0.8750	633																							176	k	-	∅	∅	o	r	o	K	_	∅	∅	U	R	U	1	0	∅	∅	7	5	7																							177	g	a	∅	∅	o	r	o	K	A	∅	∅	U	R	U	1	7	∅	∅	7	5	7
3	0.3750	6	0.7500	633																							176	o	k	-	∅	r	o	m	U	K	_	∅	R	U	M	7	1	0	∅	5	7	4																							177	o	g	a	∅	r	o	m	U	K	A	∅	R	U	M	7	1	7	∅	5	7	4
4	0.5000	5	0.6250	633																							176	r	o	k	-	o	m	b	R	U	K	_	U	M	P	5	7	1	0	7	4	1																							177	r	o	g	a	o	m	b	R	U	K	A	U	M	P	5	7	1	7	7	4	1
5	0.6250	4	0.5000	633																							176	o	r	o	k	m	b	o	U	R	U	K	M	P	U	7	5	7	1	4	1	7																							177	o	r	o	g	m	b	o	U	R	U	K	M	P	U	7	5	7	1	4	1	7
6	0.7500	3	0.3750	633																							176	m	o	r	o	b	o	∅	M	U	R	U	P	U	∅	4	7	5	7	1	7	∅																							177	m	o	r	o	b	o	∅	M	U	R	U	P	U	∅	4	7	5	7	1	7	∅
7	0.8750	2	0.2500	633																							176	b	m	o	r	o	∅	∅	P	M	U	R	U	∅	∅	1	4	7	5	7	∅	∅																							177	b	m	o	r	o	∅	∅	P	M	U	R	U	∅	∅	1	4	7	5	7	∅	∅
8	1.0000	1	0.1250	633																							176	o	b	m	o	∅	∅	∅	U	P	M	U	∅	∅	∅	7	1	4	7	∅	∅	∅																							177	o	b	m	o	∅	∅	∅	U	P	M	U	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.1250	8	1.0000	644																							178	t	∅	∅	∅	-	o	k	T	∅	∅	∅	_	U	K	1	∅	∅	∅	0	7	1	179	t	∅	∅	∅	ʔ	ɔ	k	T	∅	∅	∅	H	U	K	1	∅	∅	∅	1	7	1	180	t	∅	∅	∅	ʔ	o	k	T	∅	∅	∅	H	U	K	1	∅	∅	∅	1	7	1
2	0.2500	7	0.8750	644																							178	-	t	∅	∅	o	k	-	_	T	∅	∅	U	K	_	0	1	∅	∅	7	1	0	179	ʔ	t	∅	∅	ɔ	k	ʔ	H	T	∅	∅	U	K	H	1	1	∅	∅	7	1	1	180	ʔ	t	∅	∅	o	k	ʔ	H	T	∅	∅	U	K	H	1	1	∅	∅	7	1	1
3	0.3750	6	0.7500	644																							178	o	-	t	∅	k	-	o	U	_	T	∅	K	_	U	7	0	1	∅	1	0	7	179	ɔ	ʔ	t	∅	k	ʔ	ɔ	U	H	T	∅	K	H	U	7	1	1	∅	1	1	7	180	o	ʔ	t	∅	k	ʔ	o	U	H	T	∅	K	H	U	7	1	1	∅	1	1	7
4	0.5000	5	0.6250	644																							178	k	o	-	t	-	o	l	K	U	_	T	_	U	L	1	7	0	1	0	7	5	179	k	ɔ	ʔ	t	ʔ	ɔ	l	K	U	H	T	H	U	L	1	7	1	1	1	7	5	180	k	o	ʔ	t	ʔ	o	l	K	U	H	T	H	U	L	1	7	1	1	1	7	5
5	0.6250	4	0.5000	644																							178	-	k	o	-	o	l	o	_	K	U	_	U	L	U	0	1	7	0	7	5	7	179	ʔ	k	ɔ	ʔ	ɔ	l	o	H	K	U	H	U	L	U	1	1	7	1	7	5	7	180	ʔ	k	o	ʔ	o	l	o	H	K	U	H	U	L	U	1	1	7	1	7	5	7
6	0.7500	3	0.3750	644																							178	o	-	k	o	l	o	∅	U	_	K	U	L	U	∅	7	0	1	7	5	7	∅	179	ɔ	ʔ	k	ɔ	l	o	∅	U	H	K	U	L	U	∅	7	1	1	7	5	7	∅	180	o	ʔ	k	o	l	o	∅	U	H	K	U	L	U	∅	7	1	1	7	5	7	∅
7	0.8750	2	0.2500	644																							178	l	o	-	k	o	∅	∅	L	U	_	K	U	∅	∅	5	7	0	1	7	∅	∅	179	l	ɔ	ʔ	k	o	∅	∅	L	U	H	K	U	∅	∅	5	7	1	1	7	∅	∅	180	l	o	ʔ	k	o	∅	∅	L	U	H	K	U	∅	∅	5	7	1	1	7	∅	∅
8	1.0000	1	0.1250	644																							178	o	l	o	-	∅	∅	∅	U	L	U	_	∅	∅	∅	7	5	7	0	∅	∅	∅	179	o	l	ɔ	ʔ	∅	∅	∅	U	L	U	H	∅	∅	∅	7	5	7	1	∅	∅	∅	180	o	l	o	ʔ	∅	∅	∅	U	L	U	H	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.2500	4	1.0000	650																							181	k	∅	∅	∅	ʔ	o	ʃ	K	∅	∅	∅	H	U	S	1	∅	∅	∅	1	7	3	182	k	∅	∅	∅	ʔ	ɔ	ʃ	K	∅	∅	∅	H	U	S	1	∅	∅	∅	1	7	3	183	k	∅	∅	∅	ʔ	o	ʃ	K	∅	∅	∅	H	U	S	1	∅	∅	∅	1	7	3
2	0.5000	3	0.7500	650																							181	ʔ	k	∅	∅	o	ʃ	∅	H	K	∅	∅	U	S	∅	1	1	∅	∅	7	3	∅	182	ʔ	k	∅	∅	ɔ	ʃ	∅	H	K	∅	∅	U	S	∅	1	1	∅	∅	7	3	∅	183	ʔ	k	∅	∅	o	ʃ	∅	H	K	∅	∅	U	S	∅	1	1	∅	∅	7	3	∅
3	0.7500	2	0.5000	650																							181	o	ʔ	k	∅	ʃ	∅	∅	U	H	K	∅	S	∅	∅	7	1	1	∅	3	∅	∅	182	ɔ	ʔ	k	∅	ʃ	∅	∅	U	H	K	∅	S	∅	∅	7	1	1	∅	3	∅	∅	183	o	ʔ	k	∅	ʃ	∅	∅	U	H	K	∅	S	∅	∅	7	1	1	∅	3	∅	∅
4	1.0000	1	0.2500	650																							181	ʃ	o	ʔ	k	∅	∅	∅	S	U	H	K	∅	∅	∅	3	7	1	1	∅	∅	∅	182	ʃ	ɔ	ʔ	k	∅	∅	∅	S	U	H	K	∅	∅	∅	3	7	1	1	∅	∅	∅	183	ʃ	o	ʔ	k	∅	∅	∅	S	U	H	K	∅	∅	∅	3	7	1	1	∅	∅	∅
1	0.2000	5	1.0000	655	184	mʷ	∅	∅	∅	o	ɲ	ʃ	M	∅	∅	∅	U	N	S	4	∅	∅	∅	7	4	3																																													185	m	∅	∅	∅	u	n	z	M	∅	∅	∅	Y	N	S	4	∅	∅	∅	7	4	3
2	0.4000	4	0.8000	655	184	o	mʷ	∅	∅	ɲ	ʃ	o	U	M	∅	∅	N	S	U	7	4	∅	∅	4	3	7																																													185	u	m	∅	∅	n	z	oː	Y	M	∅	∅	N	S	U	7	4	∅	∅	4	3	7
3	0.6000	3	0.6000	655	184	ɲ	o	mʷ	∅	ʃ	o	∅	N	U	M	∅	S	U	∅	4	7	4	∅	3	7	∅																																													185	n	u	m	∅	z	oː	∅	N	Y	M	∅	S	U	∅	4	7	4	∅	3	7	∅
4	0.8000	2	0.4000	655	184	ʃ	ɲ	o	mʷ	o	∅	∅	S	N	U	M	U	∅	∅	3	4	7	4	7	∅	∅																																													185	z	n	u	m	oː	∅	∅	S	N	Y	M	U	∅	∅	3	4	7	4	7	∅	∅
5	1.0000	1	0.2000	655	184	o	ʃ	ɲ	o	∅	∅	∅	U	S	N	U	∅	∅	∅	7	3	4	7	∅	∅	∅																																													185	oː	z	n	u	∅	∅	∅	U	S	N	Y	∅	∅	∅	7	3	4	7	∅	∅	∅
1	0.1429	7	1.0000	657																							186	m	∅	∅	∅	a	n	e	M	∅	∅	∅	A	N	E	4	∅	∅	∅	7	4	7																							187	m	∅	∅	∅	u	n	e	M	∅	∅	∅	Y	N	E	4	∅	∅	∅	7	4	7
2	0.2857	6	0.8571	657																							186	a	m	∅	∅	n	e	n	A	M	∅	∅	N	E	N	7	4	∅	∅	4	7	4																							187	u	m	∅	∅	n	e	n	Y	M	∅	∅	N	E	N	7	4	∅	∅	4	7	4
3	0.4286	5	0.7143	657																							186	n	a	m	∅	e	n	k	N	A	M	∅	E	N	K	4	7	4	∅	7	4	1																							187	n	u	m	∅	e	n	k	N	Y	M	∅	E	N	K	4	7	4	∅	7	4	1
4	0.5714	4	0.5714	657																							186	e	n	a	m	n	k	u	E	N	A	M	N	K	Y	7	4	7	4	4	1	7																							187	e	n	u	m	n	k	o	E	N	Y	M	N	K	U	7	4	7	4	4	1	7
5	0.7143	3	0.4286	657																							186	n	e	n	a	k	u	∅	N	E	N	A	K	Y	∅	4	7	4	7	1	7	∅																							187	n	e	n	u	k	o	∅	N	E	N	Y	K	U	∅	4	7	4	7	1	7	∅
6	0.8571	2	0.2857	657																							186	k	n	e	n	u	∅	∅	K	N	E	N	Y	∅	∅	1	4	7	4	7	∅	∅																							187	k	n	e	n	o	∅	∅	K	N	E	N	U	∅	∅	1	4	7	4	7	∅	∅
7	1.0000	1	0.1429	657																							186	u	k	n	e	∅	∅	∅	Y	K	N	E	∅	∅	∅	7	1	4	7	∅	∅	∅																							187	o	k	n	e	∅	∅	∅	U	K	N	E	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.2500	4	1.0000	668																							188	w	∅	∅	∅	ɛ	lː	a	W	∅	∅	∅	E	L	A	6	∅	∅	∅	7	5	7	189	w	∅	∅	∅	ɛ	lː	a	W	∅	∅	∅	E	L	A	6	∅	∅	∅	7	5	7	190	w	∅	∅	∅	ɛ	lː	a	W	∅	∅	∅	E	L	A	6	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	668																							188	ɛ	w	∅	∅	lː	a	∅	E	W	∅	∅	L	A	∅	7	6	∅	∅	5	7	∅	189	ɛ	w	∅	∅	lː	a	∅	E	W	∅	∅	L	A	∅	7	6	∅	∅	5	7	∅	190	ɛ	w	∅	∅	lː	a	∅	E	W	∅	∅	L	A	∅	7	6	∅	∅	5	7	∅
3	0.7500	2	0.5000	668																							188	lː	ɛ	w	∅	a	∅	∅	L	E	W	∅	A	∅	∅	5	7	6	∅	7	∅	∅	189	lː	ɛ	w	∅	a	∅	∅	L	E	W	∅	A	∅	∅	5	7	6	∅	7	∅	∅	190	lː	ɛ	w	∅	a	∅	∅	L	E	W	∅	A	∅	∅	5	7	6	∅	7	∅	∅
4	1.0000	1	0.2500	668																							188	a	lː	ɛ	w	∅	∅	∅	A	L	E	W	∅	∅	∅	7	5	7	6	∅	∅	∅	189	a	lː	ɛ	w	∅	∅	∅	A	L	E	W	∅	∅	∅	7	5	7	6	∅	∅	∅	190	a	lː	ɛ	w	∅	∅	∅	A	L	E	W	∅	∅	∅	7	5	7	6	∅	∅	∅
1	0.2000	5	1.0000	674																							191	m	∅	∅	∅	aː	m	a	M	∅	∅	∅	A	M	A	4	∅	∅	∅	7	4	7	192	m	∅	∅	∅	a	n	a	M	∅	∅	∅	A	N	A	4	∅	∅	∅	7	4	7																						
2	0.4000	4	0.8000	674																							191	aː	m	∅	∅	m	a	ŋ	A	M	∅	∅	M	A	N	7	4	∅	∅	4	7	4	192	a	m	∅	∅	n	a	ɲ	A	M	∅	∅	N	A	N	7	4	∅	∅	4	7	4																						
3	0.6000	3	0.6000	674																							191	m	aː	m	∅	a	ŋ	∅	M	A	M	∅	A	N	∅	4	7	4	∅	7	4	∅	192	n	a	m	∅	a	ɲ	∅	N	A	M	∅	A	N	∅	4	7	4	∅	7	4	∅																						
4	0.8000	2	0.4000	674																							191	a	m	aː	m	ŋ	∅	∅	A	M	A	M	N	∅	∅	7	4	7	4	4	∅	∅	192	a	n	a	m	ɲ	∅	∅	A	N	A	M	N	∅	∅	7	4	7	4	4	∅	∅																						
5	1.0000	1	0.2000	674																							191	ŋ	a	m	aː	∅	∅	∅	N	A	M	A	∅	∅	∅	4	7	4	7	∅	∅	∅	192	ɲ	a	n	a	∅	∅	∅	N	A	N	A	∅	∅	∅	4	7	4	7	∅	∅	∅																						
1	0.1667	6	1.0000	678	193	m	∅	∅	∅	a	ŋ	k	M	∅	∅	∅	A	N	K	4	∅	∅	∅	7	4	1	194	mː	∅	∅	∅	a	n	k	M	∅	∅	∅	A	N	K	4	∅	∅	∅	7	4	1	195	m	∅	∅	∅	a	n	k	M	∅	∅	∅	A	N	K	4	∅	∅	∅	7	4	1																						
2	0.3333	5	0.8333	678	193	a	m	∅	∅	ŋ	k	-	A	M	∅	∅	N	K	_	7	4	∅	∅	4	1	0	194	a	mː	∅	∅	n	k	-	A	M	∅	∅	N	K	_	7	4	∅	∅	4	1	0	195	a	m	∅	∅	n	k	ʔ	A	M	∅	∅	N	K	H	7	4	∅	∅	4	1	1																						
3	0.5000	4	0.6667	678	193	ŋ	a	m	∅	k	-	a	N	A	M	∅	K	_	A	4	7	4	∅	1	0	7	194	n	a	mː	∅	k	-	a	N	A	M	∅	K	_	A	4	7	4	∅	1	0	7	195	n	a	m	∅	k	ʔ	a	N	A	M	∅	K	H	A	4	7	4	∅	1	1	7																						
4	0.6667	3	0.5000	678	193	k	ŋ	a	m	-	a	∅	K	N	A	M	_	A	∅	1	4	7	4	0	7	∅	194	k	n	a	mː	-	a	∅	K	N	A	M	_	A	∅	1	4	7	4	0	7	∅	195	k	n	a	m	ʔ	a	∅	K	N	A	M	H	A	∅	1	4	7	4	1	7	∅																						
5	0.8333	2	0.3333	678	193	-	k	ŋ	a	a	∅	∅	_	K	N	A	A	∅	∅	0	1	4	7	7	∅	∅	194	-	k	n	a	a	∅	∅	_	K	N	A	A	∅	∅	0	1	4	7	7	∅	∅	195	ʔ	k	n	a	a	∅	∅	H	K	N	A	A	∅	∅	1	1	4	7	7	∅	∅																						
6	1.0000	1	0.1667	678	193	a	-	k	ŋ	∅	∅	∅	A	_	K	N	∅	∅	∅	7	0	1	4	∅	∅	∅	194	a	-	k	n	∅	∅	∅	A	_	K	N	∅	∅	∅	7	0	1	4	∅	∅	∅	195	a	ʔ	k	n	∅	∅	∅	A	H	K	N	∅	∅	∅	7	1	1	4	∅	∅	∅																						
1	0.2500	4	1.0000	683																							196	θ	∅	∅	∅	oː	l	a	D	∅	∅	∅	U	L	A	3	∅	∅	∅	7	5	7	197	θ	∅	∅	∅	ʊː	θ	a	D	∅	∅	∅	Y	D	A	3	∅	∅	∅	7	3	7	198	θ	∅	∅	∅	uː	θ	e	D	∅	∅	∅	Y	D	E	3	∅	∅	∅	7	3	7
2	0.5000	3	0.7500	683																							196	oː	θ	∅	∅	l	a	∅	U	D	∅	∅	L	A	∅	7	3	∅	∅	5	7	∅	197	ʊː	θ	∅	∅	θ	a	∅	Y	D	∅	∅	D	A	∅	7	3	∅	∅	3	7	∅	198	uː	θ	∅	∅	θ	e	∅	Y	D	∅	∅	D	E	∅	7	3	∅	∅	3	7	∅
