** /proj/evolang2022/tiago/ST2022/data-surprise/bantubvd/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
Tebul_Ure           1.4276        0.3738       0.5526         0.4769       1.9310        0.4928       0.4269         0.3194
Tiranige_Diga       1.5714        0.4020       0.5262         0.4291       1.8095        0.4371       0.4629         0.4093
Togo_Kan            1.4435        0.3492       0.5969         0.5221       2.1774        0.5231       0.3932         0.3477
Tommo_So            1.4275        0.3482       0.5866         0.5130       1.8478        0.4615       0.4816         0.3518
Toro_Tegu           1.5490        0.3939       0.5087         0.4706       1.9510        0.4979       0.4224         0.3376
Yanda_Dom           1.5674        0.3606       0.5480         0.4933       1.8085        0.4416       0.4774         0.3961
Yorno_So            1.2078        0.3131       0.5956         0.5519       1.5974        0.4076       0.4955         0.4346
TOTAL               1.4543        0.3559       0.5660         0.5009       1.8190        0.4427       0.4672         0.4027


** /proj/evolang2022/tiago/ST2022/data/hantganbangime/solutions-0.30.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Bankan_Tey          1.6307        0.3882       0.5033         0.4706       1.4432        0.3764       0.5148         0.4890
Ben_Tey             1.7039        0.3932       0.4897         0.4561       1.9326        0.4698       0.4273         0.3637
Bunoge              2.0102        0.4303       0.4794         0.4028       1.9694        0.4589       0.4295         0.4055
Jamsay              1.1908        0.3160       0.5960         0.5619       1.6127        0.4148       0.4871         0.4453
Mombo               1.7717        0.4071       0.4892         0.4360       2.2126        0.5277       0.3764         0.3073
Najamba             1.8227        0.4466       0.4715         0.3762       2.5957        0.5844       0.3295         0.2478
Nanga               1.5301        0.3888       0.5142         0.4465       2.4208        0.5834       0.3208         0.2501
Penange             1.5357        0.3740       0.5237         0.4556       1.5089        0.3710       0.5128         0.4840
Perge_Tegu          1.2000        0.3029       0.6062         0.5718       1.5487        0.3898       0.4947         0.4607
Tebul_Ure           1.5333        0.4136       0.5240         0.4197       2.1955        0.5694       0.3497         0.2659
Tiranige_Diga       1.7681        0.4395       0.4849         0.3842       2.1522        0.5008       0.3955         0.3327
Togo_Kan            1.3133        0.3463       0.5725         0.5273       1.9267        0.5075       0.4145         0.3576
Tommo_So            1.6188        0.3853       0.5309         0.4721       1.6740        0.4327       0.4689         0.3997
Toro_Tegu           1.7744        0.4786       0.4319         0.3753       2.4586        0.6060       0.3278         0.2487
Yanda_Dom           1.5690        0.3687       0.5459         0.4840       2.0287        0.5110       0.4033         0.3015
Yorno_So            1.2613        0.3379       0.5632         0.5303       1.7588        0.4858       0.4327         0.3529
TOTAL               1.5771        0.3886       0.5204         0.4607       1.9650        0.4868       0.4178         0.3570


** /proj/evolang2022/tiago/ST2022/data/hantganbangime/solutions-0.40.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Bankan_Tey          1.7874        0.4358       0.4733         0.4065       1.8155        0.4761       0.4427         0.3681
Ben_Tey             1.8095        0.4083       0.4742         0.4485       1.9619        0.4799       0.4186         0.3578
Bunoge              1.8898        0.4271       0.4903         0.4070       2.0339        0.4934       0.4088         0.3562
Jamsay              1.2899        0.3339       0.5692         0.5317       2.0097        0.5190       0.3948         0.3352
Mombo               1.8544        0.4357       0.4679         0.3785       2.2405        0.5183       0.3838         0.3082
Najamba             1.9938        0.4880       0.4363         0.3295       2.8272        0.6566       0.2744         0.1779
Nanga               1.8357        0.4663       0.4532         0.3544       2.5822        0.6139       0.3174         0.2401
Penange             1.6547        0.4031       0.5173         0.4462       1.8417        0.4363       0.4790         0.4233
Perge_Tegu          1.2424        0.3224       0.5571         0.5481       1.9871        0.4903       0.3920         0.3577
Tebul_Ure           2.0842        0.5017       0.4141         0.3242       2.4059        0.5967       0.3222         0.2280
Tiranige_Diga       1.7778        0.4369       0.4726         0.3860       2.6358        0.6096       0.2888         0.2128
Togo_Kan            1.5393        0.4010       0.4943         0.4708       2.3034        0.5751       0.3400         0.2621
Tommo_So            1.4975        0.3962       0.4949         0.4606       2.1144        0.5306       0.3553         0.3114
Toro_Tegu           2.0131        0.5255       0.3937         0.3302       2.7647        0.7210       0.2714         0.1060
Yanda_Dom           1.6786        0.4034       0.4977         0.4424       2.7806        0.6245       0.3033         0.2072
Yorno_So            1.3964        0.3781       0.5224         0.4838       1.9103        0.5041       0.3824         0.3408
TOTAL               1.7090        0.4227       0.4830         0.4218       2.2634        0.5528       0.3609         0.2871


** /proj/evolang2022/tiago/ST2022/data/hantganbangime/solutions-0.50.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Bankan_Tey          2.1491        0.5054       0.4180         0.3325       2.2368        0.5365       0.3755         0.3009
Ben_Tey             1.8553        0.4157       0.4598         0.4433       2.2719        0.5347       0.3689         0.3034
Bunoge              2.1119        0.4695       0.4640         0.3856       2.3566        0.5436       0.3436         0.3067
Jamsay              1.6770        0.4119       0.4943         0.4547       2.2035        0.5415       0.4129         0.3038
Mombo               2.0000        0.4702       0.4321         0.3556       2.2872        0.5282       0.3841         0.3216
Najamba             2.1732        0.5059       0.4055         0.3092       2.7598        0.6531       0.2931         0.1608
Nanga               1.8646        0.4723       0.4370         0.3602       3.1092        0.7213       0.2085         0.1473
Penange             1.8323        0.4511       0.4730         0.3822       1.9281        0.4506       0.4593         0.4047
Perge_Tegu          1.6299        0.4131       0.4683         0.4575       2.5669        0.6118       0.3522         0.2450
Tebul_Ure           2.5300        0.5776       0.3677         0.2575       2.7880        0.7266       0.2630         0.1274
Tiranige_Diga       1.9840        0.4708       0.4342         0.3465       2.8128        0.6654       0.2677         0.1737
Togo_Kan            2.0299        0.4815       0.4430         0.3780       2.7065        0.6522       0.2765         0.2197
Tommo_So            1.7411        0.4542       0.4355         0.3984       2.4955        0.6031       0.2819         0.2317
Toro_Tegu           2.2619        0.5819       0.3378         0.2700       2.8690        0.7256       0.2614         0.1440
Yanda_Dom           2.0654        0.4858       0.4269         0.3383       3.0093        0.7143       0.2547         0.1393
Yorno_So            1.8097        0.4657       0.4514         0.3793       2.2480        0.5786       0.3308         0.2555
TOTAL               1.9822        0.4770       0.4343         0.3655       2.5406        0.6117       0.3209         0.2366


** /proj/evolang2022/tiago/ST2022/data/hattorijaponic/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amami            2.2857        0.4218       0.5670         0.4101       1.7857        0.3741       0.6054         0.4906
Hachijo          0.4643        0.0874       0.8745         0.8713       0.7143        0.1249       0.8104         0.8209
Kagoshima        1.5714        0.3629       0.6262         0.4772       1.4643        0.3869       0.6304         0.4526
Kochi            0.1786        0.0264       0.9589         0.9596       0.4286        0.0802       0.9095         0.8546
Kyoto            0.3929        0.1304       0.9315         0.8024       0.3214        0.1173       0.9404         0.8284
Miyako           1.7500        0.3952       0.5821         0.4669       1.7500        0.4440       0.5597         0.3837
Oki              0.5714        0.1190       0.8230         0.8182       0.5714        0.1351       0.8427         0.7928
Sado             0.1786        0.0238       0.9605         0.9636       0.3571        0.0592       0.8946         0.9172
Shuri            1.3214        0.2863       0.6673         0.6038       1.8929        0.3856       0.5975         0.5204
Tokyo            0.6429        0.1243       0.8980         0.8136       0.4643        0.1063       0.9131         0.8347
TOTAL            0.9357        0.1978       0.7889         0.7187       0.9750        0.2214       0.7704         0.6896


** /proj/evolang2022/tiago/ST2022/data/hattorijaponic/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amami            1.9107        0.3667       0.6342         0.4873       1.9643        0.4022       0.5634         0.4518
Hachijo          0.8571        0.1697       0.7471         0.7580       0.8214        0.1577       0.7749         0.7563
Kagoshima        1.6429        0.4114       0.5521         0.4637       1.6964        0.4705       0.5636         0.3602
Kochi            0.2679        0.0569       0.9266         0.9114       0.3571        0.0764       0.9130         0.8625
Kyoto            0.4643        0.1298       0.8872         0.8046       0.4643        0.1118       0.8675         0.8049
Miyako           1.8036        0.4121       0.5511         0.4308       2.0000        0.5099       0.5015         0.3145
Oki              0.7321        0.1851       0.7613         0.6923       1.2321        0.2860       0.6702         0.5754
Sado             0.3036        0.0598       0.9161         0.9030       0.3571        0.0717       0.9068         0.8862
Shuri            1.9286        0.3579       0.6052         0.4967       1.8214        0.3889       0.5462         0.4549
Tokyo            0.4821        0.1034       0.8917         0.8377       0.3214        0.0770       0.9151         0.8717
TOTAL            1.0393        0.2253       0.7473         0.6785       1.1036        0.2552       0.7222         0.6338


** /proj/evolang2022/tiago/ST2022/data/hattorijaponic/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amami            2.3580        0.4239       0.5550         0.4353       2.0617        0.3764       0.5643         0.4683
Hachijo          0.9875        0.1911       0.7399         0.7179       1.4000        0.2575       0.6757         0.6326
Kagoshima        1.8554        0.4555       0.4998         0.4074       1.6747        0.4344       0.5406         0.4162
Kochi            0.2771        0.0615       0.9179         0.9004       0.3012        0.0602       0.9273         0.8955
Kyoto            0.4337        0.1176       0.8841         0.8189       0.5422        0.1369       0.8543         0.7859
Miyako           1.8072        0.4247       0.5139         0.4403       2.2439        0.5533       0.4421         0.2576
Oki              0.9398        0.2110       0.7049         0.6750       0.9759        0.2154       0.7332         0.6516
Sado             0.3293        0.0702       0.9045         0.8866       0.4634        0.0895       0.8837         0.8545
Shuri            2.1098        0.3659       0.5307         0.4946       1.8537        0.3856       0.5644         0.4587
Tokyo            0.5181        0.1115       0.8871         0.8217       0.3735        0.0900       0.9027         0.8486
TOTAL            1.1616        0.2433       0.7138         0.6598       1.1890        0.2599       0.7088         0.6269


** /proj/evolang2022/tiago/ST2022/data/hattorijaponic/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amami            2.5481        0.4318       0.5158         0.4121       2.1058        0.4007       0.5574         0.4100
Hachijo          1.0588        0.2090       0.7348         0.6909       1.3333        0.2527       0.6599         0.6415
Kagoshima        2.1376        0.5099       0.4757         0.3319       1.8257        0.4528       0.5108         0.3910
Kochi            0.4587        0.0900       0.8579         0.8636       0.4815        0.1062       0.8735         0.8294
Kyoto            0.5273        0.1403       0.8633         0.7836       0.5455        0.1441       0.8651         0.7882
Miyako           2.0000        0.4447       0.4836         0.4028       2.5227        0.6183       0.3923         0.1827
Oki              1.0550        0.2324       0.6770         0.6430       1.2844        0.3011       0.6561         0.5599
Sado             0.4495        0.0801       0.8755         0.8705       0.6091        0.1209       0.8783         0.8090
Shuri            2.4112        0.4361       0.4995         0.3850       1.9907        0.4268       0.5293         0.3860
Tokyo            0.6306        0.1321       0.8539         0.7847       0.6036        0.1248       0.8393         0.7945
TOTAL            1.3277        0.2707       0.6837         0.6168       1.3302        0.2948       0.6762         0.5792


** /proj/evolang2022/tiago/ST2022/data/hattorijaponic/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Amami            2.6967        0.4527       0.4912         0.3535       2.5082        0.4632       0.4936         0.3420
Hachijo          1.3115        0.2644       0.6902         0.6067       1.5492        0.3007       0.6474         0.5567
Kagoshima        2.0593        0.4824       0.4541         0.3656       2.0444        0.4891       0.4701         0.3202
Kochi            0.6866        0.1441       0.7984         0.7822       0.7313        0.1650       0.8338         0.7233
Kyoto            0.5630        0.1436       0.8530         0.7805       0.8519        0.2114       0.7900         0.6686
Miyako           2.4299        0.5695       0.4172         0.2532       2.8692        0.6563       0.3373         0.1572
Oki              1.2667        0.2667       0.6461         0.6052       1.6148        0.3319       0.5818         0.5292
Sado             0.5000        0.0934       0.8537         0.8617       0.6418        0.1322       0.8087         0.7926
Shuri            2.6967        0.4867       0.4318         0.3624       2.9344        0.5961       0.4277         0.2497
Tokyo            0.8116        0.1567       0.8050         0.7381       1.2391        0.2561       0.7545         0.6271
TOTAL            1.5022        0.3060       0.6441         0.5709       1.6984        0.3602       0.6145         0.4967


** /proj/evolang2022/tiago/ST2022/data/listsamplesize/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
dutch            3.1765        0.5581       0.4299         0.2659       1.9804        0.3497       0.5844         0.5030
english          3.4000        0.6362       0.4104         0.2010       2.1373        0.4433       0.5599         0.4034
french           3.9268        0.7962       0.3124         0.1117       4.6341        0.8508       0.2702         0.0680
german           3.1176        0.5701       0.4665         0.2632       1.7647        0.3365       0.6219         0.5168
TOTAL            3.4052        0.6401       0.4048         0.2104       2.6291        0.4950       0.5091         0.3728


** /proj/evolang2022/tiago/ST2022/data/listsamplesize/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
dutch            3.2157        0.6341       0.3426         0.2220       2.1078        0.3675       0.5022         0.4899
english          3.1919        0.6461       0.3934         0.2076       2.3737        0.4824       0.4416         0.3671
french           4.2000        0.8523       0.2808         0.0720       3.6222        0.8449       0.2522         0.0618
german           2.8515        0.4976       0.4609         0.3190       1.9109        0.3469       0.5518         0.5017
TOTAL            3.3648        0.6575       0.3694         0.2051       2.5037        0.5104       0.4370         0.3551


** /proj/evolang2022/tiago/ST2022/data/listsamplesize/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
dutch            2.9346        0.5445       0.4069         0.2726       1.9869        0.3579       0.4980         0.4778
english          3.2098        0.7308       0.3164         0.1347       2.1611        0.4484       0.4628         0.3896
french           5.0400        0.8979       0.3133         0.0407       4.4000        0.8513       0.2798         0.0587
german           3.2914        0.5844       0.4120         0.2031       1.8675        0.3321       0.5371         0.5102
TOTAL            3.6190        0.6894       0.3621         0.1628       2.6039        0.4974       0.4444         0.3591


** /proj/evolang2022/tiago/ST2022/data/listsamplesize/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
dutch            2.5980        0.4677       0.4567         0.3349       1.7549        0.3308       0.5272         0.5225
english          2.6000        0.5565       0.4107         0.2817       2.1350        0.4671       0.5007         0.3487
french           5.0400        0.8979       0.3196         0.0407       4.4000        0.8560       0.2642         0.0629
german           3.0644        0.5591       0.4348         0.2428       1.8960        0.3399       0.5296         0.5154
TOTAL            3.3256        0.6203       0.4054         0.2250       2.5465        0.4984       0.4555         0.3624


** /proj/evolang2022/tiago/ST2022/data/listsamplesize/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
dutch            3.0000        0.5469       0.4496         0.2591       1.8627        0.3304       0.5171         0.5093
english          3.4337        0.7241       0.3152         0.1411       2.5422        0.5437       0.4204         0.2905
french           5.0588        0.9008       0.3324         0.0393       4.0980        0.8745       0.2543         0.0482
german           3.1818        0.5776       0.3954         0.2195       1.8893        0.3200       0.5399         0.5298
TOTAL            3.6686        0.6873       0.3732         0.1648       2.5981        0.5171       0.4329         0.3445


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.10.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.2069        0.5325       0.4687         0.3116       2.0690        0.5046       0.4640         0.3368
Bela                 2.0517        0.5537       0.4905         0.2742       2.2069        0.5986       0.4241         0.2525
Lashi                2.0517        0.5112       0.5354         0.3367       1.9483        0.5032       0.5080         0.3465
Maru                 2.1897        0.5787       0.5028         0.2760       2.0000        0.5233       0.5125         0.3254
Phon                 1.9138        0.4937       0.5075         0.3424       1.8966        0.4879       0.4773         0.3665
WrittenBurmese       1.6379        0.5158       0.5107         0.3390       1.4655        0.4606       0.5347         0.4014
Zaiwa                1.8793        0.4862       0.5706         0.3224       1.7586        0.4586       0.5779         0.3536
TOTAL                1.9901        0.5245       0.5123         0.3146       1.9064        0.5053       0.4998         0.3404


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.20.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               1.9646        0.4976       0.4444         0.3524       1.9027        0.4810       0.4561         0.3685
Bela                 1.8925        0.5106       0.4639         0.3290       2.1935        0.6224       0.4063         0.2211
Lashi                2.0000        0.4930       0.4856         0.3463       1.9565        0.5030       0.4665         0.3350
Maru                 2.1622        0.5751       0.4322         0.2803       2.1351        0.5677       0.4368         0.2789
Phon                 2.0105        0.5470       0.4403         0.3049       1.9789        0.5232       0.4437         0.3370
WrittenBurmese       1.9027        0.5745       0.3946         0.2760       1.7434        0.5432       0.3890         0.3418
Zaiwa                1.7857        0.4685       0.5322         0.3555       1.8482        0.4899       0.4870         0.3357
TOTAL                1.9597        0.5238       0.4562         0.3206       1.9655        0.5329       0.4408         0.3169


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.30.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.2807        0.5389       0.3986         0.2898       1.9649        0.4853       0.4346         0.3499
Bela                 2.0840        0.5601       0.4316         0.2678       2.2941        0.6335       0.3703         0.2421
Lashi                1.9827        0.4880       0.4712         0.3427       1.9711        0.5177       0.4493         0.3176
Maru                 2.2651        0.5876       0.3986         0.2707       2.2831        0.5869       0.3810         0.2668
Phon                 2.3134        0.6088       0.3835         0.2528       2.6716        0.7306       0.3014         0.1447
WrittenBurmese       1.9212        0.5715       0.3788         0.2881       1.9394        0.6205       0.3683         0.2500
Zaiwa                1.8623        0.4802       0.4894         0.3488       2.1138        0.5255       0.4352         0.3180
TOTAL                2.1013        0.5479       0.4217         0.2944       2.1769        0.5857       0.3914         0.2699


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.40.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.2568        0.5339       0.3924         0.3012       2.2117        0.5222       0.4158         0.2904
Bela                 2.1549        0.5725       0.4019         0.2633       2.5986        0.7011       0.3006         0.1950
Lashi                2.1528        0.5214       0.4137         0.3176       2.2140        0.5587       0.4000         0.2845
Maru                 2.2791        0.5953       0.3736         0.2695       2.7163        0.6954       0.2982         0.1670
Phon                 2.4267        0.6459       0.3646         0.2275       2.8400        0.7554       0.2953         0.1531
WrittenBurmese       2.0290        0.5960       0.3462         0.2622       1.9324        0.6000       0.3651         0.2632
Zaiwa                1.9163        0.4938       0.4520         0.3340       2.0977        0.5366       0.4089         0.2870
TOTAL                2.1736        0.5656       0.3921         0.2822       2.3729        0.6242       0.3549         0.2343


** /proj/evolang2022/tiago/ST2022/data/mannburmish/solutions-0.50.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Achang               2.3690        0.5663       0.3753         0.2761       2.3173        0.5589       0.3828         0.2655
Bela                 2.5633        0.6448       0.3267         0.2211       2.5886        0.7193       0.2908         0.1530
Lashi                2.2448        0.5650       0.3946         0.2803       2.5385        0.6492       0.3138         0.1955
Maru                 2.5150        0.6620       0.3205         0.2040       2.7481        0.6988       0.2782         0.1766
Phon                 2.4534        0.6542       0.3649         0.2124       2.7950        0.7351       0.3070         0.1626
WrittenBurmese       2.0121        0.5975       0.3490         0.2641       2.3279        0.7470       0.2781         0.1217
Zaiwa                2.1045        0.5442       0.4049         0.2954       2.3881        0.6145       0.3577         0.2257
TOTAL                2.3232        0.6049       0.3623         0.2505       2.5291        0.6747       0.3155         0.1858


